,문서 번호,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토픽의 비중
829,829,4.0,0.2796778976917267,"[(3, 0.016375965), (4, 0.2796779), (8, 0.0807233), (13, 0.2198708), (16, 0.12840033), (20, 0.26300487)]"
830,830,8.0,0.5088974833488464,"[(1, 0.046104208), (8, 0.5088975), (13, 0.1057956), (16, 0.05404892), (18, 0.094998814), (22, 0.013670681), (24, 0.14225061), (27, 0.02839975)]"
831,831,28.0,0.4001026153564453,"[(9, 0.06314856), (10, 0.031893987), (11, 0.100870356), (12, 0.26078618), (13, 0.053349297), (16, 0.056307405), (23, 0.026743447), (28, 0.40010262)]"
832,832,23.0,0.41935861110687256,"[(1, 0.016466012), (2, 0.2723986), (6, 0.1089952), (9, 0.08555682), (16, 0.03362042), (23, 0.4193586), (29, 0.05782477)]"
833,833,26.0,0.6337723135948181,"[(2, 0.24142642), (5, 0.016547712), (15, 0.055901542), (16, 0.014838002), (24, 0.01237467), (25, 0.0102670835), (26, 0.6337723)]"
834,834,9.0,0.6849832534790039,"[(3, 0.15903895), (9, 0.68498325), (27, 0.049951643), (29, 0.097355165)]"
835,835,16.0,0.3410179316997528,"[(8, 0.059832316), (9, 0.021592222), (10, 0.22905979), (12, 0.19108215), (16, 0.34101793), (20, 0.014422626), (21, 0.12088612), (29, 0.013756223)]"
836,836,27.0,0.21430015563964844,"[(0, 0.07001749), (2, 0.04607407), (5, 0.024420591), (6, 0.068067975), (13, 0.1488075), (21, 0.1881521), (25, 0.044798806), (27, 0.21430016), (28, 0.1864826)]"
837,837,19.0,0.8102489113807678,"[(11, 0.058085814), (17, 0.06535413), (19, 0.8102489), (23, 0.026834866), (24, 0.033159263)]"
838,838,18.0,0.46919307112693787,"[(5, 0.20434743), (10, 0.02505619), (13, 0.21952967), (16, 0.065523624), (18, 0.46919307)]"
839,839,6.0,0.34351518750190735,"[(4, 0.048867833), (5, 0.029531457), (6, 0.3435152), (13, 0.059243657), (16, 0.23085706), (23, 0.1701492), (28, 0.021466922), (29, 0.08855066)]"
840,840,17.0,0.4440954327583313,"[(5, 0.06408347), (11, 0.027534239), (12, 0.21267015), (15, 0.01724681), (17, 0.44409543), (20, 0.04746281), (27, 0.17959778)]"
841,841,0.0,0.2037605494260788,"[(0, 0.20376055), (1, 0.16161613), (7, 0.1465371), (9, 0.18888785), (13, 0.017665617), (17, 0.074529685), (27, 0.19808444)]"
842,842,23.0,0.8265425562858582,"[(9, 0.026986854), (16, 0.107550785), (23, 0.82654256), (25, 0.022850554)]"
843,843,11.0,0.3614191710948944,"[(2, 0.021301389), (5, 0.015131136), (10, 0.046017203), (11, 0.36141917), (17, 0.296581), (18, 0.10055904), (21, 0.14614856)]"
844,844,11.0,0.6126633882522583,"[(1, 0.09157043), (2, 0.03084769), (11, 0.6126634), (16, 0.13289505), (18, 0.032837015), (24, 0.058588903), (26, 0.030346122)]"
