,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,topic31,topic32,topic33,topic34,topic35,topic36,topic37,topic38,topic39,topic40
0,0.0009262773673981428,0.0009262773673981428,0.037972286343574524,0.0009262773673981428,0.0009262773673981428,0.0009262773673981428,0.03797284886240959,0.0009262773673981428,0.0009262773673981428,0.0009262773673981428,0.0009262773673981428,0.0009262773673981428,0.0811629444360733,0.0009262773673981428,0.0009262773673981428,0.0009262773673981428,0.0009262773673981428,0.22435711324214935,0.0009262773673981428,0.0009262773673981428,0.0009262773673981428,0.0009262773673981428,0.0009262773673981428,0.4003520607948303,0.07521377503871918,0.03673304617404938,0.0009262773673981428,0.0009262773673981428,0.0009262773673981428,0.0009262773673981428,0.03826665133237839,0.0009262773673981428,0.0009262773673981428,0.0009262773673981428,0.0009262773673981428,0.0009262773673981428,0.0009262773673981428,0.039254628121852875,0.0009262773673981428,0.0009262773673981428
1,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.05625283718109131,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.5688462853431702,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.29364466667175293,0.0006945217028260231,0.0006945217028260231,0.05625340715050697,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231
2,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.765815019607544,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.04900217428803444,0.05912818759679794,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.10690446197986603,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706,0.0005319491028785706
3,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.7699069380760193,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.032406777143478394,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.08826418220996857,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.06386112421751022,0.0003846478648483753,0.0003846478648483753,0.03209832310676575,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753
4,0.04798491299152374,0.0005209227674640715,0.06302783638238907,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.7463078498840332,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.05895666033029556,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.04434492439031601,0.0005209227674640715,0.0005209227674640715,0.0005209227674640715,0.021666457876563072
5,0.000675893563311547,0.000675893563311547,0.1887386292219162,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.05511598661541939,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.027705879881978035,0.2104799449443817,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.028718287125229836,0.05474522337317467,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.41219156980514526
6,0.012850283645093441,0.0003125590446870774,0.0003125590446870774,0.11722183227539062,0.0003125590446870774,0.0003125590446870774,0.0003125590446870774,0.0003125590446870774,0.0003125590446870774,0.0003125590446870774,0.0003125590446870774,0.0003125590446870774,0.030138401314616203,0.0003125590446870774,0.0003125590446870774,0.4095754623413086,0.033506471663713455,0.0003125590446870774,0.0003125590446870774,0.04936916381120682,0.10626065731048584,0.0003125590446870774,0.007788738701492548,0.0003125590446870774,0.0003125590446870774,0.0003125590446870774,0.0942731648683548,0.01310545764863491,0.11684614419937134,0.0003125590446870774,0.0003125590446870774,0.0003125590446870774,0.0003125590446870774,0.0003125590446870774,0.0003125590446870774,0.0003125590446870774,0.0003125590446870774,0.0003125590446870774,0.0003125590446870774,0.0003125590446870774
7,0.07686996459960938,0.0003013043897226453,0.0003013043897226453,0.0003013043897226453,0.012597360648214817,0.0003013043897226453,0.0003013043897226453,0.0003013043897226453,0.0003013043897226453,0.016972970217466354,0.0003013043897226453,0.0003013043897226453,0.0003013043897226453,0.0003013043897226453,0.0003013043897226453,0.0003013043897226453,0.0003013043897226453,0.21194979548454285,0.0003013043897226453,0.0003013043897226453,0.05226648598909378,0.0003013043897226453,0.0003013043897226453,0.0003013043897226453,0.049417149275541306,0.0003013043897226453,0.0003013043897226453,0.0003013043897226453,0.0003013043897226453,0.0003013043897226453,0.0003013043897226453,0.569983184337616,0.0003013043897226453,0.0003013043897226453,0.0003013043897226453,0.0003013043897226453,0.0003013043897226453,0.0003013043897226453,0.0003013043897226453,0.0003013043897226453
8,0.00023815884196665138,0.011132963933050632,0.00023815884196665138,0.2194746881723404,0.2822834551334381,0.00023815884196665138,0.00023815884196665138,0.00023815884196665138,0.00023815884196665138,0.00023815884196665138,0.00023815884196665138,0.011308964341878891,0.19503596425056458,0.008233792148530483,0.00023815884196665138,0.00023815884196665138,0.11834365874528885,0.00023815884196665138,0.00023815884196665138,0.00023815884196665138,0.00023815884196665138,0.00023815884196665138,0.00023815884196665138,0.00023815884196665138,0.00023815884196665138,0.00023815884196665138,0.01647678203880787,0.08198326081037521,0.00023815884196665138,0.00023815884196665138,0.00023815884196665138,0.00023815884196665138,0.01890839822590351,0.009818742983043194,0.00023815884196665138,0.020330920815467834,0.00023815884196665138,0.00023815884196665138,0.00023815884196665138,0.00023815884196665138
9,0.001000301679596305,0.001000301679596305,0.001000301679596305,0.19005602598190308,0.10554999858140945,0.001000301679596305,0.001000301679596305,0.001000301679596305,0.001000301679596305,0.001000301679596305,0.001000301679596305,0.12563902139663696,0.001000301679596305,0.001000301679596305,0.001000301679596305,0.13548679649829865,0.001000301679596305,0.04554296284914017,0.001000301679596305,0.05751991644501686,0.001000301679596305,0.001000301679596305,0.001000301679596305,0.001000301679596305,0.001000301679596305,0.001000301679596305,0.001000301679596305,0.001000301679596305,0.001000301679596305,0.16350054740905762,0.001000301679596305,0.001000301679596305,0.001000301679596305,0.001000301679596305,0.001000301679596305,0.001000301679596305,0.001000301679596305,0.001000301679596305,0.1046857237815857,0.041009653359651566
