,문서 번호,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토픽의 비중
20,20,13.0,0.8765381574630737,"[(3, 0.066906534), (13, 0.87653816), (16, 0.013276176), (26, 0.033853892)]"
21,21,27.0,0.9742071032524109,"[(23, 0.018011924), (27, 0.9742071)]"
22,22,27.0,0.9414783716201782,"[(14, 0.03991749), (27, 0.94147843)]"
23,23,11.0,0.5499042868614197,"[(0, 0.08161604), (8, 0.036741175), (11, 0.5499043), (18, 0.31934217)]"
24,24,6.0,0.38609829545021057,"[(3, 0.0635806), (5, 0.03493712), (6, 0.3860983), (7, 0.06954663), (9, 0.12732123), (13, 0.04560181), (16, 0.061666995), (24, 0.16883388), (27, 0.035403345)]"
25,25,27.0,0.9931915998458862,"[(27, 0.9931916)]"
26,26,11.0,0.5360773801803589,"[(0, 0.024827419), (3, 0.16411276), (11, 0.5360774), (18, 0.028551497), (23, 0.2322907)]"
27,27,23.0,0.6009226441383362,"[(2, 0.021327116), (3, 0.03437965), (7, 0.09518941), (14, 0.015471026), (17, 0.013072889), (23, 0.60092264), (24, 0.16706827), (29, 0.041204173)]"
28,28,20.0,0.2575473189353943,"[(0, 0.07419654), (3, 0.20319974), (10, 0.114130594), (13, 0.16137142), (15, 0.06636729), (16, 0.10180036), (20, 0.25754732)]"
29,29,26.0,0.8078679442405701,"[(1, 0.060563978), (12, 0.11680914), (26, 0.80786794)]"
30,30,15.0,0.42483383417129517,"[(0, 0.074725784), (1, 0.041059244), (3, 0.16670184), (8, 0.0734893), (12, 0.06466092), (15, 0.42483383), (20, 0.11757188), (28, 0.03009456)]"
31,31,15.0,0.8601972460746765,"[(0, 0.016908871), (13, 0.018125134), (15, 0.86019725), (23, 0.024786051), (25, 0.06715181)]"
32,32,29.0,0.6737730503082275,"[(5, 0.036430076), (6, 0.102285795), (10, 0.033906188), (14, 0.04116455), (16, 0.016195988), (17, 0.07355303), (27, 0.01555242), (29, 0.67377305)]"
33,33,29.0,0.4538491368293762,"[(10, 0.17918119), (11, 0.011363465), (15, 0.08974105), (19, 0.031206401), (23, 0.17017245), (26, 0.059335), (29, 0.45384914)]"
34,34,13.0,0.42843642830848694,"[(3, 0.047527444), (5, 0.036761533), (8, 0.024848191), (9, 0.10579638), (12, 0.01957366), (13, 0.42843643), (24, 0.27961865), (27, 0.051702276)]"
35,35,19.0,0.5881913304328918,"[(2, 0.20665747), (8, 0.08128287), (19, 0.58819133), (27, 0.08040206), (29, 0.028685708)]"
36,36,8.0,0.5450979471206665,"[(0, 0.059461147), (4, 0.30407798), (8, 0.54509795), (10, 0.044616297), (24, 0.03830086)]"
37,37,4.0,0.8103105425834656,"[(4, 0.81031054), (5, 0.12687932), (6, 0.015065545), (25, 0.038897652)]"
38,38,16.0,0.6251974701881409,"[(2, 0.3584098), (16, 0.62519747)]"
39,39,25.0,0.4837644398212433,"[(4, 0.18779084), (7, 0.029698934), (24, 0.10044165), (25, 0.48376444), (27, 0.18837337)]"
40,40,23.0,0.28506144881248474,"[(2, 0.02005798), (10, 0.22677839), (12, 0.09727694), (15, 0.017508874), (18, 0.05313755), (23, 0.28506145), (24, 0.13487938), (27, 0.15575352)]"
41,41,13.0,0.44281455874443054,"[(1, 0.013055082), (3, 0.012351608), (4, 0.10741902), (12, 0.055028796), (13, 0.4428146), (15, 0.13878968), (17, 0.07019706), (24, 0.087594606), (27, 0.06744162)]"
42,42,29.0,0.538173258304596,"[(3, 0.038547777), (7, 0.01405844), (20, 0.023466462), (21, 0.15304804), (24, 0.0692053), (27, 0.1334729), (28, 0.020847583), (29, 0.53817326)]"
43,43,4.0,0.7361962795257568,"[(4, 0.7361963), (16, 0.18416369), (22, 0.0669475)]"
44,44,0.0,0.4677644670009613,"[(0, 0.46776447), (1, 0.21410178), (3, 0.21009874), (24, 0.08981868), (27, 0.01041843)]"
45,45,6.0,0.4074101448059082,"[(4, 0.21051686), (5, 0.05849789), (6, 0.40741014), (13, 0.03143796), (18, 0.018648878), (23, 0.11896015), (24, 0.088949144), (27, 0.059394524)]"
46,46,14.0,0.4639560282230377,"[(2, 0.09686539), (8, 0.12358447), (12, 0.059356134), (14, 0.463956), (18, 0.14995518), (26, 0.09467173)]"
47,47,16.0,0.672759473323822,"[(4, 0.046751287), (5, 0.18437876), (15, 0.039467324), (16, 0.6727595), (23, 0.017444778), (24, 0.0324672)]"
48,48,24.0,0.7136136889457703,"[(10, 0.124501124), (14, 0.14936663), (24, 0.7136137)]"
49,49,25.0,0.6772080063819885,"[(9, 0.04745977), (16, 0.056541633), (25, 0.677208), (29, 0.21319607)]"
50,50,23.0,0.4359857738018036,"[(2, 0.10962579), (5, 0.35816216), (12, 0.08819478), (23, 0.43598574)]"
51,51,14.0,0.6692795157432556,"[(1, 0.05514748), (2, 0.012626011), (3, 0.020702465), (6, 0.026882842), (8, 0.12356453), (11, 0.049799956), (14, 0.6692795), (23, 0.019305604), (28, 0.015604163)]"
52,52,14.0,0.43609076738357544,"[(2, 0.021863602), (4, 0.14624345), (7, 0.29097313), (9, 0.07448562), (10, 0.023125239), (14, 0.4360908)]"
53,53,24.0,0.655200183391571,"[(7, 0.19730473), (9, 0.07134852), (16, 0.027654788), (24, 0.6552002), (29, 0.04265835)]"
54,54,5.0,0.6496080160140991,"[(0, 0.20413119), (5, 0.649608), (6, 0.07624041), (12, 0.053313974)]"
55,55,16.0,0.26234352588653564,"[(0, 0.025686929), (1, 0.08546237), (5, 0.14664157), (13, 0.09729652), (14, 0.015062199), (16, 0.26234353), (19, 0.07812072), (22, 0.013619681), (27, 0.05339974), (29, 0.2139974)]"
56,56,16.0,0.6770596504211426,"[(4, 0.11591241), (10, 0.06881586), (16, 0.67705965), (23, 0.11754591)]"
57,57,14.0,0.6820687055587769,"[(6, 0.16199958), (8, 0.03317037), (14, 0.6820687), (23, 0.09684454), (25, 0.018119218)]"
58,58,14.0,0.6935740113258362,"[(8, 0.016848639), (12, 0.027907478), (14, 0.693574), (18, 0.052371595), (21, 0.19981375)]"
59,59,14.0,0.8319141268730164,"[(14, 0.8319141), (28, 0.15610728)]"
60,60,1.0,0.495096892118454,"[(1, 0.4950969), (2, 0.010476379), (3, 0.030967616), (4, 0.016024236), (8, 0.084069215), (11, 0.037865687), (12, 0.027980901), (18, 0.04729533), (20, 0.019412944), (27, 0.2262367)]"
61,61,15.0,0.4131081998348236,"[(2, 0.025272563), (8, 0.053675085), (14, 0.4057427), (15, 0.4131082), (17, 0.02468225), (21, 0.03240833), (23, 0.036181957)]"
62,62,23.0,0.5008447170257568,"[(8, 0.061888557), (14, 0.0137098925), (15, 0.31016463), (20, 0.09817985), (23, 0.5008447)]"
63,63,1.0,0.48263445496559143,"[(1, 0.48263443), (2, 0.1759091), (4, 0.09756239), (12, 0.017028637), (14, 0.11981532), (19, 0.012165168), (24, 0.08820632)]"
64,64,23.0,0.6007640957832336,"[(6, 0.056440372), (8, 0.2948873), (23, 0.6007641), (25, 0.038477708)]"
65,65,26.0,0.3960818946361542,"[(3, 0.26705557), (8, 0.06477114), (14, 0.26660267), (26, 0.3960819)]"
66,66,8.0,0.9750186800956726,"[(0, 0.014124358), (8, 0.97501874)]"
67,67,8.0,0.7787511944770813,"[(8, 0.7787512), (22, 0.031909917), (23, 0.17628926)]"
68,68,15.0,0.6391768455505371,"[(0, 0.07885182), (8, 0.15618171), (12, 0.037378322), (15, 0.63917685), (23, 0.07821541)]"
69,69,27.0,0.6116315722465515,"[(0, 0.025141532), (7, 0.024302581), (9, 0.06284043), (14, 0.23080829), (19, 0.019263413), (21, 0.014853033), (27, 0.6116316)]"
70,70,22.0,0.6406809687614441,"[(0, 0.030877896), (2, 0.050710425), (18, 0.014516074), (20, 0.01060431), (22, 0.64068097), (28, 0.055303298), (29, 0.19056968)]"
71,71,13.0,0.4667120575904846,"[(13, 0.46671206), (19, 0.3626903), (20, 0.1337635), (29, 0.027895162)]"
72,72,0.0,0.4374115765094757,"[(0, 0.43741158), (8, 0.2496985), (11, 0.24357131), (14, 0.028414048), (29, 0.026326392)]"
73,73,11.0,0.5855515003204346,"[(0, 0.21306717), (2, 0.10519773), (11, 0.5855515), (23, 0.08606625)]"
74,74,19.0,0.38604700565338135,"[(5, 0.37826684), (7, 0.01148433), (11, 0.013617867), (18, 0.0137399845), (19, 0.386047), (20, 0.18907101)]"
75,75,7.0,0.9926735758781433,"[(7, 0.99267364)]"
76,76,22.0,0.9910473823547363,"[(22, 0.9910473)]"
77,77,8.0,0.5640084743499756,"[(3, 0.100120105), (8, 0.5640085), (22, 0.32648483)]"
78,78,8.0,0.7309786081314087,"[(0, 0.20708159), (8, 0.7309786), (22, 0.048073445)]"
79,79,11.0,0.34350037574768066,"[(0, 0.2637846), (2, 0.15352099), (8, 0.019560289), (11, 0.34350038), (12, 0.043802373), (15, 0.052175403), (18, 0.03689684), (19, 0.038071856), (24, 0.04311942)]"
80,80,19.0,0.6295226812362671,"[(3, 0.036185313), (8, 0.30665484), (10, 0.020083858), (19, 0.6295227)]"
81,81,5.0,0.32332566380500793,"[(5, 0.32332566), (6, 0.047597125), (7, 0.056837), (9, 0.22970477), (21, 0.10947605), (27, 0.21851383), (29, 0.010500305)]"
82,82,4.0,0.5579069256782532,"[(4, 0.5579069), (19, 0.08093267), (21, 0.35389805)]"
83,83,17.0,0.4643770456314087,"[(1, 0.08929472), (3, 0.067374066), (5, 0.24608666), (10, 0.035673264), (17, 0.46437702), (24, 0.08124376)]"
84,84,6.0,0.3413369953632355,"[(1, 0.075375736), (2, 0.01755462), (5, 0.14377302), (6, 0.341337), (18, 0.04910491), (19, 0.19821848), (22, 0.16526665)]"
85,85,13.0,0.6619428992271423,"[(12, 0.12602986), (13, 0.6619429), (20, 0.20129745)]"
86,86,19.0,0.441084623336792,"[(1, 0.106878154), (12, 0.0870829), (19, 0.44108462), (21, 0.3539678)]"
87,87,18.0,0.9886205196380615,"[(18, 0.9886205)]"
88,88,14.0,0.4012587070465088,"[(1, 0.22950238), (3, 0.0713373), (11, 0.044833727), (14, 0.4012587), (18, 0.08203372), (20, 0.122180715), (28, 0.037038874)]"
89,89,26.0,0.39514368772506714,"[(8, 0.19209428), (10, 0.31229696), (12, 0.08440161), (26, 0.3951437)]"
90,90,8.0,0.3793482780456543,"[(0, 0.21303384), (5, 0.06563095), (8, 0.37934828), (9, 0.06594846), (16, 0.06954093), (26, 0.18085323), (28, 0.014951787)]"
91,91,20.0,0.6529529094696045,"[(12, 0.33369192), (20, 0.6529529)]"
92,92,10.0,0.5492115616798401,"[(2, 0.3996217), (8, 0.025398007), (10, 0.54921156), (17, 0.014359085)]"
93,93,25.0,0.3617026209831238,"[(2, 0.17701814), (8, 0.20968314), (15, 0.23663606), (25, 0.36170262)]"
94,94,14.0,0.41462934017181396,"[(0, 0.028604435), (1, 0.24206163), (14, 0.41462934), (15, 0.08850136), (23, 0.20843266)]"
95,95,23.0,0.5694694519042969,"[(12, 0.04101924), (23, 0.56946945), (28, 0.38032454)]"
96,96,23.0,0.8314168453216553,"[(2, 0.018324705), (13, 0.0442015), (14, 0.076368004), (22, 0.016007738), (23, 0.83141685)]"
97,97,1.0,0.48299121856689453,"[(1, 0.48299122), (3, 0.17260934), (5, 0.04292343), (13, 0.27229473), (18, 0.011052496), (29, 0.011968383)]"
98,98,24.0,0.9780189990997314,"[(24, 0.978019)]"
99,99,24.0,0.7660738825798035,"[(22, 0.2178138), (24, 0.7660739)]"
100,100,1.0,0.4461558759212494,"[(0, 0.20995331), (1, 0.44615588), (6, 0.028808193), (16, 0.30726692)]"
101,101,19.0,0.98960280418396,"[(19, 0.98960286)]"
102,102,14.0,0.6232514977455139,"[(0, 0.1864716), (8, 0.03741472), (14, 0.6232515), (18, 0.14409636)]"
103,103,19.0,0.7097951173782349,"[(3, 0.0638526), (6, 0.14035872), (12, 0.052346215), (19, 0.7097951), (29, 0.026918614)]"
104,104,27.0,0.39298444986343384,"[(1, 0.20599602), (3, 0.18806039), (5, 0.10412632), (12, 0.019680403), (13, 0.054092776), (23, 0.02534155), (27, 0.39298445)]"
105,105,4.0,0.3668181598186493,"[(4, 0.36681816), (5, 0.16555695), (13, 0.10555672), (16, 0.11914616), (23, 0.018525967), (24, 0.013167643), (25, 0.20689373)]"
106,106,22.0,0.5553030371665955,"[(1, 0.08043103), (13, 0.08655697), (22, 0.55530304), (23, 0.26582742)]"
107,107,17.0,0.48804885149002075,"[(2, 0.077326976), (15, 0.04986927), (16, 0.19214818), (17, 0.48804882), (23, 0.17975979)]"
108,108,18.0,0.9462146162986755,"[(8, 0.04149718), (18, 0.94621456)]"
109,109,17.0,0.4128403067588806,"[(2, 0.010345806), (4, 0.080656), (5, 0.04997353), (7, 0.0804718), (13, 0.06716177), (16, 0.11424058), (17, 0.4128403), (18, 0.010380412), (20, 0.030739918), (24, 0.1375813)]"
110,110,1.0,0.38547229766845703,"[(0, 0.050904226), (1, 0.3854723), (2, 0.059788793), (4, 0.22045083), (8, 0.06310517), (12, 0.16170427), (18, 0.048310075)]"
111,111,15.0,0.5658170580863953,"[(2, 0.1654731), (8, 0.088525765), (15, 0.56581706), (19, 0.01742217), (23, 0.15206182)]"
112,112,0.0,0.4883614778518677,"[(0, 0.48836145), (3, 0.15171717), (22, 0.32369068), (26, 0.025901888)]"
113,113,25.0,0.43696025013923645,"[(8, 0.025284003), (11, 0.17941958), (14, 0.020820562), (16, 0.063044444), (25, 0.43696028), (27, 0.13775454), (29, 0.1314228)]"
114,114,27.0,0.4245014190673828,"[(2, 0.041389503), (11, 0.03560842), (12, 0.011265602), (15, 0.10431893), (24, 0.18804586), (27, 0.42450142), (29, 0.18813412)]"
115,115,4.0,0.6136581301689148,"[(4, 0.61365813), (5, 0.01983773), (7, 0.105508894), (10, 0.013281089), (24, 0.24018359)]"
116,116,28.0,0.30062609910964966,"[(1, 0.058621418), (2, 0.17547031), (3, 0.15501732), (14, 0.067344345), (18, 0.15905799), (26, 0.06990553), (28, 0.3006261)]"
117,117,0.0,0.24666202068328857,"[(0, 0.246662), (2, 0.13630338), (19, 0.214022), (21, 0.018554857), (24, 0.05188039), (26, 0.06778161), (27, 0.05611766), (29, 0.1964325)]"
118,118,8.0,0.5138593316078186,"[(5, 0.24612153), (8, 0.51385933), (15, 0.04743688), (23, 0.12590581), (25, 0.026623467), (29, 0.025469095)]"
119,119,10.0,0.5008101463317871,"[(8, 0.06791806), (9, 0.061153032), (10, 0.50081015), (13, 0.16359226), (21, 0.08167277), (26, 0.11307256)]"
120,120,21.0,0.32273614406585693,"[(1, 0.030998185), (4, 0.1721243), (7, 0.08934924), (10, 0.011381044), (13, 0.03413269), (16, 0.053321857), (20, 0.021889277), (21, 0.32273614), (25, 0.25816056)]"
121,121,29.0,0.302254319190979,"[(4, 0.058986466), (5, 0.0420181), (6, 0.07488046), (7, 0.014081399), (10, 0.16320117), (14, 0.061280746), (17, 0.08934354), (19, 0.023377502), (23, 0.013417904), (25, 0.15231493), (29, 0.30225432)]"
122,122,8.0,0.7783082127571106,"[(8, 0.7783082), (11, 0.21312226)]"
123,123,23.0,0.8639547228813171,"[(13, 0.023365112), (20, 0.099428564), (23, 0.8639547)]"
124,124,23.0,0.859520435333252,"[(1, 0.021538284), (23, 0.85952044), (27, 0.109564126)]"
125,125,11.0,0.27327829599380493,"[(3, 0.122884795), (4, 0.029407281), (5, 0.20536512), (6, 0.06594141), (11, 0.2732783), (12, 0.013126812), (13, 0.11034841), (19, 0.054949194), (26, 0.08906649), (29, 0.028435115)]"
126,126,0.0,0.7788519859313965,"[(0, 0.778852), (4, 0.14203715), (7, 0.035233445), (29, 0.026861316)]"
127,127,0.0,0.8401743173599243,"[(0, 0.8401743), (11, 0.025101708), (20, 0.10452134), (23, 0.019872317)]"
128,128,29.0,0.2581714689731598,"[(1, 0.18280537), (14, 0.24788798), (18, 0.096406184), (23, 0.20747726), (29, 0.25817147)]"
129,129,4.0,0.6892237663269043,"[(4, 0.68922377), (5, 0.09668189), (6, 0.03036479), (17, 0.14454123), (26, 0.028216954)]"
130,130,7.0,0.8098057508468628,"[(2, 0.089557685), (5, 0.02644408), (7, 0.80980575), (19, 0.06968956)]"
131,131,25.0,0.677863597869873,"[(7, 0.061171774), (10, 0.023388773), (14, 0.20681208), (24, 0.025510967), (25, 0.6778636)]"
132,132,16.0,0.5164356827735901,"[(4, 0.038778547), (5, 0.01879201), (7, 0.054564923), (9, 0.018848365), (13, 0.02359803), (16, 0.5164357), (17, 0.17920558), (20, 0.10078611), (27, 0.042721577)]"
133,133,21.0,0.5823535323143005,"[(5, 0.081483364), (11, 0.016462825), (13, 0.06080044), (16, 0.12323499), (21, 0.58235353), (24, 0.07532323), (25, 0.051095325)]"
134,134,21.0,0.4698334336280823,"[(5, 0.45086056), (16, 0.04876965), (19, 0.018656371), (21, 0.4698334)]"
135,135,8.0,0.6242290139198303,"[(0, 0.040113386), (8, 0.624229), (11, 0.11691617), (12, 0.017037526), (19, 0.014052105), (23, 0.026391147), (29, 0.15282406)]"
136,136,4.0,0.5844348073005676,"[(3, 0.04883826), (4, 0.5844348), (5, 0.20966278), (10, 0.02721731), (13, 0.04109928), (14, 0.031711876), (16, 0.04942532)]"
137,137,25.0,0.69902503490448,"[(4, 0.1612177), (13, 0.13163884), (25, 0.69902503)]"
138,138,4.0,0.3148021996021271,"[(4, 0.3148022), (5, 0.20524979), (10, 0.07964731), (15, 0.0680124), (19, 0.05884562), (21, 0.15763645), (28, 0.10895171)]"
139,139,28.0,0.4013831913471222,"[(2, 0.16221215), (12, 0.33186716), (18, 0.066227295), (20, 0.029345544), (28, 0.4013832)]"
140,140,14.0,0.7030652761459351,"[(0, 0.035646264), (1, 0.041465912), (2, 0.15233843), (8, 0.015780056), (14, 0.7030653), (23, 0.043530352)]"
141,141,27.0,0.3165329396724701,"[(5, 0.3122309), (9, 0.25095606), (10, 0.0126235485), (14, 0.039323945), (18, 0.031709816), (25, 0.02736975), (27, 0.31653294)]"
142,142,19.0,0.9938015341758728,"[(19, 0.9938015)]"
143,143,1.0,0.8250495195388794,"[(1, 0.8250495), (12, 0.06590878), (22, 0.019267716), (23, 0.065783545)]"
144,144,23.0,0.4446990191936493,"[(8, 0.05413949), (23, 0.44469902), (25, 0.28454044), (26, 0.19852729)]"
145,145,2.0,0.4784362018108368,"[(2, 0.4784362), (3, 0.04120795), (13, 0.18695581), (15, 0.13353962), (26, 0.14701815)]"
146,146,10.0,0.452605277299881,"[(3, 0.030392865), (7, 0.08320434), (10, 0.45260528), (24, 0.32260716), (27, 0.097942166)]"
147,147,8.0,0.9692761301994324,"[(8, 0.9692761), (22, 0.021829449)]"
148,148,24.0,0.7149947285652161,"[(1, 0.078395985), (2, 0.13850579), (15, 0.062680826), (24, 0.7149947)]"
149,149,28.0,0.7829872369766235,"[(3, 0.07850204), (8, 0.067866325), (18, 0.021802222), (24, 0.028197741), (28, 0.78298724), (29, 0.013232651)]"
150,150,15.0,0.7456964254379272,"[(0, 0.014405085), (1, 0.05377162), (3, 0.024659453), (4, 0.012054688), (12, 0.02746277), (15, 0.7456964), (23, 0.10492757)]"
151,151,14.0,0.6377659440040588,"[(2, 0.045621563), (7, 0.14814231), (8, 0.047235083), (12, 0.11205978), (14, 0.63776594)]"
152,152,5.0,0.24753829836845398,"[(4, 0.11264431), (5, 0.24753831), (8, 0.07695885), (15, 0.090743564), (16, 0.20160237), (18, 0.18759951), (28, 0.07567078)]"
153,153,9.0,0.595024585723877,"[(2, 0.020415818), (9, 0.5950246), (21, 0.07323652), (22, 0.30184922)]"
154,154,23.0,0.6274933815002441,"[(1, 0.05557279), (5, 0.049066816), (13, 0.05497062), (17, 0.026782295), (23, 0.6274934), (24, 0.17875904)]"
155,155,3.0,0.3882758617401123,"[(3, 0.38827586), (8, 0.21080314), (15, 0.026426457), (26, 0.19703794), (28, 0.164628)]"
156,156,18.0,0.3309834897518158,"[(4, 0.21759553), (5, 0.055075258), (13, 0.12269335), (18, 0.3309835), (19, 0.13673845), (21, 0.10544395), (24, 0.023555662)]"
157,157,0.0,0.41702908277511597,"[(0, 0.41702908), (1, 0.16240832), (8, 0.123134665), (10, 0.036333267), (20, 0.15867348), (29, 0.09008954)]"
158,158,7.0,0.4728768467903137,"[(2, 0.27738488), (4, 0.060851716), (6, 0.016805049), (7, 0.47287685), (19, 0.13631214), (24, 0.030790105)]"
159,159,17.0,0.527629554271698,"[(3, 0.036402147), (17, 0.52762955), (18, 0.04849447), (23, 0.37452903)]"
160,160,3.0,0.4580271244049072,"[(3, 0.45802712), (9, 0.39471337), (13, 0.0633466), (17, 0.045016963), (27, 0.029417109)]"
161,161,11.0,0.5855120420455933,"[(0, 0.118407495), (2, 0.0640079), (8, 0.0383972), (11, 0.58551204), (13, 0.059913013), (18, 0.124927565)]"
162,162,4.0,0.42264804244041443,"[(4, 0.42264804), (5, 0.09741074), (24, 0.1389908), (28, 0.23712301), (29, 0.097047724)]"
163,163,5.0,0.21880853176116943,"[(4, 0.070119254), (5, 0.21880852), (9, 0.15758395), (16, 0.0386992), (18, 0.029625908), (23, 0.162373), (24, 0.1702426), (25, 0.1461465)]"
164,164,16.0,0.846025288105011,"[(4, 0.0322267), (12, 0.06350731), (15, 0.050358977), (16, 0.8460253)]"
165,165,5.0,0.6834097504615784,"[(1, 0.10280065), (3, 0.036309216), (5, 0.68340975), (19, 0.053192005), (26, 0.10519308), (27, 0.010392802)]"
166,166,9.0,0.5832804441452026,"[(7, 0.2716714), (9, 0.58328044), (17, 0.081126645), (22, 0.018265955), (27, 0.018214872)]"
167,167,8.0,0.4044453501701355,"[(3, 0.29706693), (8, 0.40444535), (14, 0.11595468), (18, 0.06860361), (23, 0.09899886)]"
168,168,18.0,0.5161254405975342,"[(3, 0.11600931), (18, 0.51612544), (21, 0.017635565), (23, 0.14876711), (25, 0.18840244)]"
169,169,21.0,0.8676227331161499,"[(9, 0.124257), (21, 0.8676227)]"
170,170,6.0,0.7005924582481384,"[(0, 0.026414452), (1, 0.1161083), (2, 0.061069943), (6, 0.70059246), (12, 0.061618496), (22, 0.020848606)]"
171,171,24.0,0.7309688925743103,"[(10, 0.14477175), (13, 0.109227814), (24, 0.7309689)]"
172,172,19.0,0.992837131023407,"[(19, 0.9928371)]"
173,173,4.0,0.492549329996109,"[(4, 0.49254933), (5, 0.06840351), (11, 0.048483785), (13, 0.028903762), (15, 0.025580073), (16, 0.27408674), (24, 0.056709073)]"
174,174,7.0,0.996208131313324,"[(7, 0.99620813)]"
175,175,17.0,0.3770444393157959,"[(4, 0.2351989), (11, 0.018090507), (17, 0.37704444), (19, 0.1051107), (24, 0.25742877)]"
176,176,23.0,0.9900299310684204,"[(23, 0.99002993)]"
177,177,12.0,0.7799962759017944,"[(12, 0.7799963), (14, 0.18256222), (15, 0.013573322), (23, 0.016261306)]"
178,178,17.0,0.44344431161880493,"[(2, 0.04406612), (3, 0.023778064), (8, 0.15727739), (12, 0.2678633), (17, 0.4434443), (28, 0.049000382)]"
179,179,25.0,0.4003925919532776,"[(4, 0.092896484), (8, 0.036655128), (13, 0.32929337), (17, 0.07404233), (25, 0.4003926), (29, 0.06131319)]"
180,180,4.0,0.9299737811088562,"[(4, 0.9299737), (25, 0.06429597)]"
181,181,23.0,0.8095709085464478,"[(8, 0.06186593), (11, 0.11302175), (23, 0.8095709)]"
182,182,15.0,0.3235781788825989,"[(0, 0.100282095), (10, 0.021684077), (12, 0.1284304), (15, 0.32357818), (21, 0.18586668), (23, 0.2241151)]"
183,183,25.0,0.4826280474662781,"[(4, 0.075114705), (5, 0.28001708), (10, 0.15339054), (25, 0.48262805)]"
184,184,24.0,0.9222061038017273,"[(8, 0.05602217), (13, 0.013804213), (24, 0.9222061)]"
185,185,0.0,0.7339602708816528,"[(0, 0.7339603), (16, 0.14182632), (20, 0.10753329)]"
186,186,0.0,0.5221983194351196,"[(0, 0.5221983), (5, 0.11007413), (19, 0.053439576), (24, 0.11938172), (29, 0.17636536)]"
187,187,19.0,0.6867685914039612,"[(3, 0.055793293), (12, 0.013135027), (19, 0.6867686), (23, 0.0577713), (26, 0.17736663)]"
188,188,23.0,0.48141318559646606,"[(3, 0.1204543), (17, 0.38562033), (23, 0.48141316)]"
189,189,23.0,0.3306296467781067,"[(0, 0.19782203), (11, 0.06859404), (12, 0.04263915), (18, 0.29480764), (19, 0.05215681), (23, 0.33062965)]"
190,190,0.0,0.6373141407966614,"[(0, 0.63731414), (2, 0.015151754), (11, 0.33934435)]"
191,191,2.0,0.47779250144958496,"[(2, 0.47779253), (8, 0.13314764), (11, 0.04158575), (12, 0.24997777), (14, 0.08382304)]"
