,문서 번호,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토픽의 비중
0,0,18.0,0.5105379819869995,"[(3, 0.07941894), (5, 0.14270028), (6, 0.012766042), (10, 0.031864375), (14, 0.056809325), (18, 0.510538), (28, 0.15879598)]"
1,1,14.0,0.44139406085014343,"[(3, 0.028860906), (8, 0.032256447), (9, 0.09803001), (14, 0.44139406), (18, 0.24680015), (22, 0.08674725), (24, 0.057382986)]"
2,2,24.0,0.5435205101966858,"[(0, 0.035720557), (2, 0.20490648), (9, 0.054756846), (10, 0.15090634), (24, 0.5435205)]"
3,3,17.0,0.7656061053276062,"[(10, 0.11586583), (17, 0.7656061), (20, 0.020871038), (28, 0.08651695)]"
4,4,15.0,0.48773661255836487,"[(5, 0.09910111), (12, 0.10793556), (15, 0.48773664), (18, 0.054157354), (20, 0.15902036), (28, 0.08456124)]"
5,5,26.0,0.5290263295173645,"[(5, 0.011129035), (7, 0.039392706), (10, 0.033354778), (16, 0.07336238), (19, 0.18228105), (22, 0.12353625), (26, 0.5290263)]"
6,6,1.0,0.5165404081344604,"[(1, 0.5165404), (2, 0.06229515), (3, 0.05536076), (7, 0.022118423), (8, 0.16122499), (11, 0.052038595), (20, 0.012056465), (21, 0.10060909), (22, 0.011853512)]"
7,7,23.0,0.8333165049552917,"[(9, 0.011545373), (17, 0.05143674), (19, 0.026911892), (23, 0.8333165), (26, 0.03992148), (27, 0.02352609)]"
8,8,1.0,0.34422457218170166,"[(1, 0.34422457), (3, 0.058665555), (9, 0.13850829), (10, 0.25533226), (11, 0.07168894), (24, 0.12402809)]"
9,9,12.0,0.3742324709892273,"[(3, 0.03357815), (12, 0.37423247), (22, 0.04175126), (23, 0.26101977), (25, 0.26558405), (28, 0.014297074)]"
10,10,26.0,0.4930248260498047,"[(3, 0.11268162), (4, 0.3833085), (26, 0.49302483)]"
11,11,13.0,0.7484205961227417,"[(4, 0.19123942), (13, 0.7484206), (28, 0.033888627), (29, 0.013858288)]"
12,12,24.0,0.9897146224975586,"[(24, 0.9897146)]"
13,13,24.0,0.6193303465843201,"[(0, 0.085162506), (2, 0.035299614), (10, 0.19163813), (17, 0.04908611), (24, 0.61933035), (25, 0.011133084)]"
14,14,27.0,0.591626763343811,"[(5, 0.107135616), (9, 0.011113597), (17, 0.011957288), (19, 0.0761143), (22, 0.02698963), (27, 0.59162676), (28, 0.16901907)]"
15,15,29.0,0.6102185845375061,"[(28, 0.38089025), (29, 0.6102186)]"
16,16,23.0,0.5300041437149048,"[(0, 0.14404655), (12, 0.153282), (19, 0.06530229), (21, 0.024885839), (22, 0.021600682), (23, 0.53000414), (25, 0.022815634), (28, 0.033064995)]"
17,17,19.0,0.5378264784812927,"[(1, 0.08447668), (11, 0.044561036), (19, 0.5378265), (20, 0.056067303), (23, 0.2462544), (25, 0.024355007)]"
18,18,12.0,0.330148845911026,"[(9, 0.020970222), (12, 0.33014885), (21, 0.053655025), (25, 0.32828188), (27, 0.25367978)]"
19,19,5.0,0.3794378936290741,"[(0, 0.1841323), (5, 0.3794379), (10, 0.19974199), (17, 0.0319684), (24, 0.18731612)]"
20,20,0.0,0.6090272068977356,"[(0, 0.6090272), (5, 0.021671033), (6, 0.010189499), (7, 0.013824536), (10, 0.03158573), (16, 0.21919972), (21, 0.060777906), (22, 0.013574581), (24, 0.01281483)]"
21,21,13.0,0.9923834800720215,"[(13, 0.9923835)]"
22,22,13.0,0.6512936949729919,"[(2, 0.08278791), (13, 0.6512937), (26, 0.25749597)]"
23,23,25.0,0.4896661937236786,"[(22, 0.2584665), (24, 0.016494062), (25, 0.48966622), (26, 0.22222029)]"
24,24,10.0,0.41476452350616455,"[(2, 0.03313783), (3, 0.051911797), (10, 0.41476452), (13, 0.27661142), (19, 0.08574461), (20, 0.061270438), (23, 0.06466459)]"
25,25,13.0,0.9465298056602478,"[(2, 0.047367696), (13, 0.9465298)]"
26,26,9.0,0.6335857510566711,"[(0, 0.19648643), (9, 0.63358575), (24, 0.15323594)]"
27,27,0.0,0.7154278755187988,"[(0, 0.7154279), (9, 0.034112923), (13, 0.076568104), (22, 0.05840077), (26, 0.10225436)]"
28,28,2.0,0.390733540058136,"[(2, 0.39073354), (9, 0.13838571), (15, 0.17502373), (24, 0.2723746)]"
29,29,24.0,0.49669456481933594,"[(3, 0.3156178), (7, 0.07316743), (22, 0.040548697), (24, 0.49669456), (25, 0.017542668), (26, 0.04410789)]"
30,30,0.0,0.6792376637458801,"[(0, 0.67923766), (3, 0.08621865), (14, 0.143503), (16, 0.012478364), (21, 0.07124631)]"
31,31,10.0,0.9859861731529236,"[(10, 0.9859862)]"
32,32,19.0,0.5294125080108643,"[(0, 0.014495663), (2, 0.026889736), (5, 0.055291917), (12, 0.08183756), (17, 0.09553263), (19, 0.5294125), (22, 0.18907818)]"
33,33,26.0,0.3370930850505829,"[(0, 0.33700168), (16, 0.023790767), (21, 0.13856532), (23, 0.014982388), (24, 0.13359465), (26, 0.33709309)]"
34,34,16.0,0.4726017415523529,"[(3, 0.062099118), (5, 0.0593653), (13, 0.2987912), (16, 0.47260174), (19, 0.032313846), (20, 0.017389296), (23, 0.04461236)]"
35,35,22.0,0.7024298906326294,"[(21, 0.04110731), (22, 0.7024299), (27, 0.143509), (29, 0.1061159)]"
36,36,22.0,0.3968033790588379,"[(3, 0.1324279), (12, 0.26797506), (15, 0.011081688), (16, 0.03563438), (22, 0.39680338), (26, 0.1480472)]"
37,37,19.0,0.6400348544120789,"[(0, 0.023772053), (3, 0.08030367), (7, 0.04612439), (10, 0.06090474), (12, 0.07799037), (19, 0.64003485), (27, 0.06353817)]"
38,38,12.0,0.4563319683074951,"[(2, 0.12192173), (12, 0.45633197), (22, 0.111196004), (25, 0.2960506)]"
39,39,28.0,0.2225424200296402,"[(1, 0.15524262), (4, 0.17384128), (13, 0.09737474), (17, 0.18079963), (22, 0.05983725), (24, 0.10152922), (28, 0.2225424)]"
40,40,5.0,0.4766492545604706,"[(0, 0.33882877), (5, 0.47664928), (20, 0.015445143), (28, 0.15819645)]"
41,41,29.0,0.2876189351081848,"[(0, 0.22411078), (9, 0.1697885), (24, 0.03682696), (25, 0.2653042), (28, 0.010372002), (29, 0.28761894)]"
42,42,19.0,0.6505155563354492,"[(13, 0.044765268), (17, 0.059488393), (19, 0.65051556), (24, 0.23423786)]"
43,43,12.0,0.5390793085098267,"[(3, 0.0148650715), (4, 0.10223323), (12, 0.5390793), (25, 0.10314813), (28, 0.2299729)]"
44,44,14.0,0.5496513843536377,"[(0, 0.1670711), (5, 0.043860584), (9, 0.1483852), (13, 0.015727632), (14, 0.5496514), (21, 0.013032326), (26, 0.055639043)]"
45,45,9.0,0.5519731640815735,"[(5, 0.05713411), (9, 0.55197316), (14, 0.04849533), (15, 0.10554192), (19, 0.13428308), (27, 0.0374122), (28, 0.059017777)]"
46,46,11.0,0.5426796674728394,"[(3, 0.068630904), (5, 0.045197703), (11, 0.54267967), (13, 0.035052557), (21, 0.29787993)]"
47,47,10.0,0.8993178606033325,"[(10, 0.89931786), (19, 0.09296353)]"
48,48,13.0,0.8938392400741577,"[(1, 0.08021252), (13, 0.89383924), (15, 0.014083401)]"
49,49,19.0,0.34354695677757263,"[(5, 0.07220764), (10, 0.1936986), (12, 0.06527988), (17, 0.26705474), (19, 0.34354696), (23, 0.052972987)]"
50,50,9.0,0.8926042318344116,"[(5, 0.09920636), (9, 0.8926042)]"
51,51,5.0,0.8817583322525024,"[(0, 0.022315593), (5, 0.8817583), (14, 0.0100727435), (16, 0.020981995), (20, 0.035835862), (24, 0.012201953)]"
52,52,22.0,0.3273596167564392,"[(2, 0.19927149), (12, 0.20013398), (22, 0.32735962), (29, 0.26519364)]"
53,53,25.0,0.5117223262786865,"[(0, 0.020895524), (2, 0.055158097), (6, 0.017192561), (9, 0.016988276), (19, 0.13422152), (25, 0.5117223), (26, 0.026798474), (27, 0.023196368), (29, 0.18888944)]"
54,54,9.0,0.8744508624076843,"[(9, 0.8744508), (14, 0.068346776), (22, 0.04019088)]"
55,55,12.0,0.6613975763320923,"[(2, 0.04898203), (10, 0.03632476), (11, 0.019306768), (12, 0.6613976), (18, 0.03628129), (19, 0.048089296), (22, 0.12243595), (28, 0.018935174)]"
56,56,3.0,0.3664619028568268,"[(3, 0.3664619), (9, 0.16564406), (17, 0.23789923), (27, 0.032246623), (28, 0.17630216)]"
57,57,5.0,0.9211089015007019,"[(0, 0.017019961), (5, 0.92110884), (8, 0.011020071), (12, 0.042967036)]"
58,58,5.0,0.7563518285751343,"[(5, 0.7563518), (11, 0.012166399), (14, 0.22209679)]"
59,59,5.0,0.5423412322998047,"[(5, 0.54234123), (11, 0.24645077), (22, 0.20005502)]"
60,60,20.0,0.466668039560318,"[(0, 0.019024571), (5, 0.124563836), (7, 0.0129913045), (9, 0.013922475), (11, 0.1603556), (14, 0.13904561), (15, 0.024420235), (18, 0.023332117), (20, 0.46666804), (24, 0.011196587)]"
61,61,24.0,0.5050395727157593,"[(0, 0.016327534), (1, 0.38317084), (10, 0.05878581), (15, 0.027602158), (24, 0.5050396)]"
62,62,24.0,0.6396299004554749,"[(3, 0.025301125), (10, 0.05333174), (20, 0.026481552), (24, 0.6396299), (28, 0.24722731)]"
63,63,0.0,0.5029162764549255,"[(0, 0.5029163), (7, 0.09554763), (14, 0.28942084), (21, 0.10559391)]"
64,64,5.0,0.3884887397289276,"[(5, 0.38848874), (7, 0.01185411), (17, 0.24896486), (22, 0.34183788)]"
65,65,5.0,0.48265573382377625,"[(5, 0.48265576), (11, 0.040722404), (16, 0.20631321), (18, 0.044563375), (19, 0.17326193), (20, 0.013161421), (22, 0.017624106)]"
66,66,22.0,0.3313665986061096,"[(3, 0.19993855), (15, 0.32666793), (22, 0.3313666), (26, 0.13289441)]"
67,67,9.0,0.3999868631362915,"[(1, 0.12253204), (9, 0.39998686), (22, 0.083271235), (24, 0.33745953), (27, 0.04483822)]"
68,68,24.0,0.9887548685073853,"[(24, 0.9887548)]"
69,69,13.0,0.43503016233444214,"[(2, 0.22776075), (13, 0.4350302), (26, 0.06238932), (27, 0.016168939), (29, 0.2543283)]"
70,70,8.0,0.829416811466217,"[(3, 0.111302465), (8, 0.8294168), (11, 0.02722965)]"
71,71,16.0,0.7674216628074646,"[(4, 0.03191671), (8, 0.0109256), (15, 0.0107855685), (16, 0.76742166), (27, 0.1707781)]"
72,72,26.0,0.4889298379421234,"[(3, 0.13971248), (5, 0.05393542), (15, 0.020106772), (22, 0.12835039), (23, 0.15468535), (26, 0.48892987)]"
73,73,26.0,0.682835578918457,"[(3, 0.1370559), (8, 0.16962408), (26, 0.6828356)]"
74,74,16.0,0.754828929901123,"[(0, 0.028966416), (16, 0.75482893), (17, 0.06867198), (20, 0.018645387), (24, 0.033166666), (27, 0.088671274)]"
75,75,20.0,0.8081403374671936,"[(13, 0.18438739), (20, 0.80814034)]"
76,76,8.0,0.9266760945320129,"[(4, 0.026022283), (8, 0.9266761), (10, 0.020417195)]"
77,77,3.0,0.5823473334312439,"[(3, 0.58234733), (5, 0.044497192), (6, 0.07851143), (7, 0.05272883), (8, 0.02400303), (13, 0.21062054)]"
78,78,22.0,0.6024062633514404,"[(5, 0.15826295), (18, 0.032325756), (19, 0.19439727), (22, 0.60240626)]"
79,79,18.0,0.621210515499115,"[(0, 0.018412031), (3, 0.101326674), (5, 0.05058136), (8, 0.09580127), (16, 0.03808162), (18, 0.6212105), (22, 0.06889851)]"
80,80,27.0,0.5324787497520447,"[(7, 0.013389544), (12, 0.08995004), (14, 0.28104615), (16, 0.06157589), (27, 0.53247875), (29, 0.014765633)]"
81,81,2.0,0.5387598276138306,"[(0, 0.29787272), (2, 0.5387598), (13, 0.036483873), (23, 0.0714823), (26, 0.05027835)]"
82,82,28.0,0.8570766448974609,"[(15, 0.12623589), (28, 0.85707664)]"
83,83,27.0,0.6697703003883362,"[(4, 0.04693002), (9, 0.022133704), (13, 0.07032342), (15, 0.18040511), (27, 0.6697703)]"
84,84,20.0,0.505392849445343,"[(0, 0.22498564), (8, 0.016198825), (11, 0.11757029), (13, 0.0141064655), (20, 0.50539285), (28, 0.11185251)]"
85,85,2.0,0.5456927418708801,"[(2, 0.54569274), (9, 0.059523296), (13, 0.13185434), (15, 0.016912654), (18, 0.011516978), (22, 0.0913729), (29, 0.1349481)]"
86,86,28.0,0.9892516136169434,"[(28, 0.9892516)]"
87,87,13.0,0.5152270793914795,"[(5, 0.06734169), (11, 0.32810858), (13, 0.5152271), (20, 0.07956101)]"
88,88,5.0,0.2787882387638092,"[(3, 0.116012216), (4, 0.10232846), (5, 0.27878824), (8, 0.25952473), (28, 0.23106445)]"
89,89,20.0,0.384865403175354,"[(5, 0.22303073), (17, 0.05074056), (20, 0.3848654), (21, 0.32878983)]"
90,90,10.0,0.4624629616737366,"[(1, 0.0160775), (3, 0.08808464), (10, 0.462463), (22, 0.2780593), (26, 0.14475021)]"
91,91,12.0,0.7996302843093872,"[(11, 0.12338917), (12, 0.7996303), (21, 0.06445145)]"
92,92,19.0,0.4831518828868866,"[(8, 0.34672013), (19, 0.48315185), (22, 0.079205334), (26, 0.07994098)]"
93,93,10.0,0.6987794637680054,"[(3, 0.074387096), (5, 0.109973446), (10, 0.69877946), (11, 0.10215809)]"
94,94,16.0,0.4612358510494232,"[(10, 0.2880487), (11, 0.11747149), (16, 0.46123585), (29, 0.11552805)]"
95,95,9.0,0.9904251098632812,"[(9, 0.99042505)]"
96,96,9.0,0.6986432075500488,"[(5, 0.107301876), (8, 0.012400368), (9, 0.6986432), (10, 0.012900961), (11, 0.06644316), (22, 0.051240258), (29, 0.028727353)]"
97,97,11.0,0.6360890865325928,"[(11, 0.6360891), (14, 0.034145452), (16, 0.30591863), (24, 0.013052586)]"
98,98,13.0,0.6433587074279785,"[(0, 0.33539414), (13, 0.6433587)]"
99,99,13.0,0.8170170187950134,"[(13, 0.817017), (14, 0.08582906), (17, 0.041846275), (28, 0.041039582)]"
100,100,28.0,0.8712111115455627,"[(0, 0.020876367), (11, 0.06974749), (28, 0.8712111), (29, 0.03105441)]"
101,101,12.0,0.8383837342262268,"[(12, 0.83838373), (27, 0.15312712)]"
102,102,5.0,0.6762822270393372,"[(1, 0.31455502), (5, 0.6762822)]"
103,103,16.0,0.6111637949943542,"[(1, 0.08070519), (3, 0.07134429), (4, 0.07929268), (16, 0.6111638), (22, 0.015957545), (25, 0.1118797), (27, 0.023793153)]"
104,104,11.0,0.8188863396644592,"[(4, 0.037758198), (7, 0.012456687), (8, 0.020031685), (9, 0.064541586), (10, 0.0374267), (11, 0.81888634)]"
105,105,19.0,0.33906787633895874,"[(10, 0.16887595), (12, 0.30275148), (17, 0.17605035), (19, 0.33906788)]"
106,106,11.0,0.6163474917411804,"[(1, 0.23809898), (6, 0.021718834), (9, 0.010909344), (11, 0.6163475), (24, 0.10209058)]"
107,107,17.0,0.5523771643638611,"[(17, 0.55237716), (25, 0.31125063), (28, 0.123678334)]"
108,108,13.0,0.44432011246681213,"[(7, 0.1278851), (11, 0.24996477), (13, 0.44432008), (14, 0.08440223), (22, 0.083610356)]"
109,109,15.0,0.4425579905509949,"[(12, 0.21933159), (13, 0.08583382), (15, 0.442558), (19, 0.06674022), (25, 0.17911482)]"
110,110,9.0,0.3819701671600342,"[(5, 0.27760315), (8, 0.060688637), (9, 0.38197017), (11, 0.25685298), (14, 0.013068322)]"
111,111,24.0,0.5109928250312805,"[(5, 0.3714739), (24, 0.5109928), (27, 0.10793498)]"
112,112,25.0,0.4723263382911682,"[(0, 0.011915456), (3, 0.12973686), (8, 0.28935328), (10, 0.012250101), (17, 0.07570894), (25, 0.47232637)]"
113,113,4.0,0.3050177991390228,"[(4, 0.3050178), (5, 0.23595338), (12, 0.03477678), (13, 0.07361967), (17, 0.12432595), (19, 0.1732224), (24, 0.017341988), (26, 0.022026842)]"
114,114,19.0,0.5903481841087341,"[(11, 0.055771656), (12, 0.07866647), (19, 0.5903482), (24, 0.09714751), (26, 0.108972006), (28, 0.062003996)]"
115,115,19.0,0.5536606907844543,"[(10, 0.012990825), (13, 0.024049072), (19, 0.5536607), (23, 0.21463175), (28, 0.18764901)]"
116,116,13.0,0.23796677589416504,"[(0, 0.02604744), (2, 0.024134785), (3, 0.15945756), (5, 0.22839722), (6, 0.06971234), (9, 0.043706495), (13, 0.23796678), (21, 0.08795159), (25, 0.031227179), (29, 0.08023657)]"
117,117,12.0,0.49673977494239807,"[(12, 0.4967398), (19, 0.042417534), (22, 0.14096709), (27, 0.15494898), (29, 0.15226406)]"
118,118,22.0,0.9937583208084106,"[(22, 0.9937583)]"
119,119,15.0,0.4587491452693939,"[(2, 0.12022413), (4, 0.033922344), (9, 0.10483867), (15, 0.45874915), (16, 0.13341266), (19, 0.050654456), (27, 0.08721835)]"
120,120,12.0,0.5175243020057678,"[(11, 0.026571974), (12, 0.5175243), (17, 0.16577978), (19, 0.076452576), (20, 0.07240375), (27, 0.023156963), (29, 0.111759715)]"
121,121,19.0,0.3340454399585724,"[(0, 0.057880238), (5, 0.28232604), (16, 0.047475643), (17, 0.21988815), (19, 0.33404544), (20, 0.034115735), (29, 0.011987817)]"
122,122,26.0,0.5682655572891235,"[(11, 0.01095792), (16, 0.059802163), (20, 0.010167071), (22, 0.34270045), (26, 0.56826556)]"
123,123,24.0,0.9848886132240295,"[(24, 0.9848887)]"
124,124,24.0,0.9896022081375122,"[(24, 0.9896022)]"
125,125,26.0,0.3957688510417938,"[(4, 0.025741117), (12, 0.0737671), (15, 0.14967322), (16, 0.20797014), (20, 0.05157748), (21, 0.040361978), (26, 0.39576885), (27, 0.047647502)]"
126,126,7.0,0.8253868222236633,"[(7, 0.8253868), (19, 0.06792961), (21, 0.029487848), (25, 0.059842817)]"
127,127,15.0,0.705851137638092,"[(5, 0.18243459), (11, 0.07690787), (14, 0.013076653), (15, 0.70585114), (24, 0.01275477)]"
128,128,0.0,0.7098853588104248,"[(0, 0.70988536), (2, 0.034145754), (6, 0.03588991), (11, 0.20114522), (24, 0.012098299)]"
129,129,12.0,0.88059401512146,"[(12, 0.880594), (13, 0.024348538), (15, 0.022379847), (27, 0.04858684), (28, 0.01940436)]"
130,130,2.0,0.49627795815467834,"[(2, 0.49627796), (12, 0.055630602), (13, 0.12585123), (15, 0.02770684), (20, 0.2451283), (28, 0.035894245)]"
131,131,12.0,0.32726332545280457,"[(1, 0.019718641), (2, 0.19354379), (4, 0.04330237), (12, 0.32726333), (16, 0.30839425), (17, 0.10242697)]"
132,132,25.0,0.8908637166023254,"[(12, 0.05210393), (13, 0.010346072), (17, 0.033564176), (25, 0.8908637)]"
133,133,13.0,0.591404914855957,"[(12, 0.03576133), (13, 0.5914049), (18, 0.053178206), (20, 0.0445522), (24, 0.04123191), (25, 0.22454932)]"
134,134,13.0,0.6257237195968628,"[(12, 0.23332484), (13, 0.6257237), (16, 0.044675145), (27, 0.07797556)]"
135,135,26.0,0.4251534342765808,"[(9, 0.25146776), (22, 0.28982586), (24, 0.01302261), (26, 0.42515343), (27, 0.011831194)]"
136,136,19.0,0.9406823515892029,"[(5, 0.050827827), (19, 0.9406823)]"
137,137,17.0,0.7249349355697632,"[(15, 0.023528034), (17, 0.72493494), (19, 0.05820111), (28, 0.18639648)]"
138,138,15.0,0.6474786996841431,"[(10, 0.1308026), (15, 0.6474787), (19, 0.13742684), (20, 0.022426412), (27, 0.054483593)]"
139,139,14.0,0.5208877325057983,"[(3, 0.08714092), (7, 0.12487986), (11, 0.07708188), (14, 0.52088773), (29, 0.18175101)]"
140,140,4.0,0.3937317132949829,"[(4, 0.3937317), (5, 0.22091298), (11, 0.17272723), (14, 0.11598973), (17, 0.020123856), (22, 0.068169944)]"
141,141,13.0,0.8380028605461121,"[(3, 0.05227051), (13, 0.83800286), (18, 0.076936774), (22, 0.023362119)]"
142,142,12.0,0.580892026424408,"[(1, 0.40656167), (12, 0.580892)]"
143,143,14.0,0.3833184540271759,"[(5, 0.15518562), (7, 0.05023565), (8, 0.039991353), (9, 0.05928097), (14, 0.38331845), (22, 0.012077038), (26, 0.28641132)]"
144,144,5.0,0.4168945550918579,"[(5, 0.41689456), (9, 0.044987913), (11, 0.1873917), (21, 0.15900852), (24, 0.17499493)]"
145,145,21.0,0.31069204211235046,"[(2, 0.17840986), (3, 0.22381252), (10, 0.09111345), (11, 0.13380648), (21, 0.31069204), (23, 0.050374568)]"
146,146,19.0,0.36939212679862976,"[(0, 0.306004), (12, 0.22166574), (13, 0.0882187), (19, 0.36939213)]"
147,147,22.0,0.7600308656692505,"[(3, 0.23139939), (22, 0.76003087)]"
148,148,24.0,0.8091892600059509,"[(0, 0.021346403), (3, 0.0672809), (5, 0.09643818), (24, 0.80918926)]"
149,149,22.0,0.5477340817451477,"[(19, 0.40381736), (22, 0.5477341), (27, 0.040397763)]"
150,150,10.0,0.8718101382255554,"[(5, 0.08055084), (10, 0.8718102), (11, 0.031739157), (21, 0.010340584)]"
151,151,5.0,0.6666938066482544,"[(5, 0.6666938), (14, 0.047107432), (18, 0.21690181), (22, 0.03912271), (26, 0.021394582)]"
152,152,9.0,0.3705688714981079,"[(2, 0.09039623), (7, 0.11177237), (9, 0.37056887), (10, 0.11897288), (12, 0.019981202), (19, 0.22181839), (22, 0.044777807), (25, 0.014851847)]"
153,153,2.0,0.9340324997901917,"[(2, 0.93403244), (6, 0.03535612), (25, 0.012242599)]"
154,154,1.0,0.7135710120201111,"[(1, 0.713571), (2, 0.17681108), (14, 0.021474576), (16, 0.042783815), (25, 0.038625717)]"
155,155,21.0,0.589850902557373,"[(7, 0.19251586), (14, 0.05281984), (21, 0.5898509), (22, 0.15309477)]"
156,156,18.0,0.5995202660560608,"[(1, 0.025005152), (12, 0.032887124), (18, 0.59952027), (19, 0.053018205), (25, 0.17758375), (27, 0.10397963)]"
157,157,18.0,0.7025880217552185,"[(1, 0.13997643), (2, 0.09246672), (14, 0.050908368), (18, 0.702588)]"
158,158,20.0,0.9942076206207275,"[(20, 0.9942077)]"
159,159,6.0,0.6121826171875,"[(6, 0.6121826), (9, 0.2490011), (25, 0.12696506)]"
160,160,2.0,0.5198046565055847,"[(2, 0.51980466), (12, 0.43382728), (26, 0.025438989), (27, 0.011884273)]"
161,161,26.0,0.5623786449432373,"[(15, 0.14441474), (21, 0.084260635), (22, 0.20025624), (26, 0.56237864)]"
162,162,13.0,0.4942344129085541,"[(12, 0.10069989), (13, 0.49423444), (15, 0.14504702), (16, 0.05319025), (19, 0.140138), (22, 0.060426887)]"
163,163,12.0,0.7715242505073547,"[(4, 0.118345656), (12, 0.77152425), (13, 0.1020095)]"
164,164,10.0,0.8454030752182007,"[(10, 0.8454031), (12, 0.041576684), (15, 0.050035946), (19, 0.055696126)]"
165,165,11.0,0.6467611193656921,"[(10, 0.05509214), (11, 0.6467611), (14, 0.014936437), (16, 0.082183145), (20, 0.1305621), (27, 0.03701691), (29, 0.025573378)]"
166,166,2.0,0.4233563244342804,"[(2, 0.42335632), (13, 0.024926035), (23, 0.33949822), (26, 0.1986663)]"
167,167,3.0,0.6319915652275085,"[(0, 0.012612043), (3, 0.63199157), (5, 0.30947635), (23, 0.032958332)]"
168,168,0.0,0.5792189240455627,"[(0, 0.5792189), (5, 0.043658175), (6, 0.11939278), (9, 0.0936132), (11, 0.15284126)]"
169,169,6.0,0.6663459539413452,"[(2, 0.2719607), (6, 0.66634595), (13, 0.05437156)]"
170,170,29.0,0.5292770862579346,"[(3, 0.04127077), (11, 0.12861606), (25, 0.287237), (29, 0.5292771)]"
171,171,13.0,0.8620826601982117,"[(13, 0.86208266), (19, 0.122520365)]"
172,172,12.0,0.7675408124923706,"[(12, 0.7675408), (16, 0.11836025), (27, 0.10779872)]"
173,173,19.0,0.4434090554714203,"[(10, 0.230873), (12, 0.07868633), (15, 0.21606931), (19, 0.44340906), (23, 0.010951279)]"
174,174,20.0,0.8218591809272766,"[(2, 0.049780793), (13, 0.06352812), (20, 0.8218592), (25, 0.061430957)]"
175,175,19.0,0.28436389565467834,"[(0, 0.0100737), (3, 0.18832114), (10, 0.010705565), (11, 0.0131748915), (12, 0.017291326), (16, 0.10709393), (19, 0.2843639), (23, 0.03491162), (25, 0.2672615), (28, 0.060718253)]"
176,176,24.0,0.9897130131721497,"[(24, 0.989713)]"
177,177,29.0,0.3593132197856903,"[(5, 0.34677267), (8, 0.22972395), (19, 0.021381358), (21, 0.03542403), (29, 0.35931322)]"
178,178,29.0,0.5664488673210144,"[(3, 0.33776996), (4, 0.019932386), (7, 0.02958517), (11, 0.036205117), (29, 0.56644887)]"
179,179,12.0,0.6090514063835144,"[(12, 0.6090514), (17, 0.34276855), (22, 0.04251673)]"
180,180,15.0,0.7144553065299988,"[(12, 0.05728698), (13, 0.01768082), (15, 0.7144553), (17, 0.08572041), (20, 0.08325174), (25, 0.010665951), (29, 0.01928605)]"
181,181,22.0,0.5822935700416565,"[(3, 0.042321574), (5, 0.35984454), (22, 0.58229357)]"
182,182,5.0,0.42454367876052856,"[(1, 0.0665931), (2, 0.11588966), (3, 0.026742285), (5, 0.42454368), (8, 0.16855736), (10, 0.16291101), (26, 0.02075964)]"
183,183,17.0,0.9901324510574341,"[(17, 0.9901324)]"
184,184,13.0,0.9922000765800476,"[(13, 0.99220014)]"
185,185,9.0,0.5452527403831482,"[(0, 0.103116885), (2, 0.12559651), (3, 0.06507879), (9, 0.54525274), (13, 0.070915475), (25, 0.075734116)]"
186,186,12.0,0.6041089296340942,"[(3, 0.22147258), (12, 0.6041089), (19, 0.1552386)]"
187,187,27.0,0.5584147572517395,"[(9, 0.011710415), (10, 0.045500975), (16, 0.37514108), (27, 0.55841476)]"
188,188,2.0,0.36071592569351196,"[(2, 0.36071593), (6, 0.25319493), (9, 0.23369855), (11, 0.04466441), (21, 0.04808513), (24, 0.0497411)]"
189,189,11.0,0.3966134488582611,"[(3, 0.24887224), (6, 0.060680386), (10, 0.029094152), (11, 0.39661345), (16, 0.15459482), (21, 0.028009407), (27, 0.06976273)]"
190,190,26.0,0.6338726878166199,"[(5, 0.024025539), (8, 0.024696358), (15, 0.2922955), (26, 0.6338727)]"
191,191,3.0,0.5752230882644653,"[(3, 0.5752231), (5, 0.34165576), (21, 0.070065595)]"
192,192,21.0,0.6673758029937744,"[(3, 0.15202771), (12, 0.040180214), (21, 0.6673758), (22, 0.02609645), (27, 0.101247415)]"
193,193,21.0,0.42398977279663086,"[(16, 0.1527259), (21, 0.42398977), (26, 0.022277568), (27, 0.38699317)]"
194,194,12.0,0.525359034538269,"[(0, 0.08493022), (1, 0.15080045), (12, 0.52535903), (23, 0.037707508), (24, 0.08900221), (28, 0.10638979)]"
195,195,9.0,0.5042227506637573,"[(5, 0.058116604), (9, 0.50422275), (15, 0.046631824), (19, 0.066014975), (22, 0.03377063), (25, 0.250762), (27, 0.017717574), (28, 0.01129287)]"
196,196,12.0,0.5753960013389587,"[(12, 0.575396), (24, 0.2913442), (28, 0.12648642)]"
197,197,12.0,0.5421367287635803,"[(12, 0.5421367), (19, 0.45094332)]"
198,198,1.0,0.6572489738464355,"[(0, 0.069792084), (1, 0.657249), (12, 0.046601105), (19, 0.06616132), (20, 0.10551842), (28, 0.04765497)]"
199,199,25.0,0.523582935333252,"[(2, 0.03918056), (14, 0.21393695), (21, 0.1660019), (25, 0.52358294), (26, 0.05056231)]"
200,200,22.0,0.5115199685096741,"[(3, 0.4026816), (22, 0.51151997), (26, 0.07234242)]"
201,201,29.0,0.26642823219299316,"[(1, 0.09688592), (11, 0.02039117), (12, 0.045765035), (15, 0.22581547), (17, 0.085766144), (28, 0.24263124), (29, 0.26642823)]"
