,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15
10,0.6159319281578064,0.001283204648643732,0.3673863708972931,0.0012832049978896976,0.0012832055799663067,0.001283204765059054,0.0012832054635509849,0.0012832054635509849,0.0012832061620429158,0.0012832049978896976,0.0012832048814743757,0.0012832049978896976,0.001283205347135663,0.001283204648643732,0.0012832045322284102
11,0.01275851484388113,0.001026549143716693,0.001026548445224762,0.0010265493765473366,0.16442210972309113,0.0010265478631481528,0.0010265478631481528,0.0010265493765473366,0.001026549143716693,0.8105008006095886,0.0010265475139021873,0.001026548445224762,0.0010265503078699112,0.0010265478631481528,0.001026547746732831
12,0.0006948116351850331,0.0006948119262233377,0.0006948114023543894,0.0006948112277314067,0.0006948122754693031,0.0006948120426386595,0.000694812333676964,0.0006948122754693031,0.0006948113441467285,0.0006948118098080158,0.0006948111695237458,0.0006948121590539813,0.8409720659255981,0.1499953716993332,0.000694811693392694
13,0.0011114757508039474,0.0011114758672192693,0.001111475983634591,0.0011114762164652348,0.0011114758672192693,0.0011114756343886256,0.0011114757508039474,0.0011114757508039474,0.001111476100049913,0.0011114757508039474,0.0011114752851426601,0.0011114752851426601,0.0011114786611869931,0.9844393134117126,0.0011114762164652348
14,0.0007173052290454507,0.0007173051708377898,0.0007173055782914162,0.2399815022945404,0.0007173054036684334,0.0007173054036684334,0.0007173052290454507,0.0007173051708377898,0.0007173053454607725,0.0007173058693297207,0.0007173051708377898,0.0007173057529143989,0.0007173051708377898,0.7506935000419617,0.0007173053454607725
15,0.0005381756345741451,0.4715610444545746,0.0005381760420277715,0.0005381759838201106,0.0005381759838201106,0.19267015159130096,0.0005381759256124496,0.09459368884563446,0.000538176391273737,0.235255166888237,0.0005381762166507542,0.000538176391273737,0.0005381758091971278,0.0005381757509894669,0.0005381760420277715
16,0.000813556311186403,0.0008135557873174548,0.0008135559619404376,0.0008135546813718975,0.0008135548559948802,0.0008135550888255239,0.0008135550888255239,0.0008135559619404376,0.0008135552634485066,0.9691110253334045,0.020312784239649773,0.0008135559619404376,0.000813554972410202,0.0008135554962791502,0.0008135550888255239
17,0.0009013407398015261,0.0009013395174406469,0.0009013401577249169,0.0009013416711241007,0.0009013397502712905,0.0009013403323478997,0.0009013398084789515,0.0009013418457470834,0.9873812198638916,0.0009013401577249169,0.0009013399248942733,0.0009013404487632215,0.0009013396338559687,0.0009013405651785433,0.0009013396338559687
18,0.0006604826194234192,0.0006604840164072812,0.0006604826776310802,0.0006604834925383329,0.0006604836089536548,0.0006604835507459939,0.4089943766593933,0.15383557975292206,0.0006604837835766375,0.0006604831432923675,0.4292442500591278,0.0006604829686693847,0.0006604826194234192,0.000660483434330672,0.0006604829104617238
19,0.00041950575541704893,0.00041950575541704893,0.00041950534796342254,0.00041950566810555756,0.0004195055225864053,0.00041950566810555756,0.0004195054934825748,0.0004195065994281322,0.0004195054352749139,0.00041950595914386213,0.0004195055225864053,0.00041950566810555756,0.000419505377067253,0.0004195071815047413,0.9941269159317017
20,0.0006413035443983972,0.0006413042428903282,0.0006413033115677536,0.0006413038354367018,0.0006413032533600926,0.0006413032533600926,0.0006413033115677536,0.0006413034861907363,0.0006413033115677536,0.0006413062801584601,0.0006413033115677536,0.0006413034861907363,0.0006413031951524317,0.0006413033115677536,0.9910217523574829
21,0.001042685704305768,0.0010426848893985152,0.001042685704305768,0.0010426845401525497,0.001042685704305768,0.0010426854714751244,0.0010426848893985152,0.001042684307321906,0.6838324069976807,0.0010426880326122046,0.001042685704305768,0.0010426839580759406,0.0010426845401525497,0.30261269211769104,0.0010426840744912624
22,0.0006475441041402519,0.0006475431728176773,0.00064754334744066,0.0006475436384789646,0.0006475436384789646,0.0006475434056483209,0.0006475437548942864,0.0006475445115938783,0.0006475436384789646,0.3811055123806,0.0006475432310253382,0.6104764938354492,0.0006475442205555737,0.0006475434056483209,0.0006475436966866255
23,0.0005701669142581522,0.32110363245010376,0.0005701667396351695,0.1603904664516449,0.0005701669142581522,0.0005701669724658132,0.0005701668560504913,0.0005701666814275086,0.0005701680784113705,0.0005701666232198477,0.0005701669724658132,0.5116639137268066,0.0005701666814275086,0.0005701667978428304,0.0005701672052964568
24,0.0005378113710321486,0.0005378111964091659,0.9132201075553894,0.0005378114292398095,0.0005378114874474704,0.0005378111964091659,0.0005378112546168268,0.0005378117202781141,0.07978836447000504,0.0005378118949010968,0.0005378111964091659,0.0005378114874474704,0.0005378111964091659,0.0005378113128244877,0.0005378109053708613
25,0.000525294104591012,0.0005252956179901958,0.0005252944538369775,0.0005252942792139947,0.0005252943374216557,0.0005252944538369775,0.0005252943374216557,0.042131517082452774,0.0005252951523289084,0.9510396122932434,0.0005252940463833511,0.0005252939881756902,0.0005252949194982648,0.0005252946866676211,0.0005252943956293166
26,0.0008662829641252756,0.0008662830805405974,0.0008662819163873792,0.0008662823820486665,0.0008662825566716492,0.39178669452667236,0.0008662825566716492,0.4964510500431061,0.10136687010526657,0.000866282673086971,0.0008662836626172066,0.000866283371578902,0.0008662820910103619,0.0008662832551635802,0.0008662819163873792
27,0.0007413716521114111,0.0007413708372041583,0.000741373049095273,0.0007413703133352101,0.0007413712446577847,0.000741371710319072,0.0007413720595650375,0.3259808123111725,0.007601776160299778,0.0007413712446577847,0.5439610481262207,0.0007413708372041583,0.0007413703133352101,0.11430132389068604,0.0007413714192807674
28,0.000490367179736495,0.0004903673543594778,0.0004903672961518168,0.000490367179736495,0.000490368518512696,0.0004903672379441559,0.0004903673543594778,0.0004903673543594778,0.0004903673543594778,0.000490367179736495,0.0004903673543594778,0.0004903671215288341,0.0004903690423816442,0.000490367179736495,0.9931348562240601
29,0.0005130614736117423,0.0005130617646500468,0.0005130614736117423,0.0005130617646500468,0.000513061648234725,0.0005130618228577077,0.0005130617646500468,0.0005130618810653687,0.000513061648234725,0.9928171634674072,0.0005130617646500468,0.0005130624049343169,0.000513061648234725,0.0005130618810653687,0.0005130618228577077
30,0.11390401422977448,0.00038113180198706686,0.0003811313072219491,0.000381132063921541,0.0003811316273640841,0.0003811316273640841,0.01977907493710518,0.0003811315109487623,0.000381132063921541,0.00038113154005259275,0.0003811314527411014,0.00038113168557174504,0.8617432713508606,0.0003811314527411014,0.0003811319184023887
31,0.0006352546624839306,0.0006352544296532869,0.0006352544878609478,0.0006352540221996605,0.0006352550117298961,0.0006352546624839306,0.0006352544878609478,0.000635254371445626,0.06386499851942062,0.9278767108917236,0.0006352546042762697,0.0006352546042762697,0.0006352543132379651,0.0006352541968226433,0.0006352546042762697
32,0.0008336720638908446,0.0008336722967214882,0.0008336712489835918,0.0008336725295521319,0.0008336710743606091,0.0008336715982295573,0.0008336720638908446,0.0008336714236065745,0.0008336713653989136,0.0008336720056831837,0.0008336709579452872,0.0008336712489835918,0.8912211656570435,0.0008336713653989136,0.09794116020202637
33,0.0006736651994287968,0.0006736658979207277,0.0006736658979207277,0.6966147422790527,0.0006736658979207277,0.0006736654904671013,0.0006736654904671013,0.0006736654904671013,0.0006736659561283886,0.0006736654904671013,0.0006736658979207277,0.0006736653740517795,0.2946276068687439,0.0006736668874509633,0.0006736660143360496
34,0.0007666710880585015,0.000766670738812536,0.000766670738812536,0.06477856636047363,0.0007666708552278578,0.0007666711462661624,0.000766670738812536,0.0007666714955121279,0.9252547025680542,0.0007666708552278578,0.0007666710880585015,0.0007666716119274497,0.0007666709134355187,0.0007666709134355187,0.0007666710880585015
35,0.00059020787011832,0.0005902082775719464,0.0005902080447413027,0.0005902076372876763,0.0005902083939872682,0.0005902083357796073,0.0005902084521949291,0.0005902086268179119,0.000590208568610251,0.10319401323795319,0.8891332745552063,0.0005902082775719464,0.0005902083357796073,0.0005902089760638773,0.0005902084521949291
36,0.0005753730656579137,0.0005753729492425919,0.0005753732402808964,0.00057537283282727,0.0005753731820732355,0.8322232365608215,0.0005753732402808964,0.0005753732984885573,0.0005753730074502528,0.000575373531319201,0.000575373531319201,0.0005753736477345228,0.057746339589357376,0.0005753743462264538,0.10312596708536148
37,0.0006233913009054959,0.0006233913591131568,0.991272509098053,0.0006233913591131568,0.0006233917665667832,0.0006233913009054959,0.0006233911844901741,0.0006233913591131568,0.0006233911844901741,0.0006233911844901741,0.0006233916501514614,0.0006233910098671913,0.0006233916501514614,0.0006233913009054959,0.0006233914173208177
38,0.0007409379468299448,0.0007409387035295367,0.9896268844604492,0.0007409377139993012,0.0007409381214529276,0.0007409383542835712,0.0007409382378682494,0.0007409389945678413,0.0007409380050376058,0.0007409393438138068,0.0007409377722069621,0.0007409388199448586,0.0007409381796605885,0.0007409381796605885,0.0007409387035295367
39,0.0006415641400963068,0.0006415635580196977,0.0006415639654733241,0.0006415644311346114,0.45923224091529846,0.0006415638490580022,0.000641564023680985,0.0006415638490580022,0.0006415647803805768,0.0006415633833967149,0.0006415639072656631,0.0006415632669813931,0.5324274897575378,0.0006415629177354276,0.000641563325189054
40,0.0004906291142106056,0.0004906287067569792,0.15425492823123932,0.0004906290560029447,0.000490629521664232,0.000490628823172301,0.0004906291142106056,0.0004906293470412493,0.0004906292306259274,0.823803722858429,0.0004906287067569792,0.000490628881379962,0.0004906302783638239,0.016053831204771996,0.0004906290560029447
41,0.0007251352071762085,0.05182407796382904,0.0007251353235915303,0.0007251347415149212,0.0007251351489685476,0.0007251359638758004,0.000725135556422174,0.0007251356146298349,0.0007251349743455648,0.0007251357310451567,0.0007251353235915303,0.0007251357892528176,0.7546482682228088,0.0007251346833072603,0.18482597172260284
42,0.0006947004003450274,0.0006947004585526884,0.0006947006331756711,0.000694699992891401,0.0006947005749680102,0.34439557790756226,0.0006947010988369584,0.6465733051300049,0.0006947004003450274,0.0006947010406292975,0.0006947002257220447,0.0006947009242139757,0.0006947015062905848,0.0006947008660063148,0.0006947011570446193
43,0.000855367339681834,0.0008553675143048167,0.0008553676307201385,0.000855367339681834,0.0008553672232665122,0.28927090764045715,0.0008553683874197304,0.0008553675143048167,0.0008553674560971558,0.0008553674560971558,0.6996093392372131,0.000855367339681834,0.0008553675143048167,0.000855367339681834,0.0008553701336495578
44,0.0013614337658509612,0.0013614335330203176,0.001361434580758214,0.001361435861326754,0.0013614349300041795,0.0013614339986816049,0.0013614339986816049,0.001361433882266283,0.0013614348135888577,0.0013614342315122485,0.0013614344643428922,0.0013614362105727196,0.001361433882266283,0.0013614342315122485,0.9809399247169495
45,0.001042416668497026,0.0010423775529488921,0.0010423772037029266,0.0010423772037029266,0.9854066371917725,0.0010423768544569612,0.0010423774365335703,0.001042377669364214,0.0010423777857795358,0.0010423773201182485,0.0010423770872876048,0.0010423766216263175,0.0010423779021948576,0.0010423774365335703,0.001042378367856145
46,0.0007252643699757755,0.0007252644863910973,0.0007252643699757755,0.0007252644863910973,0.0007252642535604537,0.0007252644863910973,0.00072526466101408,0.0007252647774294019,0.0007252644863910973,0.00072526466101408,0.5258970856666565,0.0007252655341289937,0.0007252643699757755,0.4646745026111603,0.00072526466101408
47,0.00036055067903362215,0.0003605506499297917,0.0003605505917221308,0.0003605509700719267,0.0003605507081374526,0.00036055079544894397,0.0003605509700719267,0.00036055053351446986,0.0003605505917221308,0.0003605507081374526,0.00036055195960216224,0.9949523210525513,0.0003605505917221308,0.00036055088276043534,0.0003605508536566049
48,0.0006232310552150011,0.0006232309387996793,0.0006232312880456448,0.0006232309387996793,0.0006232315790839493,0.0006232312880456448,0.000623231811914593,0.494393527507782,0.0006232310552150011,0.0006232314626686275,0.000623231113422662,0.0006232316372916102,0.0006232312880456448,0.0006232315208762884,0.49750444293022156
49,0.0006179835763759911,0.0006179831689223647,0.0006179832271300256,0.0006179848569445312,0.0006179840420372784,0.8992998003959656,0.0006179832271300256,0.0006179835181683302,0.000617983634583652,0.0006179834017530084,0.0006179832271300256,0.0006179833435453475,0.0006179831689223647,0.0006179833435453475,0.09266635775566101
50,0.0006118642049841583,0.0006118645542301238,0.0006118639139458537,0.07192402333021164,0.000611864379607141,0.0006118639139458537,0.0006118642049841583,0.0006118639721535146,0.0006118647288531065,0.9201217293739319,0.0006118639139458537,0.000611864379607141,0.0006118639139458537,0.0006118642049841583,0.0006118640303611755
51,0.0010586592834442854,0.9851787686347961,0.0010586587013676763,0.0010586585849523544,0.0010586590506136417,0.001058658817782998,0.0010586587013676763,0.00105866021476686,0.0010586591670289636,0.0010586597491055727,0.0010586587013676763,0.001058658817782998,0.0010586592834442854,0.001058658817782998,0.0010586607968434691
52,0.0006806795136071742,0.0006806799792684615,0.0006806795136071742,0.0006806798628531396,0.472402423620224,0.0006806800374761224,0.5187487602233887,0.0006806798628531396,0.0006806808523833752,0.0006806795136071742,0.0006806806195527315,0.0006806794553995132,0.0006806792225688696,0.0006806792225688696,0.0006806792807765305
53,0.0006011102814227343,0.0006011103978380561,0.10605920851230621,0.0006011114455759525,0.38780415058135986,0.0006011101650074124,0.0006011107470840216,0.0006011099903844297,0.15508624911308289,0.0006011099321767688,0.0006011115037836134,0.0006011103396303952,0.0006011101650074124,0.0006011101650074124,0.3444381654262543
54,0.0008778904448263347,0.0008778906194493175,0.0008778903284110129,0.0008778913179412484,0.0008778905030339956,0.0008778923656791449,0.0008778910269029438,0.0008778905030339956,0.0008778903284110129,0.0008778902119956911,0.7360254526138306,0.0008778910269029438,0.0008778904448263347,0.2525619566440582,0.0008778907358646393
55,0.0007252381183207035,0.0007252382347360253,0.0007252378272823989,0.0007252383511513472,0.0007252382347360253,0.0007252389332279563,0.0007252385257743299,0.35938701033592224,0.0007252378272823989,0.000725238467566669,0.6311849355697632,0.0007252389332279563,0.0007252381183207035,0.0007252382347360253,0.0007252378854900599
56,0.0005251670954748988,0.0005251667462289333,0.0005251688417047262,0.0005251665133982897,0.0005251670954748988,0.000525166979059577,0.0005251665133982897,0.0005251679103821516,0.0005251672118902206,0.0005251670954748988,0.0005251675611361861,0.0005251670372672379,0.8912656903266907,0.1019071638584137,0.0005251672700978816
57,0.0007328994106501341,0.0007328996434807777,0.0007329007494263351,0.0007328997598960996,0.9897394180297852,0.0007328996434807777,0.0007328999927267432,0.0007328999927267432,0.0007328999927267432,0.0007329004583880305,0.0007329004001803696,0.0007328995852731168,0.0007329012150876224,0.0007328997598960996,0.000732902146410197
58,0.0006292547914199531,0.0006292485632002354,0.0006292490288615227,0.0006292484467849135,0.0006292492616921663,0.0006292486214078963,0.0006292484467849135,0.0006292487378232181,0.0006292485632002354,0.991190493106842,0.0006292483885772526,0.0006292490288615227,0.0006292496109381318,0.0006292490870691836,0.0006292494363151491
59,0.0007250269409269094,0.0007250263588503003,0.0007250262424349785,0.0007250254275277257,0.29701560735702515,0.0007250260096043348,0.0007250261842273176,0.0007250267663039267,0.6935589909553528,0.0007250270573422313,0.0007250257767736912,0.0007250255439430475,0.0007250266498886049,0.0007250259513966739,0.0007250264170579612
60,0.0010588235454633832,0.0010588233126327395,0.001058827037923038,0.9393543004989624,0.0010588234290480614,0.001058824360370636,0.0010588244767859578,0.001058825058862567,0.0010588238947093487,0.04688098281621933,0.0010588238947093487,0.0010588241275399923,0.0010588233126327395,0.0010588238947093487,0.0010588233126327395
61,0.0007096403860487044,0.0007096405024640262,0.0007096402696333826,0.0007096415502019227,0.0007096404442563653,0.0007096403860487044,0.0007096405024640262,0.000709640677087009,0.0007096402696333826,0.0007096409099176526,0.0007096402114257216,0.000709641317371279,0.000709641317371279,0.9900650382041931,0.0007096405024640262
62,0.0006175918970257044,0.0006175918388180435,0.0006175925373099744,0.0006175917224027216,0.0006175917224027216,0.6101329922676086,0.0006175917806103826,0.1945990025997162,0.000617592188064009,0.0006175933522172272,0.000617592188064009,0.0006175928865559399,0.0006175923626869917,0.18785689771175385,0.0006175918970257044
63,0.0006066515925340354,0.00060665124328807,0.4857042133808136,0.0006066508358344436,0.0752561092376709,0.0006066514761187136,0.0006066524074412882,0.0006066513014957309,0.0006066510104574263,0.08241312205791473,0.0006066518253646791,0.22321152687072754,0.0006066520581953228,0.12734846770763397,0.0006066513014957309
64,0.00079435168299824,0.0007943515083752573,0.0007943513337522745,0.0007943526725284755,0.0007943520904518664,0.0007943517412059009,0.0007943522068671882,0.00079435168299824,0.0007943513337522745,0.0007943522650748491,0.559329092502594,0.0007943522650748491,0.0007943517412059009,0.4303443729877472,0.0007943513919599354
65,0.0005292177083902061,0.0005292175337672234,0.0005292176501825452,0.0005292176501825452,0.0005292182322591543,0.0005292174755595624,0.0005292177083902061,0.0005292175919748843,0.9925909638404846,0.0005292175919748843,0.0005292174755595624,0.0005292175337672234,0.0005292175337672234,0.0005292175337672234,0.0005292174755595624
66,0.0006063688197173178,0.0006063683540560305,0.0006063689361326396,0.0006063681794330478,0.0006063683540560305,0.0006063698674552143,0.0006063686450943351,0.37380528450012207,0.0006063684122636914,0.0006063686450943351,0.0006063709734007716,0.0006063685286790133,0.0006063694600015879,0.6183119416236877,0.0006063695182092488
67,0.0011707906378433108,0.0011707906378433108,0.23752734065055847,0.001170790521427989,0.001170790521427989,0.0011707900557667017,0.001170791801996529,0.001170790521427989,0.0011707909870892763,0.747252345085144,0.0011707913363352418,0.0011707900557667017,0.0011707934318110347,0.001170791918411851,0.001170791918411851
68,0.0006119359168224037,0.9914329051971436,0.0006119362660683692,0.0006119357421994209,0.0006119358586147428,0.0006119358004070818,0.0006119357421994209,0.00061193568399176,0.0006119358586147428,0.0006119355675764382,0.0006119362078607082,0.0006119359168224037,0.00061193568399176,0.0006119358586147428,0.00061193568399176
69,0.025732319802045822,0.0008235224522650242,0.38678184151649475,0.0008235221030190587,0.0008235229179263115,0.5776035785675049,0.0008235228597186506,0.0008235222776420414,0.0008235226850956678,0.0008235227433033288,0.0008235223940573633,0.0008235221030190587,0.0008235231507569551,0.0008235235000029206,0.0008235221030190587
70,0.0006602798239327967,0.0006602799985557795,0.990756094455719,0.0006602800567634404,0.0006602798239327967,0.0006602806970477104,0.0006602801149711013,0.0006602797657251358,0.0006602799985557795,0.0006602799985557795,0.0006602802313864231,0.0006602798821404576,0.0006602799985557795,0.0006602802313864231,0.000660280289594084
71,0.0004877434694208205,0.0004877439932897687,0.0004877437895629555,0.00048774335300549865,0.2691308259963989,0.08005791902542114,0.0004877437313552946,0.15988004207611084,0.0004877434694208205,0.0004877439059782773,0.03789617121219635,0.4481576681137085,0.0004877446044702083,0.0004877440514974296,0.00048774361493997276
72,0.0005852298927493393,0.07954038679599762,0.000585230125579983,0.0005852298345416784,0.44060632586479187,0.13558156788349152,0.0005852306494489312,0.3378341794013977,0.0005852297181263566,0.000585230765864253,0.0005852305912412703,0.0005852312897332013,0.0005852298927493393,0.0005852312315255404,0.0005852300673723221
73,0.0006121927290223539,0.0006121930200606585,0.0006121924379840493,0.0006121924379840493,0.15515370666980743,0.0006121930782683194,0.0006121925543993711,0.0006121924379840493,0.0006121920887380838,0.0006121927290223539,0.0006121922051534057,0.0006121922051534057,0.8368878364562988,0.0006121924379840493,0.0006121941842138767
74,0.0006601946661248803,0.0006601946661248803,0.0006601946661248803,0.0006601947243325412,0.0006601948407478631,0.0006601947243325412,0.0006601948407478631,0.0006601946661248803,0.0006601947243325412,0.0006601947243325412,0.0006601946079172194,0.0006601946661248803,0.9907572865486145,0.000660194898955524,0.000660194898955524
75,0.0008450599270872772,0.0008450589375570416,0.0008450585883110762,0.0008450582972727716,0.0008450584718957543,0.4919443726539612,0.0008450596942566335,0.00084506074199453,0.4970698654651642,0.0008450582972727716,0.0008450601017102599,0.0008450592285953462,0.0008450579480268061,0.0008450616151094437,0.0008450596360489726
76,0.0005337895127013326,0.0005337888142094016,0.0005337886395864189,0.13573266565799713,0.593585193157196,0.0005337902694009244,0.0005337888142094016,0.0005337891634553671,0.0005337888142094016,0.0005337887560017407,0.0005337902111932635,0.2642766535282135,0.0005337886977940798,0.0005337891634553671,0.0005337891052477062
77,0.0003767807502299547,0.00037678066291846335,0.0003767803718801588,0.8607368469238281,0.0003767804882954806,0.0003767810994759202,0.00037678066291846335,0.00037678045919165015,0.0003767803427763283,0.00037678045919165015,0.00037678092485293746,0.0003767810412682593,0.00037678045919165015,0.13436496257781982,0.0003767807502299547
78,0.0007846687221899629,0.0007846688968129456,0.0007846684893593192,0.0007846688386052847,0.0007846687221899629,0.0007846683147363365,0.0007846681983210146,0.000784668663982302,0.0007846685475669801,0.0007846685475669801,0.000784668663982302,0.0007846681983210146,0.9890146255493164,0.0007846690714359283,0.0007846681983210146
79,0.000629231333732605,0.000629232672508806,0.0006292315083555877,0.0006292315083555877,0.0006292313919402659,0.0006292313919402659,0.0006292313919402659,0.0006292337202467024,0.015631161630153656,0.4073830246925354,0.0006292310426943004,0.0006292320322245359,0.5694350004196167,0.0006292315665632486,0.000629231974016875
80,0.0003206651017535478,0.0003206651599612087,0.00032066518906503916,0.4147017300128937,0.0003206650435458869,0.00032066565472632647,0.0003206654801033437,0.0003206653636880219,0.00032066513085737824,0.00032066527637653053,0.0003206652181688696,0.5811296701431274,0.0003206651017535478,0.00032066527637653053,0.0003206651017535478
81,0.0006604974041692913,0.0006604976952075958,0.0006604988593608141,0.0006604980444535613,0.0006604985101148486,0.0006604972877539694,0.0006604974041692913,0.0006604974041692913,0.0006604985101148486,0.0006604973459616303,0.0006604980444535613,0.0006604973459616303,0.0006604979862459004,0.9907530546188354,0.000660498277284205
82,0.0009956135181710124,0.0009956145659089088,0.0009956127032637596,0.0009956135181710124,0.0009956135181710124,0.0009956145659089088,0.0009956143330782652,0.0009956138674169779,0.0009956134017556906,0.9860613942146301,0.0009956166613847017,0.0009956138674169779,0.0009956127032637596,0.0009956143330782652,0.000995613052509725
83,0.0006873938837088645,0.0006873939419165254,0.0006873937672935426,0.0006873937672935426,0.0006873938837088645,0.0006873939419165254,0.0006873941165395081,0.0006873938837088645,0.0006873938837088645,0.0006873938837088645,0.9903764724731445,0.0006873939419165254,0.0006873938837088645,0.0006873939419165254,0.0006873938837088645
84,0.0006177918985486031,0.0006177918985486031,0.18503239750862122,0.0006177916075102985,0.0006177917821332812,0.0006177915493026376,0.000617791956756264,0.21215230226516724,0.0006177922477945685,0.24839738011360168,0.0006177918403409421,0.0006177918403409421,0.0006177918985486031,0.34762221574783325,0.0006177917821332812
85,0.0006351196789182723,0.9911083579063416,0.000635119853541255,0.0006351192714646459,0.0006351202609948814,0.0006351193878799677,0.0006351194460876286,0.0006351194460876286,0.0006351213669404387,0.0006351195625029504,0.0006351197371259332,0.0006351193296723068,0.0006351200281642377,0.0006351190386340022,0.000635119853541255
86,0.0004904818488284945,0.0004904818488284945,0.0004904811503365636,0.0004904814413748682,0.0004904814995825291,0.0004904816742055118,0.0004904819070361555,0.0004904813831672072,0.9931332468986511,0.0004904814995825291,0.0004904827801510692,0.00049048155779019,0.0004904816159978509,0.0004904813249595463,0.0004904818488284945
87,0.0006810495397076011,0.0006810500053688884,0.15526904165744781,0.40131711959838867,0.0006810505292378366,0.0006810497725382447,0.0006810497725382447,0.0006810494814999402,0.0006810503546148539,0.000681049597915262,0.15243777632713318,0.000681049597915262,0.0006810499471612275,0.0006810498307459056,0.283484548330307
88,0.0008045530412346125,0.3337525427341461,0.0008045536815188825,0.0008045526337809861,0.0008045543218031526,0.07267637550830841,0.0008045532158575952,0.000804553332272917,0.0008045533904805779,0.0008045529830269516,0.0008045528666116297,0.0008045529830269516,0.583916425704956,0.0008045529830269516,0.0008045535068958998
89,0.0007493113516829908,0.0007493109442293644,0.0007493112934753299,0.000749311177060008,0.000749311177060008,0.0007493111188523471,0.0007493111188523471,0.0007493144366890192,0.0007493115845136344,0.989509642124176,0.0007493107696063817,0.0007493113516829908,0.0007493114098906517,0.0007493111188523471,0.000749311177060008
90,0.983903169631958,0.0011497760424390435,0.0011497742962092161,0.0011497741797938943,0.0011497747618705034,0.0011497741797938943,0.001149774994701147,0.0011497748782858253,0.001149775111116469,0.0011497746454551816,0.0011497742962092161,0.0011497746454551816,0.0011497742962092161,0.0011497745290398598,0.001149774412624538
91,0.0006804247386753559,0.0006804246222600341,0.0006804247386753559,0.0006804248550906777,0.0006804249715059996,0.0006804250879213214,0.0006804248550906777,0.9904740452766418,0.0006804249132983387,0.0006804247386753559,0.0006804247386753559,0.0006804254371672869,0.0006804251461289823,0.0006804250879213214,0.0006804247386753559
92,0.0012583673233166337,0.0012583679053932428,0.0012583675561472774,0.5711455345153809,0.0012583686038851738,0.0012583673233166337,0.0012583680218085647,0.001258367788977921,0.0012583679053932428,0.0012583683710545301,0.0012583680218085647,0.0012583672069013119,0.4124956727027893,0.0012583682546392083,0.0012583676725625992
