,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30
0,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.9217111468315125,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.06003362685441971,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.00029004403040744364,0.01042404118925333
1,0.00021382047270890325,0.00021382047270890325,0.00021382047270890325,0.00021382047270890325,0.00021382047270890325,0.3536313474178314,0.00021382047270890325,0.00021382047270890325,0.033973999321460724,0.00021382047270890325,0.00021382047270890325,0.00021382047270890325,0.00021382047270890325,0.00021382047270890325,0.4277248978614807,0.00021382047270890325,0.00021382047270890325,0.00021382047270890325,0.00021382047270890325,0.00021382047270890325,0.00021382047270890325,0.00021382047270890325,0.00021382047270890325,0.00021382047270890325,0.00021382047270890325,0.00021382047270890325,0.14203180372714996,0.03729242831468582,0.00021382047270890325,0.00021382047270890325
2,0.0004333841789048165,0.0004333841789048165,0.14106689393520355,0.0004333841789048165,0.050383638590574265,0.0004333841789048165,0.0004333841789048165,0.0004333841789048165,0.0004333841789048165,0.0004333841789048165,0.0004333841789048165,0.0004333841789048165,0.0004333841789048165,0.0004333841789048165,0.0004333841789048165,0.0004333841789048165,0.4089168608188629,0.0004333841789048165,0.0004333841789048165,0.0004333841789048165,0.09248131513595581,0.0004333841789048165,0.0004333841789048165,0.0004333841789048165,0.0004333841789048165,0.0004333841789048165,0.29631665349006653,0.0004333841789048165,0.0004333841789048165,0.0004333841789048165
3,0.0003175686579197645,0.601995587348938,0.0003175686579197645,0.0003175686579197645,0.0003175686579197645,0.0003175686579197645,0.0003175686579197645,0.0003175686579197645,0.19575124979019165,0.0003175686579197645,0.0003175686579197645,0.0003175686579197645,0.0003175686579197645,0.0003175686579197645,0.0003175686579197645,0.0003175686579197645,0.0003175686579197645,0.0003175686579197645,0.0003175686579197645,0.0003175686579197645,0.0003175686579197645,0.08442588150501251,0.0003175686579197645,0.0003175686579197645,0.0003175686579197645,0.0003175686579197645,0.0003175686579197645,0.0003175686579197645,0.10957048088312149,0.0003175686579197645
4,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.9938021898269653,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763,0.00021371847833506763
5,0.00027121842140331864,0.00027121842140331864,0.00027121842140331864,0.15511314570903778,0.00027121842140331864,0.00027121842140331864,0.00027121842140331864,0.00027121842140331864,0.15271827578544617,0.00027121842140331864,0.00027121842140331864,0.00027121842140331864,0.2723933458328247,0.00027121842140331864,0.00027121842140331864,0.00027121842140331864,0.1457294225692749,0.10236930847167969,0.00027121842140331864,0.00027121842140331864,0.00027121842140331864,0.00027121842140331864,0.00027121842140331864,0.00027121842140331864,0.00027121842140331864,0.00027121842140331864,0.00027121842140331864,0.00027121842140331864,0.00027121842140331864,0.16516724228858948
6,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.06595157831907272,0.0002825838455464691,0.9261360764503479,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691,0.0002825838455464691
7,0.9851230978965759,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456,0.0005129966884851456
8,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.2731300890445709,0.31278717517852783,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.39708802103996277,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448,0.0006294339546002448
9,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.9874430894851685,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719,0.0004329964576754719
