,0
365,42
366,42
367,32
368,2
369,8
370,17
371,42
372,23
373,24
374,30
375,4
376,31
377,26
378,4
379,44
380,45
381,8
382,8
383,49
384,1
385,41
386,16
387,48
388,49
389,11
390,23
391,26
392,6
393,3
394,37
395,4
396,18
397,48
398,6
399,6
400,31
401,6
402,1
403,37
404,37
405,12
406,24
407,12
408,3
409,45
410,37
411,1
412,25
413,12
414,0
415,39
416,12
417,46
418,39
419,7
420,23
421,23
422,23
423,2
424,42
425,42
426,42
427,10
428,28
429,23
430,27
431,13
432,37
433,44
434,47
435,37
436,37
437,38
438,16
439,9
440,32
441,20
442,16
443,25
444,35
445,23
446,9
447,4
448,12
449,20
450,39
451,31
452,21
453,20
454,42
455,0
456,20
457,16
458,33
459,22
460,35
461,38
462,48
463,23
464,27
465,17
466,45
467,15
468,26
469,25
470,37
471,3
472,8
473,27
474,17
475,7
476,37
477,12
478,46
479,17
480,41
481,48
482,19
483,39
484,19
485,11
486,8
487,3
488,8
489,48
490,39
491,48
492,31
493,24
494,35
495,38
496,3
497,41
498,48
499,8
500,42
501,8
502,35
503,13
504,40
505,2
506,11
507,24
508,8
509,30
510,39
511,46
512,36
513,46
514,8
515,44
516,2
517,26
518,36
519,23
520,2
521,23
522,0
523,26
524,14
525,40
526,12
527,7
528,38
529,41
530,12
531,43
532,3
533,8
534,42
535,40
536,8
537,25
538,42
539,35
540,13
541,43
542,19
543,36
544,8
545,36
546,29
547,5
548,25
549,0
550,12
551,41
552,11
553,24
554,41
555,27
556,8
557,20
558,2
559,8
560,16
561,43
562,41
563,25
564,8
565,37
566,5
567,18
568,2
569,27
570,27
571,17
572,29
573,46
574,19
575,6
576,14
577,41
578,11
579,42
580,48
581,3
582,1
583,7
584,36
585,6
586,19
587,38
588,10
589,31
590,48
591,14
592,8
593,7
594,7
595,12
596,8
597,12
598,41
599,32
600,23
601,43
602,30
603,30
604,35
605,43
606,30
607,31
608,25
609,40
610,35
611,24
612,20
613,11
614,7
615,26
616,38
617,18
618,2
619,34
620,36
621,41
622,45
623,11
624,48
625,13
626,45
627,24
628,2
629,8
630,36
631,1
632,17
633,10
634,32
635,40
636,11
637,6
638,27
639,27
640,17
641,42
642,23
643,7
644,29
645,42
646,0
647,18
648,7
649,7
650,30
651,49
652,43
653,14
654,14
655,28
656,10
657,37
658,42
659,42
660,35
661,28
662,10
663,32
664,41
665,41
666,1
667,32
668,16
669,40
670,42
671,33
672,40
673,38
674,23
675,42
676,25
677,1
678,49
679,8
680,8
681,26
682,39
683,17
684,28
685,9
686,19
687,31
688,48
689,16
690,12
691,29
692,23
693,38
694,36
695,5
696,2
697,29
698,37
699,23
700,28
701,19
702,5
703,14
704,7
705,7
706,4
707,26
708,3
709,42
710,48
711,10
712,19
713,34
714,6
715,47
716,18
717,12
718,36
719,41
720,21
721,29
722,30
723,39
724,24
725,23
726,24
727,32
728,24
729,42
730,38
731,20
732,17
733,6
734,10
735,7
736,1
737,32
738,26
739,6
740,31
741,47
742,14
743,12
744,5
745,2
746,1
747,10
748,42
749,42
750,10
751,9
752,8
753,39
754,2
755,10
756,48
757,7
758,29
759,38
760,46
761,46
762,0
763,42
764,36
765,8
766,40
767,11
768,43
769,23
770,29
771,14
772,44
773,33
774,35
775,39
776,6
777,48
778,12
779,12
780,33
781,31
782,32
783,24
784,31
785,6
786,25
787,2
788,4
789,40
790,9
791,10
792,10
793,23
794,25
795,6
796,30
797,29
798,48
799,42
800,2
801,45
802,27
803,2
804,47
805,38
806,47
807,47
808,36
809,2
810,19
811,37
812,25
813,42
814,10
815,6
816,8
817,42
818,42
819,33
820,12
821,12
822,10
823,32
824,32
825,8
826,30
827,41
828,33
829,1
830,24
831,24
832,35
833,49
834,42
835,22
836,45
837,2
838,8
839,41
840,16
841,2
842,19
843,27
844,26
845,23
846,31
847,26
848,24
849,36
850,45
851,42
852,48
853,27
854,4
855,42
856,27
857,10
858,46
859,14
860,9
861,38
862,35
863,10
864,24
865,23
866,37
867,14
868,0
869,23
870,1
871,5
872,36
873,42
874,31
875,12
876,33
877,39
878,46
879,10
880,25
881,45
882,22
883,6
884,27
885,6
886,26
887,27
888,10
889,8
890,24
891,14
892,23
893,24
894,0
895,21
896,37
897,19
898,36
899,13
900,14
901,42
902,42
903,11
904,11
905,48
906,9
907,3
908,8
909,36
910,16
911,0
912,40
913,49
914,31
915,10
916,19
917,31
918,49
919,23
920,6
921,40
922,39
923,12
924,26
925,14
926,10
927,41
928,28
929,38
930,27
931,34
932,48
933,19
934,46
935,0
936,21
937,20
938,7
939,31
940,35
941,4
942,20
943,7
944,22
945,10
946,3
947,14
948,35
949,36
950,45
951,47
952,45
953,14
954,14
955,23
956,42
957,44
958,15
959,38
960,43
961,15
962,10
963,40
964,2
965,8
966,41
967,43
968,41
969,41
970,44
971,37
972,47
973,46
974,44
975,16
976,3
977,2
978,8
979,41
980,14
981,22
982,22
983,15
984,28
985,7
986,17
987,7
988,14
989,46
990,14
991,3
992,14
993,19
994,1
995,49
996,31
997,1
998,7
999,46
1000,31
1001,28
1002,2
1003,30
1004,20
1005,2
1006,45
1007,25
1008,5
1009,10
1010,11
1011,42
1012,24
1013,0
1014,20
1015,47
1016,1
1017,41
1018,45
1019,7
1020,36
1021,36
1022,5
1023,12
1024,12
1025,43
1026,37
1027,38
1028,43
1029,14
1030,29
1031,3
1032,48
1033,12
1034,24
1035,38
1036,32
1037,38
1038,33
1039,5
1040,2
1041,11
1042,42
1043,5
1044,2
1045,24
1046,1
1047,35
1048,10
1049,7
1050,31
1051,43
1052,36
1053,38
1054,1
1055,41
1056,10
1057,3
1058,38
1059,30
1060,41
1061,6
1062,26
1063,12
1064,45
1065,33
1066,34
1067,25
1068,27
1069,40
1070,46
1071,30
1072,38
1073,24
1074,38
1075,42
1076,17
1077,48
1078,47
1079,46
1080,49
1081,0
1082,10
1083,38
1084,1
1085,26
1086,43
1087,8
1088,31
1089,36
1090,42
1091,19
1092,11
1093,43
1094,36
1095,42
1096,41
1097,19
1098,29
1099,44
1100,20
1101,48
1102,48
1103,38
1104,30
1105,2
1106,31
1107,12
1108,38
1109,2
1110,30
1111,47
1112,34
1113,26
1114,41
1115,47
1116,6
1117,6
1118,19
1119,14
1120,49
1121,10
1122,42
1123,46
1124,14
1125,18
1126,42
1127,8
1128,8
1129,8
1130,16
1131,28
1132,14
1133,36
1134,11
1135,42
1136,47
1137,8
1138,6
1139,10
1140,34
1141,8
1142,39
1143,24
1144,38
1145,42
1146,49
1147,28
1148,32
1149,22
1150,13
1151,36
1152,29
1153,16
1154,1
1155,38
1156,39
1157,38
1158,36
1159,49
1160,49
1161,15
1162,15
1163,33
1164,15
1165,15
1166,28
1167,10
1168,21
1169,38
1170,0
1171,29
1172,26
1173,13
1174,27
1175,29
1176,2
1177,16
1178,3
1179,20
1180,10
1181,36
1182,47
1183,9
1184,33
1185,10
1186,6
1187,49
1188,24
1189,45
1190,49
1191,49
1192,10
1193,0
1194,0
1195,7
1196,43
1197,0
1198,34
1199,16
1200,16
1201,1
1202,15
1203,8
1204,43
1205,43
1206,20
1207,36
1208,24
1209,3
1210,11
1211,3
1212,43
1213,37
1214,13
1215,13
1216,2
1217,31
1218,30
1219,6
1220,44
1221,19
1222,1
1223,23
1224,47
1225,2
1226,31
1227,26
1228,24
1229,42
1230,21
1231,42
1232,10
1233,45
1234,45
1235,41
1236,48
1237,46
1238,28
1239,4
1240,27
1241,2
1242,46
1243,24
1244,8
1245,13
1246,24
1247,30
1248,42
1249,7
1250,42
1251,0
1252,0
1253,37
1254,13
1255,10
1256,7
1257,12
1258,23
1259,20
1260,17
1261,27
1262,17
1263,27
1264,16
1265,35
1266,18
1267,24
1268,38
1269,5
1270,26
1271,48
1272,42
1273,24
1274,34
1275,17
1276,2
1277,26
1278,14
1279,33
1280,21
1281,24
1282,43
1283,46
1284,48
1285,48
1286,3
1287,31
1288,7
1289,46
1290,10
1291,36
1292,3
1293,42
1294,42
1295,42
1296,42
1297,24
1298,46
1299,41
1300,33
1301,41
1302,23
1303,30
1304,14
1305,35
1306,37
1307,42
1308,12
1309,3
1310,32
1311,30
1312,42
1313,12
1314,2
1315,38
1316,14
1317,30
1318,19
1319,14
1320,28
1321,12
1322,21
1323,38
1324,41
1325,27
1326,2
1327,8
1328,29
1329,0
1330,17
1331,37
1332,16
1333,29
1334,33
1335,3
1336,23
1337,14
1338,7
1339,29
1340,0
1341,33
1342,12
1343,36
1344,39
1345,30
1346,30
1347,41
1348,28
1349,4
1350,12
1351,11
1352,42
1353,38
1354,19
1355,12
1356,11
1357,11
1358,25
1359,31
1360,48
1361,1
1362,11
1363,3
1364,24
1365,0
1366,19
1367,31
1368,1
1369,29
1370,43
1371,48
1372,23
1373,12
1374,10
1375,12
1376,13
1377,35
1378,13
1379,43
1380,23
1381,43
1382,43
1383,4
1384,17
1385,21
1386,12
1387,39
1388,10
1389,28
1390,48
1391,16
1392,8
1393,33
1394,2
1395,30
1396,5
1397,6
1398,47
1399,36
1400,23
1401,2
1402,7
1403,16
1404,44
1405,6
1406,30
1407,1
1408,25
1409,16
1410,0
1411,0
1412,4
1413,1
1414,10
1415,31
1416,35
1417,28
1418,11
1419,35
1420,23
1421,26
1422,6
1423,43
1424,11
1425,49
1426,15
1427,9
1428,16
1429,46
1430,1
1431,0
1432,42
1433,7
1434,27
1435,48
1436,19
1437,42
1438,14
1439,18
1440,36
1441,45
1442,24
1443,42
1444,42
1445,8
1446,37
1447,33
1448,35
1449,43
1450,42
1451,42
1452,30
1453,33
1454,12
1455,48
1456,12
1457,41
1458,1
1459,25
1460,30
1461,31
1462,2
1463,32
1464,18
1465,45
1466,45
1467,25
1468,37
1469,47
1470,49
1471,7
1472,12
1473,49
1474,45
1475,2
1476,7
1477,31
1478,26
1479,25
1480,42
1481,3
1482,7
1483,31
1484,19
1485,6
1486,19
1487,17
1488,46
1489,22
1490,42
1491,11
1492,38
1493,38
1494,5
1495,20
1496,20
1497,28
1498,26
1499,43
1500,29
1501,42
1502,25
1503,41
1504,12
1505,2
1506,41
1507,2
1508,31
1509,24
1510,10
1511,12
1512,8
1513,42
1514,24
1515,7
1516,0
1517,0
1518,17
1519,41
1520,29
1521,17
1522,42
1523,24
1524,13
1525,44
1526,32
1527,41
1528,32
1529,14
1530,34
1531,36
1532,16
1533,38
1534,11
1535,30
1536,3
1537,42
1538,0
1539,42
1540,24
1541,42
1542,42
1543,31
1544,21
1545,31
1546,38
1547,20
1548,45
1549,34
1550,41
1551,41
1552,48
1553,12
1554,32
1555,34
1556,12
1557,48
1558,19
1559,10
1560,48
1561,39
1562,42
1563,30
1564,4
1565,1
1566,17
1567,17
1568,19
1569,34
1570,26
1571,49
1572,3
1573,48
1574,41
1575,41
1576,43
1577,17
1578,47
1579,30
1580,0
1581,26
1582,14
1583,35
1584,12
1585,8
1586,14
1587,42
1588,38
1589,38
1590,29
1591,41
1592,42
1593,0
1594,19
1595,12
1596,12
1597,34
1598,42
1599,6
1600,41
1601,45
1602,7
1603,39
1604,12
1605,3
1606,3
1607,10
1608,6
1609,19
1610,3
1611,26
1612,16
1613,16
1614,32
1615,45
1616,27
1617,24
1618,14
1619,20
1620,24
1621,26
1622,10
1623,36
1624,26
1625,4
1626,29
1627,29
1628,15
1629,4
1630,42
1631,31
1632,45
1633,40
1634,25
1635,6
1636,26
1637,39
1638,36
1639,45
1640,26
1641,22
1642,47
1643,11
1644,12
1645,21
1646,43
1647,20
1648,6
1649,6
1650,40
1651,43
1652,8
1653,8
1654,1
1655,30
1656,43
1657,41
1658,42
1659,0
1660,17
1661,46
1662,22
1663,36
1664,10
1665,11
1666,11
1667,28
1668,13
1669,12
1670,41
1671,41
1672,41
1673,12
1674,28
1675,35
1676,31
1677,38
1678,3
1679,30
1680,25
1681,11
1682,8
1683,17
1684,14
1685,21
1686,42
1687,31
1688,38
1689,12
1690,46
1691,31
1692,11
1693,29
1694,42
1695,33
1696,20
1697,7
1698,26
1699,15
1700,41
1701,45
1702,8
1703,12
1704,19
1705,43
1706,3
1707,29
1708,41
1709,46
1710,7
1711,11
1712,14
1713,47
1714,36
1715,21
1716,41
1717,4
1718,20
1719,31
1720,6
1721,6
1722,3
1723,2
1724,10
1725,22
1726,31
1727,36
1728,47
1729,25
1730,10
1731,45
1732,3
1733,42
1734,3
1735,46
1736,37
1737,8
1738,27
1739,35
1740,6
1741,1
1742,25
1743,9
1744,42
1745,45
1746,12
1747,43
1748,1
1749,41
1750,7
1751,37
1752,38
1753,30
1754,41
1755,18
1756,16
1757,21
1758,30
1759,42
1760,20
1761,42
1762,24
1763,38
1764,31
1765,13
1766,49
1767,36
1768,8
1769,8
1770,32
1771,20
1772,2
1773,41
1774,34
1775,39
1776,9
1777,20
1778,20
1779,6
1780,19
1781,49
1782,49
1783,49
1784,31
1785,8
1786,21
1787,13
1788,24
1789,35
1790,18
1791,2
1792,34
1793,39
1794,9
1795,10
1796,36
1797,34
1798,16
1799,23
1800,16
1801,36
1802,0
1803,46
1804,17
1805,21
1806,29
1807,35
1808,12
1809,31
1810,16
1811,42
1812,26
1813,42
1814,8
1815,2
1816,36
1817,23
1818,26
1819,1
1820,24
1821,25
1822,37
1823,38
1824,30
1825,35
1826,21
1827,35
1828,44
1829,34
1830,4
1831,13
1832,0
1833,24
1834,20
1835,49
1836,39
1837,38
1838,8
1839,13
1840,45
1841,6
1842,8
1843,8
1844,6
1845,23
1846,36
1847,41
1848,42
1849,11
1850,5
1851,14
1852,46
1853,33
1854,8
1855,27
1856,21
1857,27
1858,37
1859,17
1860,42
1861,42
1862,26
1863,2
1864,1
1865,14
1866,20
1867,42
1868,35
1869,8
1870,36
1871,8
1872,12
1873,2
1874,36
1875,44
1876,17
1877,27
1878,0
1879,8
1880,23
1881,45
1882,12
1883,47
1884,37
1885,35
1886,48
1887,29
1888,17
1889,18
1890,24
1891,14
1892,8
1893,29
1894,33
1895,42
1896,48
1897,29
1898,8
1899,42
1900,28
1901,30
1902,17
1903,27
1904,42
1905,27
1906,27
1907,27
1908,0
1909,33
1910,1
1911,10
1912,16
1913,11
1914,48
1915,8
1916,28
1917,39
1918,12
1919,2
1920,5
1921,35
1922,3
1923,11
1924,42
1925,3
1926,34
1927,46
1928,46
1929,33
1930,43
1931,33
1932,15
1933,15
1934,41
1935,25
1936,30
1937,19
1938,41
1939,41
1940,41
1941,30
1942,28
1943,41
1944,12
1945,30
1946,4
1947,25
1948,1
1949,8
1950,20
1951,43
1952,22
1953,43
1954,37
1955,42
1956,38
1957,48
1958,6
1959,17
1960,48
1961,14
1962,0
1963,6
1964,19
1965,8
1966,24
1967,3
1968,8
1969,10
1970,2
1971,10
1972,38
1973,49
1974,14
1975,18
1976,8
1977,8
1978,6
1979,3
1980,28
1981,26
1982,28
1983,43
1984,12
1985,45
1986,8
1987,37
1988,2
1989,0
1990,1
1991,35
1992,27
1993,46
1994,19
1995,7
1996,7
1997,33
1998,30
1999,30
2000,23
2001,23
2002,36
2003,44
2004,19
2005,8
2006,32
2007,35
2008,13
2009,35
2010,42
2011,32
2012,28
2013,22
2014,42
2015,4
2016,16
2017,16
2018,16
2019,12
2020,16
2021,12
2022,9
2023,15
2024,16
2025,37
2026,3
2027,49
2028,5
2029,36
2030,20
2031,36
2032,26
2033,12
2034,37
2035,1
2036,21
2037,35
2038,16
2039,35
2040,25
2041,28
2042,34
2043,45
2044,0
2045,25
2046,46
2047,38
2048,8
2049,45
2050,31
2051,38
2052,6
2053,31
2054,4
2055,35
2056,46
2057,36
2058,42
2059,11
2060,23
2061,29
2062,3
2063,31
2064,29
2065,42
2066,29
2067,7
2068,48
2069,32
2070,4
2071,41
2072,9
2073,5
2074,36
2075,36
2076,36
2077,16
2078,16
2079,7
2080,7
2081,24
2082,29
2083,43
2084,16
2085,43
2086,43
2087,4
2088,44
2089,29
2090,16
2091,39
2092,43
2093,19
2094,15
2095,26
2096,43
2097,24
2098,3
2099,38
2100,33
2101,47
2102,43
2103,0
2104,49
2105,49
2106,33
2107,35
2108,36
2109,12
2110,18
2111,14
2112,46
2113,12
2114,8
2115,43
2116,8
2117,48
2118,2
2119,8
2120,12
2121,48
2122,16
2123,42
2124,19
2125,3
2126,31
2127,41
2128,19
2129,35
2130,43
2131,25
2132,40
2133,44
2134,30
2135,45
2136,31
2137,37
2138,23
2139,29
2140,26
2141,44
2142,29
2143,31
2144,29
2145,29
2146,35
2147,43
2148,4
2149,31
2150,8
2151,37
2152,33
2153,35
2154,39
2155,0
2156,14
2157,49
2158,27
2159,19
2160,28
2161,20
2162,3
2163,27
2164,11
2165,11
2166,21
2167,19
2168,34
2169,40
2170,3
2171,7
2172,7
2173,43
2174,30
2175,31
2176,31
2177,10
2178,27
2179,27
2180,10
2181,0
2182,45
2183,29
2184,9
2185,17
2186,22
2187,17
2188,10
2189,28
2190,37
2191,10
2192,42
2193,26
2194,46
2195,4
2196,6
2197,8
2198,19
2199,12
2200,29
2201,36
2202,47
2203,17
2204,46
2205,34
2206,46
2207,19
2208,11
2209,40
2210,25
2211,47
2212,13
2213,24
2214,38
2215,24
2216,15
2217,28
2218,41
2219,28
2220,45
2221,40
2222,37
2223,42
2224,3
2225,12
2226,2
2227,0
2228,6
2229,49
2230,35
2231,22
2232,49
2233,10
2234,30
2235,11
2236,45
2237,9
2238,23
2239,29
2240,35
2241,18
2242,29
2243,38
2244,27
2245,23
2246,27
2247,34
2248,19
2249,35
2250,21
2251,2
2252,37
2253,33
2254,43
2255,17
2256,1
2257,38
2258,12
2259,12
2260,39
2261,48
2262,0
2263,3
2264,3
2265,14
2266,24
2267,45
2268,42
2269,29
2270,33
2271,47
2272,35
2273,19
2274,0
2275,14
2276,5
2277,30
2278,20
2279,28
2280,9
2281,38
2282,2
2283,21
2284,29
2285,8
2286,20
2287,48
2288,2
2289,30
2290,46
2291,49
2292,2
2293,5
2294,47
2295,8
2296,11
2297,29
2298,16
2299,36
2300,47
2301,37
2302,38
2303,43
2304,45
2305,45
2306,42
2307,42
2308,39
2309,48
2310,23
2311,33
2312,2
2313,43
2314,38
2315,20
2316,42
2317,43
2318,14
2319,37
2320,26
2321,9
2322,45
2323,18
2324,26
2325,24
2326,42
2327,43
2328,35
2329,25
2330,48
2331,47
2332,19
2333,10
2334,39
2335,9
2336,18
2337,32
2338,33
2339,11
2340,43
2341,43
2342,16
2343,42
2344,0
2345,37
2346,36
2347,36
2348,24
2349,19
2350,45
2351,36
2352,40
2353,5
2354,17
2355,23
2356,33
2357,17
2358,35
2359,41
2360,47
2361,45
2362,41
2363,16
2364,13
2365,6
2366,36
2367,0
2368,38
2369,35
2370,14
2371,29
2372,33
2373,4
2374,38
2375,14
2376,30
2377,42
2378,37
2379,16
2380,35
2381,11
2382,12
2383,19
2384,6
2385,14
2386,10
2387,19
2388,9
2389,5
2390,0
2391,0
2392,44
2393,11
2394,18
2395,12
2396,33
2397,46
2398,40
2399,8
2400,48
2401,28
2402,26
2403,3
2404,38
2405,45
2406,45
2407,17
2408,37
2409,0
2410,22
2411,31
2412,41
2413,31
2414,29
2415,12
2416,1
2417,21
2418,8
2419,29
2420,12
2421,26
2422,34
2423,43
2424,27
2425,45
2426,46
2427,19
2428,33
2429,39
2430,12
2431,36
2432,41
2433,11
2434,3
2435,3
2436,44
2437,2
2438,29
2439,41
2440,47
2441,11
2442,47
2443,43
2444,42
2445,33
2446,24
2447,6
2448,24
2449,44
2450,35
2451,2
2452,47
2453,42
2454,4
2455,12
2456,34
2457,10
2458,47
2459,47
2460,23
2461,26
2462,8
2463,42
2464,8
2465,4
2466,41
2467,35
2468,45
2469,12
2470,34
2471,5
2472,42
2473,2
2474,34
2475,11
2476,26
2477,2
2478,18
2479,32
2480,48
2481,46
2482,8
2483,12
2484,17
2485,35
2486,29
2487,33
2488,43
2489,23
2490,0
2491,29
2492,42
2493,42
2494,23
2495,41
2496,26
2497,38
2498,41
2499,17
2500,37
2501,41
2502,12
2503,27
2504,3
2505,35
2506,22
2507,25
2508,16
2509,32
2510,42
2511,29
2512,21
2513,41
2514,4
2515,8
2516,17
2517,33
2518,1
2519,42
2520,42
2521,26
2522,38
2523,42
2524,41
2525,16
2526,49
2527,32
2528,20
2529,16
2530,16
2531,35
2532,34
2533,27
2534,34
2535,0
2536,42
2537,29
2538,17
2539,17
2540,1
2541,42
2542,19
2543,41
2544,26
2545,7
2546,9
2547,35
2548,48
2549,19
2550,26
2551,33
2552,48
2553,3
2554,6
2555,3
2556,3
2557,37
2558,3
2559,29
2560,36
2561,18
2562,39
2563,4
2564,35
2565,31
2566,16
2567,33
2568,12
2569,19
2570,48
2571,48
2572,2
2573,24
2574,31
2575,7
2576,25
2577,20
2578,3
2579,27
2580,18
2581,41
2582,39
2583,36
2584,39
2585,48
2586,42
2587,24
2588,10
2589,42
2590,18
2591,17
2592,8
2593,16
2594,7
2595,42
2596,35
2597,7
2598,42
2599,12
2600,23
2601,42
2602,38
2603,42
2604,16
2605,42
2606,42
2607,30
2608,42
2609,29
2610,20
2611,38
2612,15
2613,24
2614,16
2615,2
2616,7
2617,19
2618,17
2619,20
2620,35
2621,23
2622,25
2623,33
2624,17
2625,10
2626,42
2627,45
2628,42
2629,38
2630,6
2631,10
2632,11
2633,2
2634,14
2635,29
2636,2
2637,49
2638,41
2639,17
2640,27
2641,17
2642,27
2643,45
2644,21
2645,9
2646,10
2647,32
2648,29
2649,20
2650,47
2651,7
2652,25
2653,36
2654,42
2655,28
2656,0
2657,17
2658,41
2659,0
2660,26
2661,38
2662,42
2663,11
2664,12
2665,9
2666,36
2667,19
2668,45
2669,3
2670,11
2671,8
2672,21
2673,26
2674,42
2675,43
2676,31
2677,7
2678,31
2679,38
2680,12
2681,42
2682,38
2683,44
2684,41
2685,4
2686,24
2687,12
2688,4
2689,38
2690,35
2691,41
2692,1
2693,36
2694,8
2695,41
2696,19
2697,11
2698,48
2699,17
2700,30
2701,26
2702,36
2703,42
2704,27
2705,25
2706,26
2707,10
2708,12
2709,7
2710,7
2711,9
2712,29
2713,4
2714,38
2715,1
2716,26
2717,9
2718,9
2719,30
2720,17
2721,0
2722,2
2723,40
2724,20
2725,30
2726,16
2727,42
2728,41
2729,44
2730,42
2731,42
2732,18
2733,41
2734,38
2735,28
2736,35
2737,5
2738,41
2739,9
2740,25
2741,18
2742,46
2743,16
2744,9
2745,28
2746,16
2747,47
2748,0
2749,42
2750,36
2751,39
2752,1
2753,10
2754,23
2755,19
2756,39
2757,40
2758,46
2759,45
2760,43
2761,8
2762,26
2763,23
2764,8
2765,32
2766,29
2767,32
2768,47
2769,33
2770,38
2771,25
2772,12
2773,12
2774,29
2775,29
2776,12
2777,42
2778,7
2779,36
2780,47
2781,3
2782,17
2783,35
2784,0
2785,43
2786,32
2787,46
2788,30
2789,49
2790,7
2791,3
2792,32
2793,3
2794,8
2795,12
2796,43
2797,25
2798,45
2799,17
2800,14
2801,41
2802,24
2803,37
2804,16
2805,38
2806,8
2807,28
2808,12
2809,26
2810,2
2811,16
2812,45
2813,12
2814,26
2815,48
2816,21
2817,9
2818,7
2819,46
2820,5
2821,37
2822,17
2823,42
2824,49
2825,42
2826,18
2827,42
2828,17
2829,42
2830,0
2831,31
2832,47
2833,25
2834,14
2835,37
2836,18
2837,22
2838,36
2839,46
2840,5
2841,47
2842,33
2843,17
2844,12
2845,38
2846,40
2847,10
2848,19
2849,34
2850,17
2851,2
2852,8
2853,25
2854,18
2855,1
2856,17
2857,33
2858,9
2859,9
2860,28
2861,42
2862,13
2863,33
2864,19
2865,43
2866,41
2867,44
2868,45
2869,32
2870,2
2871,46
2872,19
2873,10
2874,27
2875,38
2876,17
2877,8
2878,20
2879,8
2880,24
2881,46
2882,19
2883,38
2884,19
2885,21
2886,27
2887,37
2888,27
2889,29
2890,29
2891,17
2892,0
2893,21
2894,0
2895,30
2896,26
2897,10
2898,24
2899,16
2900,14
2901,19
2902,2
2903,49
2904,2
2905,8
2906,3
2907,35
2908,36
2909,19
2910,39
2911,17
2912,42
2913,46
2914,48
2915,8
2916,36
2917,7
2918,21
2919,46
2920,19
2921,17
2922,23
2923,38
2924,44
2925,39
2926,13
2927,29
2928,45
2929,7
2930,7
2931,42
2932,42
2933,20
2934,30
2935,26
2936,27
2937,42
2938,4
2939,43
2940,29
2941,22
2942,20
2943,10
2944,14
2945,33
2946,10
2947,25
2948,18
2949,9
2950,49
2951,10
2952,34
2953,8
2954,46
2955,36
2956,36
2957,38
2958,37
2959,47
2960,12
2961,7
2962,14
2963,34
2964,41
2965,19
2966,41
2967,36
2968,16
2969,19
2970,42
2971,45
2972,7
2973,31
2974,7
2975,7
2976,7
2977,7
2978,31
2979,7
2980,12
2981,41
2982,19
2983,19
2984,42
2985,12
2986,16
2987,42
2988,2
2989,8
2990,47
2991,43
2992,41
2993,30
2994,28
2995,36
2996,18
2997,14
