topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,topic31,topic32,topic33,topic34,topic35,topic36,topic37,topic38,topic39,topic40
0.000357257,0.000357257,0.000357257,0.000357257,0.015862089,0.000357257,0.000357257,0.000357257,0.000357257,0.000357257,0.000357257,0.000357257,0.000357257,0.000357257,0.080929421,0.000357257,0.409476459,0.000357257,0.000357257,0.000357257,0.122700363,0.000357257,0.000357257,0.000357257,0.044070911,0.000357257,0.000357257,0.000357257,0.300553024,0.000357257,0.014618261,0.000357257,0.000357257,0.000357257,0.000357257,0.000357257,0.000357257,0.000357257,0.000357257,0.000357257
0.021790126,0.000271824,0.000271824,0.000271824,0.000271824,0.0162168,0.000271824,0.000271824,0.000271824,0.011119285,0.000271824,0.000271824,0.000271824,0.063673332,0.000271824,0.046184406,0.143062994,0.000271824,0.012523522,0.000271824,0.083405524,0.000271824,0.000271824,0.000271824,0.035502505,0.000271824,0.000271824,0.000271824,0.429449439,0.036053199,0.026967242,0.000271824,0.000271824,0.000271824,0.000271824,0.000271824,0.044774227,0.000271824,0.000271824,0.022209939
0.000301243,0.015972277,0.000301243,0.000301243,0.000301243,0.000301243,0.000301243,0.000301243,0.000301243,0.000301243,0.000301243,0.000301243,0.000301243,0.000301243,0.000301243,0.024642011,0.000301243,0.000301243,0.000301243,0.551892281,0.000301243,0.000301243,0.000301243,0.03694554,0.000301243,0.000301243,0.000301243,0.000301243,0.000301243,0.000301243,0.000301243,0.000301243,0.000301243,0.106124274,0.000301243,0.254181325,0.000301243,0.000301243,0.000301243,0.000301243
0.000610139,0.024978273,0.000610139,0.000610139,0.000610139,0.000610139,0.000610139,0.000610139,0.000610139,0.000610139,0.000610139,0.000610139,0.000610139,0.074504294,0.000610139,0.000610139,0.027650982,0.131621927,0.000610139,0.345204681,0.026149547,0.095869601,0.000610139,0.000610139,0.092542149,0.000610139,0.000610139,0.000610139,0.000610139,0.000610139,0.000610139,0.025631757,0.000610139,0.000610139,0.000610139,0.05850124,0.000610139,0.000610139,0.000610139,0.079651468
0.000568262,0.000568262,0.000568262,0.040027775,0.000568262,0.000568262,0.000568262,0.000568262,0.000568262,0.000568262,0.000568262,0.000568262,0.000568262,0.000568262,0.000568262,0.000568262,0.000568262,0.000568262,0.000568262,0.62760216,0.000568262,0.000568262,0.000568262,0.023282154,0.000568262,0.000568262,0.000568262,0.000568262,0.000568262,0.000568262,0.000568262,0.000568262,0.000568262,0.000568262,0.000568262,0.20536162,0.000568262,0.059569627,0.024835702,0.000568262
0.00034726,0.00034726,0.00034726,0.00034726,0.00034726,0.00034726,0.066430539,0.00034726,0.01578371,0.00034726,0.00034726,0.00034726,0.00034726,0.00034726,0.00034726,0.00034726,0.00034726,0.00034726,0.00034726,0.833796322,0.00034726,0.00034726,0.00034726,0.00034726,0.00034726,0.028120205,0.00034726,0.00034726,0.00034726,0.00034726,0.00034726,0.029633125,0.00034726,0.00034726,0.00034726,0.00034726,0.00034726,0.00034726,0.014429214,0.00034726
0.000250034,0.000250034,0.000250034,0.000250034,0.000250034,0.000250034,0.000250034,0.000250034,0.000250034,0.000250034,0.043238536,0.000250034,0.000250034,0.000250034,0.000250034,0.000250034,0.000250034,0.000250034,0.000250034,0.866390109,0.000250034,0.000250034,0.000250034,0.048475686,0.000250034,0.000250034,0.000250034,0.000250034,0.000250034,0.000250034,0.000250034,0.000250034,0.000250034,0.032894436,0.000250034,0.000250034,0.000250034,0.000250034,0.000250034,0.000250034
0.000280966,0.000280966,0.000280966,0.000280966,0.000280966,0.000280966,0.000280966,0.000280966,0.000280966,0.000280966,0.011776176,0.000280966,0.000280966,0.000280966,0.115527779,0.000280966,0.176543131,0.061822064,0.000280966,0.000280966,0.000280966,0.000280966,0.000280966,0.000280966,0.000280966,0.000280966,0.000280966,0.000280966,0.043034445,0.000280966,0.000280966,0.000280966,0.043499548,0.000280966,0.527299464,0.000280966,0.011506474,0.000280966,0.000280966,0.000280966
0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.674997866,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389,0.008333389
0.118545368,0.000263292,0.012974947,0.000263292,0.000263292,0.000263292,0.000263292,0.01120603,0.000263292,0.000263292,0.02118963,0.000263292,0.000263292,0.084883593,0.000263292,0.023455838,0.000263292,0.194643527,0.000263292,0.000263292,0.047021348,0.000263292,0.000263292,0.000263292,0.366420627,0.042514846,0.000263292,0.000263292,0.000263292,0.069508791,0.000263292,0.000263292,0.000263292,0.000263292,0.000263292,0.000263292,0.000263292,0.000263292,0.000263292,0.000263292
0.016541651,0.000384707,0.000384707,0.000384707,0.000384707,0.000384707,0.000384707,0.000384707,0.000384707,0.000384707,0.015792334,0.000384707,0.000384707,0.000384707,0.031158643,0.000384707,0.000384707,0.000384707,0.000384707,0.000384707,0.000384707,0.04554062,0.000384707,0.000384707,0.000384707,0.045388412,0.124003939,0.000384707,0.000384707,0.000384707,0.000384707,0.047204446,0.000384707,0.000384707,0.000384707,0.207518071,0.000384707,0.454925925,0.000384707,0.000384707
0.051581617,0.000352223,0.000352223,0.000352223,0.000352223,0.000352223,0.142150894,0.000352223,0.000352223,0.161958531,0.000352223,0.000352223,0.000352223,0.000352223,0.000352223,0.000352223,0.220899761,0.000352223,0.000352223,0.131112248,0.000352223,0.000352223,0.000352223,0.000352223,0.000352223,0.000352223,0.000352223,0.000352223,0.000352223,0.000352223,0.000352223,0.000352223,0.000352223,0.000352223,0.000352223,0.000352223,0.000352223,0.033711176,0.000352223,0.246962398
0.000806673,0.000806673,0.000806673,0.000806673,0.000806673,0.000806673,0.000806673,0.000806673,0.000806673,0.000806673,0.000806673,0.000806673,0.000806673,0.031473145,0.000806673,0.000806673,0.000806673,0.088027872,0.000806673,0.000806673,0.000806673,0.000806673,0.000806673,0.000806673,0.38967064,0.322806567,0.000806673,0.000806673,0.000806673,0.000806673,0.000806673,0.000806673,0.000806673,0.000806673,0.000806673,0.000806673,0.000806673,0.000806673,0.109986797,0.030608119
0.000263223,0.000263223,0.000263223,0.000263223,0.290765345,0.000263223,0.000263223,0.000263223,0.000263223,0.000263223,0.000263223,0.000263223,0.162503272,0.000263223,0.000263223,0.090323389,0.000263223,0.000263223,0.000263223,0.000263223,0.000263223,0.02130683,0.000263223,0.011341805,0.000263223,0.000263223,0.000263223,0.000263223,0.000263223,0.000263223,0.399581969,0.000263223,0.015491061,0.000263223,0.000263223,0.000263223,0.000263223,0.000263223,0.000263223,0.000263223
0.0006945,0.445158154,0.159276351,0.0006945,0.0006945,0.0006945,0.0006945,0.0006945,0.0006945,0.128873363,0.03059843,0.0006945,0.0006945,0.0006945,0.0006945,0.0006945,0.0006945,0.086612739,0.0006945,0.0006945,0.0006945,0.0006945,0.0006945,0.041371461,0.021759328,0.0006945,0.0006945,0.0006945,0.0006945,0.0006945,0.0006945,0.0006945,0.0006945,0.0006945,0.0006945,0.0006945,0.0006945,0.0006945,0.0006945,0.064126119
0.000510262,0.320824474,0.329870403,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.043385454,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.000510262,0.021387355,0.266673177
0.000714428,0.000714428,0.182785258,0.000714428,0.113415308,0.000714428,0.000714428,0.191643521,0.000714428,0.000714428,0.000714428,0.087976009,0.000714428,0.000714428,0.000714428,0.000714428,0.000714428,0.000714428,0.000714428,0.000714428,0.000714428,0.000714428,0.000714428,0.000714428,0.000714428,0.000714428,0.000714428,0.000714428,0.086430639,0.000714428,0.000714428,0.256379455,0.000714428,0.000714428,0.000714428,0.000714428,0.000714428,0.000714428,0.029273072,0.029235093
0.000308718,0.000308718,0.000308718,0.000308718,0.000308718,0.000308718,0.000308718,0.000308718,0.000308718,0.000308718,0.000308718,0.000308718,0.000308718,0.000308718,0.000308718,0.000308718,0.000308718,0.000308718,0.000308718,0.066841274,0.000308718,0.000308718,0.000308718,0.000308718,0.000308718,0.052199796,0.000308718,0.000308718,0.000308718,0.000308718,0.000308718,0.000308718,0.000308718,0.070286557,0.000308718,0.507991731,0.000308718,0.291875511,0.000308718,0.000308718
0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.980100572,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242,0.000510242
0.000242795,0.000242795,0.000242795,0.000242795,0.000242795,0.000242795,0.057980388,0.000242795,0.000242795,0.162642613,0.000242795,0.000242795,0.000242795,0.000242795,0.000242795,0.000242795,0.248632386,0.000242795,0.000242795,0.101981141,0.000242795,0.000242795,0.000242795,0.000242795,0.000242795,0.000242795,0.019831641,0.000242795,0.000242795,0.000242795,0.000242795,0.010806176,0.223419875,0.000242795,0.000242795,0.015633071,0.053879876,0.000242795,0.077818036,0.020333739
0.000423915,0.023164099,0.000423915,0.000423915,0.000423915,0.000423915,0.138644204,0.000423915,0.000423915,0.000423915,0.000423915,0.000423915,0.000423915,0.071030036,0.000423915,0.000423915,0.489251345,0.000423915,0.000423915,0.091696195,0.000423915,0.000423915,0.000423915,0.000423915,0.02320276,0.000423915,0.000423915,0.000423915,0.000423915,0.000423915,0.000423915,0.000423915,0.000423915,0.000423915,0.000423915,0.058004785,0.060158387,0.000423915,0.031706806,0.000423915
0.000257817,0.000257817,0.000257817,0.000257817,0.000257817,0.000257817,0.000257817,0.000257817,0.000257817,0.000257817,0.000257817,0.000257817,0.000257817,0.000257817,0.000257817,0.041619763,0.000257817,0.056453332,0.000257817,0.000257817,0.000257817,0.763729155,0.012350389,0.000257817,0.032249641,0.000257817,0.01055459,0.000257817,0.000257817,0.026399674,0.000257817,0.000257817,0.000257817,0.048393313,0.000257817,0.000257817,0.000257817,0.000257817,0.000257817,0.000257817
0.009933031,0.000221302,0.000221302,0.000221302,0.059508167,0.000221302,0.000221302,0.000221302,0.000221302,0.000221302,0.000221302,0.655543566,0.000221302,0.000221302,0.000221302,0.000221302,0.000221302,0.000221302,0.035809394,0.000221302,0.000221302,0.000221302,0.000221302,0.000221302,0.000221302,0.000221302,0.09197627,0.000221302,0.024105629,0.000221302,0.081001543,0.000221302,0.035040721,0.000221302,0.000221302,0.000221302,0.000221302,0.000221302,0.000221302,0.000221302
0.029612733,0.000609941,0.000609941,0.000609941,0.000609941,0.000609941,0.000609941,0.000609941,0.000609941,0.000609941,0.000609941,0.000609941,0.000609941,0.000609941,0.000609941,0.311212152,0.405395716,0.000609941,0.000609941,0.000609941,0.000609941,0.000609941,0.000609941,0.000609941,0.000609941,0.035186272,0.024968915,0.000609941,0.000609941,0.050222673,0.000609941,0.000609941,0.078330159,0.000609941,0.000609941,0.045553308,0.000609941,0.000609941,0.000609941,0.000609941
0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.674936593,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496,0.00833496
0.000532085,0.000532085,0.000532085,0.128480345,0.057362676,0.000532085,0.000532085,0.000532085,0.000532085,0.000532085,0.000532085,0.364929795,0.000532085,0.000532085,0.000532085,0.023313822,0.089432582,0.025994129,0.000532085,0.000532085,0.000532085,0.000532085,0.000532085,0.000532085,0.000532085,0.000532085,0.000532085,0.000532085,0.068057954,0.000532085,0.161598176,0.000532085,0.000532085,0.064335868,0.000532085,0.000532085,0.000532085,0.000532085,0.000532085,0.000532085
0.056103885,0.000471812,0.226919651,0.000471812,0.000471812,0.000471812,0.000471812,0.000471812,0.000471812,0.257267416,0.000471812,0.023745203,0.000471812,0.000471812,0.000471812,0.000471812,0.000471812,0.000471812,0.000471812,0.000471812,0.000471812,0.119382635,0.000471812,0.000471812,0.000471812,0.07154496,0.019338246,0.000471812,0.000471812,0.000471812,0.000471812,0.099689633,0.056321379,0.000471812,0.017549573,0.000471812,0.038454849,0.000471812,0.000471812,0.000471812
0.000581638,0.000581638,0.000581638,0.000581638,0.000581638,0.000581638,0.356110692,0.000581638,0.000581638,0.000581638,0.000581638,0.000581638,0.000581638,0.112399548,0.000581638,0.31786707,0.000581638,0.000581638,0.023748534,0.122697279,0.000581638,0.000581638,0.000581638,0.000581638,0.047401149,0.000581638,0.000581638,0.000581638,0.000581638,0.000581638,0.000581638,0.000581638,0.000581638,0.000581638,0.000581638,0.000581638,0.000581638,0.000581638,0.000581638,0.000581638
0.000490292,0.028742986,0.020162283,0.000490292,0.000490292,0.000490292,0.000490292,0.000490292,0.000490292,0.000490292,0.000490292,0.000490292,0.000490292,0.000490292,0.000490292,0.190268189,0.380092502,0.079747677,0.000490292,0.079230733,0.000490292,0.000490292,0.000490292,0.080869101,0.000490292,0.022690551,0.000490292,0.000490292,0.000490292,0.000490292,0.000490292,0.000490292,0.000490292,0.000490292,0.000490292,0.000490292,0.000490292,0.000490292,0.102996938,0.000490292
0.106263556,0.000403344,0.000403344,0.000403344,0.000403344,0.000403344,0.000403344,0.000403344,0.000403344,0.154635355,0.167068124,0.000403344,0.000403344,0.000403344,0.076786011,0.000403344,0.000403344,0.087714516,0.000403344,0.000403344,0.000403344,0.000403344,0.000403344,0.019801561,0.000403344,0.032896258,0.000403344,0.000403344,0.000403344,0.000403344,0.000403344,0.000403344,0.065161131,0.000403344,0.000403344,0.000403344,0.016900184,0.000403344,0.000403344,0.260672957
0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.341667414,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.341662288,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343,0.00833343
0.000271766,0.000271766,0.000271766,0.000271766,0.408815414,0.024791628,0.000271766,0.000271766,0.000271766,0.000271766,0.000271766,0.000271766,0.000271766,0.000271766,0.000271766,0.000271766,0.000271766,0.000271766,0.000271766,0.000271766,0.485225827,0.000271766,0.000271766,0.000271766,0.000271766,0.000271766,0.000271766,0.000271766,0.000271766,0.000271766,0.048249207,0.011615731,0.000271766,0.000271766,0.000271766,0.000271766,0.012062135,0.000271766,0.000271766,0.000271766
0.000312561,0.000312561,0.000312561,0.000312561,0.000312561,0.212126791,0.000312561,0.012907037,0.000312561,0.000312561,0.028520491,0.000312561,0.000312561,0.000312561,0.000312561,0.000312561,0.000312561,0.000312561,0.000312561,0.000312561,0.000312561,0.000312561,0.000312561,0.000312561,0.000312561,0.000312561,0.000312561,0.012735577,0.000312561,0.000312561,0.000312561,0.000312561,0.01302443,0.000312561,0.000312561,0.028908223,0.000312561,0.000312561,0.681462884,0.000312561
0.000304935,0.000304935,0.000304935,0.013044434,0.000304935,0.000304935,0.000304935,0.000304935,0.034757785,0.000304935,0.000304935,0.000304935,0.000304935,0.000304935,0.000304935,0.000304935,0.04628871,0.000304935,0.000304935,0.000304935,0.000304935,0.000304935,0.000304935,0.000304935,0.000304935,0.000304935,0.000304935,0.454332888,0.000304935,0.000304935,0.000304935,0.000304935,0.000304935,0.000304935,0.256658047,0.000304935,0.000304935,0.000304935,0.18455033,0.000304935
0.001190686,0.001190686,0.380338371,0.001190686,0.054906067,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686,0.378759682,0.046018608,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686,0.098303244,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686,0.001190686
0.195985407,0.024533425,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.059963476,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.000676116,0.027653188,0.000676116,0.000676116,0.000676116,0.000676116,0.203565001,0.081752665,0.384234995
0.000268905,0.000268905,0.000268905,0.371759683,0.215882808,0.000268905,0.000268905,0.000268905,0.060689829,0.000268905,0.000268905,0.098026723,0.000268905,0.000268905,0.000268905,0.000268905,0.066473924,0.000268905,0.085962281,0.000268905,0.000268905,0.000268905,0.000268905,0.000268905,0.000268905,0.010998742,0.000268905,0.017074632,0.05404453,0.000268905,0.000268905,0.011019726,0.000268905,0.000268905,0.000268905,0.000268905,0.000268905,0.000268905,0.000268905,0.000268905
0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.048847567,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.937770069,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167,0.000352167
0.000694718,0.203424349,0.310356468,0.000694718,0.000694718,0.000694718,0.000694718,0.000694718,0.000694718,0.000694718,0.000694718,0.000694718,0.000694718,0.000694718,0.000694718,0.084500246,0.000694718,0.000694718,0.000694718,0.000694718,0.000694718,0.000694718,0.000694718,0.000694718,0.000694718,0.064826034,0.000694718,0.000694718,0.000694718,0.072151788,0.000694718,0.1508874,0.000694718,0.000694718,0.000694718,0.028868031,0.062754698,0.000694718,0.000694718,0.000694718
0.076576367,0.000446576,0.000446576,0.104117185,0.000446576,0.000446576,0.000446576,0.000446576,0.053419571,0.000446576,0.000446576,0.238107979,0.000446576,0.000446576,0.000446576,0.018444028,0.000446576,0.000446576,0.05595303,0.000446576,0.000446576,0.000446576,0.000446576,0.000446576,0.000446576,0.000446576,0.000446576,0.000446576,0.000446576,0.138954744,0.000446576,0.000446576,0.300136656,0.000446576,0.000446576,0.000446576,0.000446576,0.000446576,0.000446576,0.000446576
0.000297677,0.000297677,0.013593925,0.047519062,0.737157047,0.000297677,0.000297677,0.000297677,0.000297677,0.000297677,0.000297677,0.000297677,0.10276939,0.000297677,0.000297677,0.000297677,0.000297677,0.000297677,0.000297677,0.000297677,0.000297677,0.000297677,0.000297677,0.000297677,0.000297677,0.012152378,0.000297677,0.000297677,0.000297677,0.026795613,0.000297677,0.000297677,0.000297677,0.000297677,0.000297677,0.014441256,0.000297677,0.000297677,0.000297677,0.036045671
0.16261375,0.114211649,0.000568306,0.000568306,0.000568306,0.000568306,0.000568306,0.000568306,0.000568306,0.057973076,0.000568306,0.000568306,0.000568306,0.114746876,0.000568306,0.083104543,0.000568306,0.000568306,0.000568306,0.076885149,0.000568306,0.000568306,0.000568306,0.210831523,0.000568306,0.000568306,0.000568306,0.000568306,0.054888457,0.000568306,0.000568306,0.000568306,0.000568306,0.107127465,0.000568306,0.000568306,0.000568306,0.000568306,0.000568306,0.000568306
0.034700133,0.000416846,0.000416846,0.000416846,0.000416846,0.000416846,0.000416846,0.000416846,0.032508239,0.031269621,0.091479294,0.000416846,0.000416846,0.000416846,0.000416846,0.043439735,0.000416846,0.073226877,0.000416846,0.028680841,0.000416846,0.118948698,0.000416846,0.015922124,0.000416846,0.056709044,0.000416846,0.000416846,0.000416846,0.100211769,0.000416846,0.000416846,0.000416846,0.000416846,0.000416846,0.125909746,0.000416846,0.000416846,0.235739022,0.000416846
0.000714585,0.000714585,0.000714585,0.000714585,0.000714585,0.000714585,0.000714585,0.030724905,0.029384606,0.000714585,0.000714585,0.000714585,0.000714585,0.000714585,0.000714585,0.000714585,0.034681823,0.114993483,0.000714585,0.000714585,0.555504382,0.000714585,0.000714585,0.000714585,0.000714585,0.029367449,0.030433537,0.000714585,0.000714585,0.000714585,0.000714585,0.028947704,0.000714585,0.000714585,0.000714585,0.066718124,0.057806414,0.000714585,0.000714585,0.000714585
0.144091547,0.000403456,0.076585338,0.000403456,0.000403456,0.000403456,0.000403456,0.000403456,0.000403456,0.000403456,0.000403456,0.000403456,0.000403456,0.000403456,0.000403456,0.078772187,0.000403456,0.17315042,0.000403456,0.000403456,0.000403456,0.000403456,0.000403456,0.049569178,0.026395895,0.044702291,0.000403456,0.000403456,0.000403456,0.063513339,0.000403456,0.091433138,0.000403456,0.000403456,0.000403456,0.000403456,0.000403456,0.139321059,0.042587638,0.058581188
0.231202319,0.03014444,0.000423895,0.000423895,0.000423895,0.000423895,0.000423895,0.000423895,0.000423895,0.000423895,0.000423895,0.000423895,0.000423895,0.026733136,0.000423895,0.000423895,0.000423895,0.253402084,0.000423895,0.000423895,0.000423895,0.000423895,0.000423895,0.000423895,0.25280267,0.000423895,0.03432801,0.000423895,0.000423895,0.122065715,0.000423895,0.000423895,0.000423895,0.000423895,0.000423895,0.000423895,0.000423895,0.000423895,0.000423895,0.035757001
0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.51249814,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048,0.012500048
0.001136765,0.517894506,0.001136765,0.001136765,0.001136765,0.001136765,0.069842115,0.001136765,0.001136765,0.001136765,0.001136765,0.001136765,0.001136765,0.001136765,0.001136765,0.001136765,0.001136765,0.001136765,0.001136765,0.260472834,0.001136765,0.001136765,0.061717749,0.001136765,0.001136765,0.001136765,0.001136765,0.001136765,0.001136765,0.001136765,0.050286032,0.001136765,0.001136765,0.001136765,0.001136765,0.001136765,0.001136765,0.001136765,0.001136765,0.001136765
0.001000281,0.001000281,0.094170392,0.001000281,0.001000281,0.001000281,0.001000281,0.04205374,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281,0.231972665,0.001000281,0.001000281,0.595793068,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281,0.001000281
0.000409897,0.000409897,0.000409897,0.000409897,0.000409897,0.015922548,0.000409897,0.000409897,0.000409897,0.000409897,0.000409897,0.000409897,0.000409897,0.000409897,0.000409897,0.000409897,0.000409897,0.179739609,0.000409897,0.068993241,0.179262355,0.000409897,0.000409897,0.000409897,0.000409897,0.000409897,0.000409897,0.000409897,0.000409897,0.437972158,0.000409897,0.016943172,0.000409897,0.000409897,0.000409897,0.000409897,0.000409897,0.000409897,0.000409897,0.087640323
0.000520988,0.000520988,0.000520988,0.125876024,0.000520988,0.000520988,0.027301794,0.000520988,0.000520988,0.000520988,0.000520988,0.000520988,0.026788123,0.000520988,0.000520988,0.18698442,0.194174111,0.000520988,0.000520988,0.000520988,0.000520988,0.000520988,0.000520988,0.000520988,0.029072186,0.044099819,0.000520988,0.000520988,0.000520988,0.136799768,0.042179868,0.000520988,0.125519544,0.000520988,0.000520988,0.000520988,0.000520988,0.000520988,0.000520988,0.046095684
0.000320561,0.000320561,0.000320561,0.000320561,0.100949563,0.018735111,0.048366528,0.000320561,0.000320561,0.000320561,0.000320561,0.000320561,0.247145519,0.000320561,0.000320561,0.000320561,0.000320561,0.000320561,0.000320561,0.000320561,0.000320561,0.000320561,0.000320561,0.000320561,0.000320561,0.000320561,0.000320561,0.000320561,0.000320561,0.000320561,0.477175653,0.000320561,0.000320561,0.000320561,0.096728608,0.000320561,0.000320561,0.000320561,0.000320561,0.000320561
0.000280985,0.022739898,0.064095244,0.016866971,0.118804231,0.000280985,0.000280985,0.022715451,0.000280985,0.000280985,0.000280985,0.000280985,0.214896351,0.000280985,0.000280985,0.043147251,0.000280985,0.000280985,0.000280985,0.000280985,0.000280985,0.000280985,0.137014806,0.000280985,0.000280985,0.000280985,0.019337524,0.000280985,0.000280985,0.000280985,0.183300525,0.000280985,0.011905382,0.000280985,0.000280985,0.000280985,0.04892372,0.061377697,0.027569355,0.000280985
0.00052098,0.088080853,0.00052098,0.00052098,0.00052098,0.00052098,0.00052098,0.00052098,0.025438176,0.00052098,0.00052098,0.021542147,0.00052098,0.00052098,0.00052098,0.197884247,0.337757707,0.00052098,0.00052098,0.103949711,0.00052098,0.00052098,0.00052098,0.00052098,0.00052098,0.038077526,0.00052098,0.00052098,0.00052098,0.051130548,0.00052098,0.026710235,0.00052098,0.029181201,0.00052098,0.044251736,0.00052098,0.00052098,0.00052098,0.021408498
0.05014988,0.000658181,0.054668903,0.044978529,0.000658181,0.000658181,0.000658181,0.000658181,0.000658181,0.000658181,0.053308386,0.000658181,0.000658181,0.000658181,0.000658181,0.000658181,0.079926953,0.000658181,0.140094787,0.275328845,0.06398885,0.000658181,0.000658181,0.026979767,0.000658181,0.000658181,0.000658181,0.000658181,0.000658181,0.128571779,0.000658181,0.000658181,0.000658181,0.000658181,0.000658181,0.000658181,0.06291613,0.000658181,0.000658181,0.000658181
0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.968658149,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.016259767,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896,0.000396896
0.000337877,0.000337877,0.000337877,0.073698923,0.913461685,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877,0.000337877
