topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,topic31,topic32,topic33,topic34,topic35,topic36,topic37,topic38,topic39,topic40
0.000490452,0.000490452,0.000490452,0.000490452,0.000490452,0.000490452,0.000490452,0.000490452,0.000490452,0.000490452,0.000490452,0.000490452,0.000490452,0.000490452,0.000490452,0.082153179,0.000490452,0.154369369,0.000490452,0.031666167,0.026828345,0.061895084,0.000490452,0.031949103,0.055087734,0.020204507,0.027303519,0.000490452,0.000490452,0.000490452,0.000490452,0.000490452,0.000490452,0.000490452,0.000490452,0.000490452,0.000490452,0.060825877,0.433494002,0.000490452
0.000581699,0.000581699,0.120367296,0.000581699,0.000581699,0.000581699,0.000581699,0.000581699,0.041583478,0.05247841,0.000581699,0.000581699,0.000581699,0.202126861,0.052041575,0.000581699,0.000581699,0.000581699,0.000581699,0.000581699,0.000581699,0.000581699,0.000581699,0.000581699,0.04594874,0.000581699,0.000581699,0.000581699,0.000581699,0.000581699,0.000581699,0.000581699,0.000581699,0.026258588,0.000581699,0.04548094,0.370467991,0.000581699,0.000581699,0.025795145
0.678067744,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.016119191,0.000304959,0.282338262,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.012496281,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959,0.000304959
0.000625288,0.000625288,0.000625288,0.000625288,0.000625288,0.000625288,0.000625288,0.000625288,0.000625288,0.000625288,0.075577348,0.000625288,0.000625288,0.000625288,0.000625288,0.135092527,0.000625288,0.096295133,0.000625288,0.102938473,0.153937355,0.000625288,0.000625288,0.000625288,0.077915736,0.100584134,0.025771989,0.000625288,0.000625288,0.053746879,0.000625288,0.000625288,0.000625288,0.027756613,0.000625288,0.132250428,0.000625288,0.000625288,0.000625288,0.000625288
0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.512492776,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185
0.024518209,0.007943975,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.951886058,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.008674418,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816,0.000193816
0.000416852,0.000416852,0.000416852,0.000416852,0.133698151,0.000416852,0.000416852,0.000416852,0.000416852,0.000416852,0.000416852,0.000416852,0.000416852,0.000416852,0.000416852,0.323055506,0.033289138,0.000416852,0.259033859,0.000416852,0.000416852,0.000416852,0.038704943,0.000416852,0.000416852,0.000416852,0.000416852,0.07227955,0.000416852,0.126182735,0.000416852,0.000416852,0.000416852,0.000416852,0.000416852,0.000416852,0.000416852,0.000416852,0.000416852,0.000416852
0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.974999487,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104,0.00064104
0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.982892513,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654,0.000438654
0.000280958,0.000280958,0.000280958,0.000280958,0.000280958,0.000280958,0.000280958,0.000280958,0.000280958,0.000280958,0.000280958,0.024252744,0.08006978,0.000280958,0.024391493,0.000280958,0.000280958,0.000280958,0.059756506,0.000280958,0.000280958,0.000280958,0.000280958,0.013112072,0.000280958,0.000280958,0.000280958,0.117640957,0.035205528,0.533032119,0.088681512,0.000280958,0.000280958,0.000280958,0.015428576,0.000280958,0.000280958,0.000280958,0.000280958,0.000280958
0.000520884,0.000520884,0.000520884,0.000520884,0.000520884,0.000520884,0.000520884,0.000520884,0.000520884,0.000520884,0.000520884,0.000520884,0.000520884,0.021344544,0.000520884,0.000520884,0.000520884,0.000520884,0.000520884,0.000520884,0.000520884,0.146408081,0.000520884,0.157937482,0.000520884,0.000520884,0.000520884,0.000520884,0.000520884,0.000520884,0.000520884,0.000520884,0.000520884,0.65555805,0.000520884,0.000520884,0.000520884,0.000520884,0.000520884,0.000520884
0.00053202,0.00053202,0.00053202,0.00053202,0.228642121,0.00053202,0.00053202,0.00053202,0.00053202,0.00053202,0.00053202,0.125415668,0.00053202,0.00053202,0.00053202,0.00053202,0.00053202,0.00053202,0.00053202,0.026255488,0.00053202,0.00053202,0.089639232,0.00053202,0.00053202,0.103528284,0.00053202,0.00053202,0.00053202,0.00053202,0.052885711,0.00053202,0.00053202,0.00053202,0.334386766,0.00053202,0.022222126,0.00053202,0.00053202,0.00053202
0.000454695,0.000454695,0.000454695,0.000454695,0.000454695,0.076832831,0.179414272,0.000454695,0.000454695,0.000454695,0.000454695,0.000454695,0.000454695,0.023171218,0.000454695,0.000454695,0.000454695,0.146577314,0.000454695,0.069904335,0.000454695,0.000454695,0.192961276,0.106007002,0.019265296,0.000454695,0.000454695,0.000454695,0.018606693,0.000454695,0.000454695,0.000454695,0.000454695,0.000454695,0.000454695,0.103236735,0.000454695,0.016506843,0.034784727,0.000454695
0.00029075,0.00029075,0.00029075,0.688143969,0.075331822,0.00029075,0.00029075,0.00029075,0.00029075,0.00029075,0.00029075,0.00029075,0.00029075,0.00029075,0.00029075,0.00029075,0.00029075,0.00029075,0.00029075,0.083085634,0.00029075,0.00029075,0.020896174,0.00029075,0.00029075,0.00029075,0.00029075,0.00029075,0.047302987,0.00029075,0.00029075,0.00029075,0.00029075,0.023452023,0.00029075,0.00029075,0.00029075,0.00029075,0.052192636,0.00029075
0.000240457,0.000240457,0.000240457,0.042148411,0.000240457,0.424299985,0.088604428,0.000240457,0.000240457,0.000240457,0.000240457,0.000240457,0.010282461,0.000240457,0.000240457,0.000240457,0.000240457,0.000240457,0.000240457,0.335782766,0.000240457,0.000240457,0.011196635,0.000240457,0.000240457,0.000240457,0.000240457,0.000240457,0.000240457,0.000240457,0.059241939,0.010024735,0.000240457,0.000240457,0.000240457,0.010964475,0.000240457,0.000240457,0.000240457,0.000240457
0.000510436,0.000510436,0.000510436,0.000510436,0.000510436,0.000510436,0.000510436,0.000510436,0.000510436,0.000510436,0.000510436,0.000510436,0.000510436,0.000510436,0.000510436,0.000510436,0.328747988,0.082179248,0.000510436,0.157249913,0.000510436,0.076098986,0.015887149,0.000510436,0.033130325,0.000510436,0.000510436,0.047239125,0.000510436,0.000510436,0.000510436,0.033074178,0.000510436,0.016862227,0.000510436,0.105431147,0.000510436,0.000510436,0.000510436,0.089297086
0.000735585,0.000735585,0.000735585,0.000735585,0.000735585,0.000735585,0.000735585,0.10265474,0.000735585,0.000735585,0.000735585,0.000735585,0.000735585,0.000735585,0.000735585,0.000735585,0.000735585,0.236083686,0.000735585,0.000735585,0.000735585,0.326657563,0.000735585,0.083331533,0.000735585,0.077857859,0.000735585,0.000735585,0.000735585,0.148404792,0.000735585,0.000735585,0.000735585,0.000735585,0.000735585,0.000735585,0.000735585,0.000735585,0.000735585,0.000735585
0.000294206,0.000294206,0.000294206,0.000294206,0.000294206,0.000294206,0.000294206,0.000294206,0.000294206,0.000294206,0.012058112,0.000294206,0.000294206,0.000294206,0.000294206,0.000294206,0.000294206,0.017655497,0.000294206,0.000294206,0.000294206,0.596921563,0.000294206,0.069033697,0.000294206,0.158087268,0.000294206,0.028806336,0.000294206,0.024334539,0.000294206,0.000294206,0.000294206,0.000294206,0.000294206,0.000294206,0.000294206,0.040848467,0.043134145,0.000294206
0.000555679,0.064175062,0.000555679,0.000555679,0.214520499,0.000555679,0.168646455,0.000555679,0.000555679,0.000555679,0.000555679,0.000555679,0.000555679,0.000555679,0.000555679,0.000555679,0.000555679,0.000555679,0.000555679,0.137458965,0.121857636,0.000555679,0.000555679,0.089458585,0.000555679,0.000555679,0.000555679,0.000555679,0.024035778,0.000555679,0.000555679,0.045649473,0.000555679,0.000555679,0.000555679,0.024927925,0.000555679,0.092599243,0.000555679,0.000555679
0.000287429,0.010377944,0.000287429,0.120891437,0.635656714,0.000287429,0.000287429,0.000287429,0.000287429,0.000287429,0.000287429,0.000287429,0.000287429,0.000287429,0.000287429,0.074032612,0.052420598,0.000287429,0.000287429,0.000287429,0.000287429,0.000287429,0.022099696,0.000287429,0.024953784,0.000287429,0.000287429,0.000287429,0.000287429,0.000287429,0.05036949,0.000287429,0.000287429,0.000287429,0.000287429,0.000287429,0.000287429,0.000287429,0.000287429,0.000287429
0.00032897,0.014460962,0.00032897,0.096632354,0.00032897,0.00032897,0.00032897,0.00032897,0.00032897,0.00032897,0.014174813,0.00032897,0.00032897,0.00032897,0.00032897,0.00032897,0.00032897,0.00032897,0.00032897,0.744308472,0.00032897,0.00032897,0.00032897,0.026696675,0.00032897,0.00032897,0.00032897,0.00032897,0.00032897,0.00032897,0.00032897,0.00032897,0.09254171,0.00032897,0.00032897,0.00032897,0.00032897,0.00032897,0.00032897,0.00032897
0.000490269,0.000490269,0.000490269,0.000490269,0.000490269,0.000490269,0.039863631,0.000490269,0.000490269,0.000490269,0.000490269,0.000490269,0.000490269,0.000490269,0.000490269,0.000490269,0.000490269,0.000490269,0.000490269,0.565867543,0.000490269,0.000490269,0.000490269,0.000490269,0.000490269,0.000490269,0.000490269,0.000490269,0.000490269,0.000490269,0.000490269,0.000490269,0.353471786,0.000490269,0.000490269,0.023147389,0.000490269,0.000490269,0.000490269,0.000490269
0.000347331,0.034927413,0.000347331,0.000347331,0.000347331,0.000347331,0.000347331,0.000347331,0.000347331,0.000347331,0.028129987,0.000347331,0.000347331,0.000347331,0.000347331,0.000347331,0.000347331,0.000347331,0.000347331,0.768502891,0.000347331,0.000347331,0.000347331,0.000347331,0.028122421,0.000347331,0.000347331,0.000347331,0.000347331,0.000347331,0.027430214,0.000347331,0.083679877,0.000347331,0.000347331,0.017745338,0.000347331,0.000347331,0.000347331,0.000347331
0.000227344,0.000227344,0.000227344,0.000227344,0.000227344,0.000227344,0.000227344,0.000227344,0.000227344,0.000227344,0.000227344,0.000227344,0.000227344,0.000227344,0.000227344,0.125433534,0.000227344,0.011736846,0.000227344,0.016121963,0.000227344,0.095857345,0.000227344,0.000227344,0.019535678,0.000227344,0.000227344,0.000227344,0.000227344,0.032824822,0.000227344,0.000227344,0.000227344,0.080038957,0.000227344,0.000227344,0.000227344,0.611175835,0.000227344,0.000227344
0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.927934408,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.050472755,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232,0.000568232
0.000609996,0.027575972,0.000609996,0.000609996,0.000609996,0.000609996,0.000609996,0.028678706,0.000609996,0.000609996,0.092654914,0.000609996,0.000609996,0.627410293,0.000609996,0.032674875,0.000609996,0.072372712,0.000609996,0.000609996,0.025309362,0.000609996,0.000609996,0.000609996,0.000609996,0.000609996,0.000609996,0.025051106,0.000609996,0.000609996,0.000609996,0.000609996,0.000609996,0.000609996,0.000609996,0.000609996,0.024980828,0.000609996,0.024991341,0.000609996
0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.512492776,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185
0.000833555,0.100098081,0.000833555,0.000833555,0.000833555,0.000833555,0.000833555,0.000833555,0.084269695,0.000833555,0.089748017,0.000833555,0.000833555,0.48222062,0.049725458,0.000833555,0.000833555,0.000833555,0.000833555,0.000833555,0.000833555,0.000833555,0.000833555,0.000833555,0.000833555,0.000833555,0.000833555,0.000833555,0.000833555,0.08975748,0.000833555,0.000833555,0.000833555,0.000833555,0.034171008,0.043335866,0.000833555,0.000833555,0.000833555,0.000833555
0.000961869,0.000961869,0.000961869,0.000961869,0.000961869,0.000961869,0.000961869,0.000961869,0.000961869,0.000961869,0.126249075,0.039411839,0.000961869,0.497247785,0.000961869,0.000961869,0.000961869,0.041202091,0.125878885,0.000961869,0.000961869,0.000961869,0.000961869,0.039356884,0.000961869,0.000961869,0.000961869,0.000961869,0.000961869,0.000961869,0.000961869,0.000961869,0.000961869,0.000961869,0.000961869,0.098911785,0.000961869,0.000961869,0.000961869,0.000961869
0.163350999,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451,0.114640258,0.002273451,0.002273451,0.002273451,0.002273451,0.545796096,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451,0.094368398,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451,0.002273451
0.000357191,0.000357191,0.000357191,0.021572828,0.15381749,0.014791828,0.000357191,0.000357191,0.000357191,0.000357191,0.000357191,0.024004159,0.000357191,0.000357191,0.000357191,0.000357191,0.000357191,0.000357191,0.000357191,0.000357191,0.000357191,0.000357191,0.000357191,0.000357191,0.000357191,0.000357191,0.000357191,0.000357191,0.000357191,0.245035842,0.270545274,0.000357191,0.000357191,0.059359532,0.199442938,0.000357191,0.000357191,0.000357191,0.000357191,0.000357191
0.000225278,0.000225278,0.000225278,0.569241345,0.20719935,0.01178553,0.013028598,0.000225278,0.000225278,0.000225278,0.000225278,0.084370293,0.000225278,0.000225278,0.000225278,0.000225278,0.000225278,0.000225278,0.000225278,0.043159969,0.000225278,0.000225278,0.000225278,0.000225278,0.000225278,0.000225278,0.000225278,0.038088832,0.000225278,0.000225278,0.025917148,0.000225278,0.000225278,0.000225278,0.000225278,0.000225278,0.000225278,0.000225278,0.000225278,0.000225278
0.000260447,0.000260447,0.000260447,0.000260447,0.000260447,0.41167894,0.22728397,0.000260447,0.052751243,0.000260447,0.000260447,0.000260447,0.000260447,0.000260447,0.000260447,0.000260447,0.182763144,0.000260447,0.000260447,0.116407059,0.000260447,0.000260447,0.000260447,0.000260447,0.000260447,0.000260447,0.000260447,0.000260447,0.000260447,0.000260447,0.000260447,0.000260447,0.000260447,0.000260447,0.000260447,0.000260447,0.000260447,0.000260447,0.000260447,0.000260447
0.000500241,0.331689358,0.000500241,0.000500241,0.000500241,0.000500241,0.000500241,0.000500241,0.000500241,0.020519026,0.164435849,0.000500241,0.000500241,0.105495915,0.000500241,0.000500241,0.064734153,0.177151129,0.000500241,0.000500241,0.000500241,0.000500241,0.000500241,0.000500241,0.000500241,0.000500241,0.000500241,0.000500241,0.000500241,0.0299509,0.000500241,0.070318222,0.000500241,0.020198002,0.000500241,0.000500241,0.000500241,0.000500241,0.000500241,0.000500241
0.000263219,0.000263219,0.01236845,0.000263219,0.000263219,0.000263219,0.052912392,0.000263219,0.000263219,0.000263219,0.033945236,0.080455475,0.000263219,0.000263219,0.343637586,0.000263219,0.146233663,0.000263219,0.000263219,0.000263219,0.000263219,0.000263219,0.000263219,0.000263219,0.000263219,0.000263219,0.03031658,0.039439794,0.212767616,0.000263219,0.022157716,0.000263219,0.018132128,0.000263219,0.000263219,0.000263219,0.000263219,0.000263219,0.000263219,0.000263219
0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.19646062,0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.000268879,0.360057175,0.052418809,0.000268879,0.000268879,0.000268879,0.034016587,0.000268879,0.347636044,0.000268879,0.000268879,0.000268879
0.000301328,0.036400095,0.000301328,0.045768693,0.135549605,0.000301328,0.000301328,0.000301328,0.000301328,0.000301328,0.000301328,0.000301328,0.162764937,0.000301328,0.000301328,0.114246793,0.000301328,0.000301328,0.000301328,0.000301328,0.000301328,0.000301328,0.025121666,0.000301328,0.000301328,0.000301328,0.000301328,0.199928731,0.000301328,0.000301328,0.221476376,0.035422884,0.000301328,0.000301328,0.000301328,0.014280365,0.000301328,0.000301328,0.000301328,0.000301328
0.000543637,0.000543637,0.026628014,0.000543637,0.000543637,0.000543637,0.000543637,0.000543637,0.000543637,0.000543637,0.000543637,0.000543637,0.000543637,0.299921453,0.000543637,0.000543637,0.028146168,0.148662239,0.000543637,0.000543637,0.000543637,0.000543637,0.000543637,0.000543637,0.000543637,0.000543637,0.000543637,0.000543637,0.000543637,0.087140046,0.000543637,0.149258554,0.000543637,0.000543637,0.000543637,0.000543637,0.000543637,0.000543637,0.242303461,0.000543637
0.000510302,0.000510302,0.000510302,0.000510302,0.000510302,0.000510302,0.000510302,0.000510302,0.000510302,0.000510302,0.020909466,0.000510302,0.000510302,0.000510302,0.000510302,0.335654378,0.000510302,0.145447999,0.000510302,0.022450924,0.000510302,0.307097882,0.000510302,0.000510302,0.000510302,0.000510302,0.000510302,0.000510302,0.000510302,0.130503178,0.000510302,0.000510302,0.000510302,0.021096176,0.000510302,0.000510302,0.000510302,0.000510302,0.000510302,0.000510302
0.00092623,0.00092623,0.00092623,0.00092623,0.00092623,0.00092623,0.00092623,0.00092623,0.00092623,0.037952449,0.00092623,0.00092623,0.00092623,0.203814566,0.00092623,0.00092623,0.00092623,0.214461192,0.00092623,0.00092623,0.00092623,0.00092623,0.00092623,0.00092623,0.00092623,0.049069408,0.074082866,0.00092623,0.00092623,0.262498766,0.00092623,0.00092623,0.046373244,0.00092623,0.00092623,0.00092623,0.00092623,0.00092623,0.00092623,0.082108147
0.039334752,0.000312565,0.000312565,0.000312565,0.053407013,0.000312565,0.000312565,0.000312565,0.000312565,0.000312565,0.000312565,0.000312565,0.000312565,0.000312565,0.000312565,0.445781142,0.000312565,0.000312565,0.158859253,0.000312565,0.112994224,0.000312565,0.000312565,0.000312565,0.000312565,0.000312565,0.000312565,0.000312565,0.000312565,0.077001311,0.000312565,0.000312565,0.037057184,0.031054797,0.000312565,0.000312565,0.034820855,0.000312565,0.000312565,0.000312565
0.000658365,0.028819419,0.000658365,0.000658365,0.000658365,0.000658365,0.000658365,0.000658365,0.000658365,0.032217167,0.000658365,0.177759886,0.000658365,0.033531893,0.026830936,0.000658365,0.000658365,0.126890913,0.000658365,0.000658365,0.000658365,0.000658365,0.000658365,0.000658365,0.272623718,0.047158528,0.026705297,0.000658365,0.000658365,0.030348171,0.000658365,0.148191541,0.000658365,0.000658365,0.000658365,0.000658365,0.000658365,0.000658365,0.000658365,0.030488305
0.00024049,0.029745506,0.00024049,0.191233143,0.044312652,0.00024049,0.009831008,0.010374743,0.00024049,0.028815316,0.00024049,0.047480848,0.051724177,0.00024049,0.00024049,0.18100743,0.00024049,0.00024049,0.032120727,0.00024049,0.068562582,0.14245826,0.00024049,0.00024049,0.00024049,0.00024049,0.030496774,0.04959929,0.00024049,0.011488392,0.00024049,0.00024049,0.00024049,0.00024049,0.042073403,0.00024049,0.00024049,0.00024049,0.023144523,0.00024049
0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.121746771,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.866665721,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934,0.000304934
0.000471804,0.000471804,0.000471804,0.000471804,0.075745419,0.000471804,0.000471804,0.057596844,0.000471804,0.000471804,0.000471804,0.000471804,0.000471804,0.224127427,0.000471804,0.000471804,0.000471804,0.234501585,0.019480897,0.000471804,0.000471804,0.000471804,0.000471804,0.000471804,0.216905668,0.000471804,0.000471804,0.000471804,0.000471804,0.156072617,0.000471804,0.000471804,0.000471804,0.000471804,0.000471804,0.000471804,0.000471804,0.000471804,0.000471804,0.000471804
0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.512492776,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185,0.012500185
0.000219343,0.000219343,0.009160434,0.000219343,0.000219343,0.056544375,0.009734633,0.000219343,0.000219343,0.000219343,0.000219343,0.000219343,0.000219343,0.158807263,0.000219343,0.000219343,0.000219343,0.000219343,0.000219343,0.000219343,0.000219343,0.000219343,0.000219343,0.027774885,0.201196119,0.000219343,0.000219343,0.000219343,0.000219343,0.438501269,0.000219343,0.000219343,0.062249597,0.000219343,0.000219343,0.000219343,0.018269345,0.000219343,0.011181789,0.000219343
0.000500152,0.000500152,0.107929558,0.000500152,0.409467399,0.000500152,0.000500152,0.000500152,0.000500152,0.000500152,0.000500152,0.000500152,0.000500152,0.000500152,0.000500152,0.022508217,0.000500152,0.000500152,0.000500152,0.000500152,0.117961884,0.000500152,0.000500152,0.000500152,0.000500152,0.000500152,0.000500152,0.000500152,0.000500152,0.071635887,0.105708249,0.000500152,0.000500152,0.000500152,0.148283839,0.000500152,0.000500152,0.000500152,0.000500152,0.000500152
0.000555685,0.000555685,0.000555685,0.000555685,0.000555685,0.000555685,0.000555685,0.000555685,0.000555685,0.000555685,0.02642235,0.000555685,0.000555685,0.000555685,0.000555685,0.000555685,0.000555685,0.000555685,0.000555685,0.080929771,0.000555685,0.000555685,0.000555685,0.126054749,0.000555685,0.000555685,0.08723864,0.000555685,0.000555685,0.023872998,0.000555685,0.193728685,0.000555685,0.103742644,0.000555685,0.3402282,0.000555685,0.000555685,0.000555685,0.000555685
0.000757675,0.666926324,0.161296546,0.000757675,0.000757675,0.000757675,0.000757675,0.000757675,0.000757675,0.000757675,0.000757675,0.000757675,0.031580672,0.000757675,0.000757675,0.000757675,0.000757675,0.000757675,0.000757675,0.061339162,0.000757675,0.000757675,0.000757675,0.000757675,0.022035901,0.000757675,0.031060433,0.000757675,0.000757675,0.000757675,0.000757675,0.000757675,0.000757675,0.000757675,0.000757675,0.000757675,0.000757675,0.000757675,0.000757675,0.000757675
0.260231346,0.039019454,0.518342376,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.054124244,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.000926139,0.057649005,0.000926139,0.000926139,0.000926139,0.03914484,0.000926139,0.000926139,0.000926139
0.04133163,0.000510347,0.405265272,0.000510347,0.000510347,0.000510347,0.000510347,0.000510347,0.000510347,0.000510347,0.026259581,0.102787316,0.000510347,0.000510347,0.000510347,0.029339511,0.000510347,0.000510347,0.000510347,0.000510347,0.000510347,0.041332766,0.311208546,0.000510347,0.000510347,0.000510347,0.000510347,0.026144229,0.000510347,0.000510347,0.000510347,0.000510347,0.000510347,0.000510347,0.000510347,0.000510347,0.000510347,0.000510347,0.000510347,0.000510347
0.000403306,0.000403306,0.000403306,0.000403306,0.000403306,0.000403306,0.000403306,0.000403306,0.000403306,0.068712525,0.000403306,0.000403306,0.000403306,0.000403306,0.050384384,0.000403306,0.027797038,0.048688255,0.027412402,0.000403306,0.000403306,0.000403306,0.000403306,0.000403306,0.000403306,0.441357702,0.000403306,0.000403306,0.000403306,0.000403306,0.000403306,0.213446692,0.000403306,0.000403306,0.000403306,0.000403306,0.000403306,0.109295227,0.000403306,0.000403306
0.000454562,0.000454562,0.02208538,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.960641265,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562,0.000454562
0.000312562,0.000312562,0.000312562,0.000312562,0.752679408,0.000312562,0.000312562,0.000312562,0.000312562,0.000312562,0.000312562,0.018241001,0.000312562,0.000312562,0.000312562,0.000312562,0.000312562,0.000312562,0.000312562,0.000312562,0.018828599,0.000312562,0.021265022,0.000312562,0.000312562,0.000312562,0.066692635,0.000312562,0.013003769,0.098974966,0.000312562,0.000312562,0.000312562,0.000312562,0.000312562,0.000312562,0.000312562,0.000312562,0.000312562,0.000312562
0.000263181,0.000263181,0.000263181,0.731468141,0.077903956,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.080367014,0.035932854,0.000263181,0.000263181,0.065116726,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181,0.000263181
0.000781569,0.000781569,0.245138004,0.000781569,0.000781569,0.000781569,0.000781569,0.033419993,0.000781569,0.000781569,0.032064583,0.000781569,0.000781569,0.000781569,0.000781569,0.000781569,0.000781569,0.000781569,0.000781569,0.000781569,0.000781569,0.073415004,0.000781569,0.000781569,0.000781569,0.000781569,0.000781569,0.000781569,0.157074079,0.114972837,0.000781569,0.071623348,0.000781569,0.000781569,0.000781569,0.247281909,0.000781569,0.000781569,0.000781569,0.000781569
