,0
2997,13
2998,25
2999,9
3000,9
3001,24
3002,7
3003,0
3004,25
3005,25
3006,24
3007,12
3008,3
3009,10
3010,1
3011,0
3012,0
3013,29
3014,0
3015,10
3016,10
3017,23
3018,17
3019,25
3020,4
3021,29
3022,29
3023,25
3024,26
3025,11
3026,6
3027,29
3028,26
3029,25
3030,15
3031,21
3032,11
3033,3
3034,0
3035,17
3036,16
3037,12
3038,10
3039,28
3040,4
3041,8
3042,25
3043,5
3044,5
3045,25
3046,11
3047,28
3048,29
3049,18
3050,7
3051,27
3052,8
3053,0
3054,8
3055,24
3056,14
3057,29
3058,29
3059,8
3060,15
3061,15
3062,22
3063,22
3064,13
3065,2
3066,28
3067,7
3068,25
3069,7
3070,15
3071,2
3072,17
3073,16
3074,3
3075,0
3076,13
3077,15
3078,13
3079,28
3080,22
3081,7
3082,24
3083,18
3084,25
3085,20
3086,29
3087,14
3088,28
3089,8
3090,16
3091,25
3092,10
3093,2
3094,29
3095,11
3096,7
3097,4
3098,27
3099,27
3100,10
3101,0
3102,24
3103,11
3104,13
3105,29
3106,29
3107,0
3108,25
3109,7
3110,25
3111,10
3112,15
3113,22
3114,25
3115,29
3116,16
3117,18
3118,18
3119,7
3120,17
3121,15
3122,7
3123,4
3124,16
3125,25
3126,27
3127,6
3128,19
3129,13
3130,24
3131,8
3132,3
3133,2
3134,4
3135,29
3136,28
3137,3
3138,6
3139,14
3140,12
3141,3
3142,8
3143,10
3144,6
3145,0
3146,3
3147,16
3148,29
3149,13
3150,24
3151,4
3152,20
3153,5
3154,15
3155,7
3156,15
3157,14
3158,26
3159,1
3160,25
3161,15
3162,29
3163,13
3164,29
3165,16
3166,23
3167,11
3168,20
3169,4
3170,4
3171,16
3172,24
3173,22
3174,16
3175,22
3176,28
3177,21
3178,20
3179,14
3180,28
3181,14
3182,16
3183,21
3184,20
3185,14
3186,12
3187,22
3188,20
3189,6
3190,0
3191,24
3192,21
3193,17
3194,4
3195,19
3196,28
3197,11
3198,19
3199,22
3200,11
3201,4
3202,8
3203,16
3204,12
3205,22
3206,19
3207,24
3208,7
3209,25
3210,12
3211,6
3212,6
3213,11
3214,16
3215,24
3216,21
3217,26
3218,15
3219,19
3220,19
3221,19
3222,26
3223,26
3224,12
3225,4
3226,14
3227,12
3228,12
3229,12
3230,10
3231,29
3232,29
3233,3
3234,20
3235,9
3236,11
3237,16
3238,6
3239,9
3240,26
3241,6
3242,9
3243,15
3244,20
3245,8
3246,15
3247,29
3248,15
3249,26
3250,11
3251,16
3252,4
3253,6
3254,28
3255,4
3256,20
3257,4
3258,23
3259,0
3260,14
3261,2
3262,2
3263,15
3264,2
3265,27
3266,10
3267,25
3268,21
3269,21
3270,28
3271,18
3272,20
3273,20
3274,14
3275,7
3276,15
3277,26
3278,14
3279,5
3280,29
3281,5
3282,9
3283,4
3284,11
3285,29
3286,21
3287,10
3288,4
3289,11
3290,26
3291,0
3292,1
3293,20
3294,11
3295,2
3296,23
3297,20
3298,4
3299,17
3300,26
3301,22
3302,11
3303,15
3304,22
3305,19
3306,22
3307,26
3308,4
3309,8
3310,18
3311,11
3312,16
3313,4
3314,19
3315,15
3316,6
3317,13
3318,5
3319,29
3320,15
3321,6
3322,8
3323,8
3324,1
3325,2
3326,0
3327,24
3328,16
3329,16
3330,23
3331,13
3332,6
3333,6
3334,18
3335,9
3336,19
3337,7
3338,20
3339,26
3340,11
3341,17
3342,13
3343,29
3344,20
3345,20
3346,15
3347,13
3348,29
3349,29
3350,29
3351,16
3352,11
3353,14
3354,8
3355,7
3356,29
3357,4
3358,12
3359,16
3360,3
3361,4
3362,17
3363,4
3364,8
3365,25
3366,19
3367,22
3368,7
3369,16
3370,11
3371,17
3372,15
3373,25
3374,21
3375,6
3376,25
3377,20
3378,26
3379,2
3380,11
3381,10
3382,5
3383,15
3384,10
3385,20
3386,14
3387,0
3388,29
3389,11
3390,2
3391,6
3392,3
3393,8
3394,24
3395,25
3396,14
3397,17
3398,18
3399,2
3400,12
3401,16
3402,11
3403,3
3404,25
3405,3
3406,28
3407,22
3408,8
3409,0
3410,13
3411,29
3412,9
3413,29
3414,16
3415,13
3416,0
3417,19
3418,28
3419,10
3420,0
3421,5
3422,14
3423,0
3424,25
3425,5
3426,24
3427,4
3428,15
3429,20
3430,24
3431,17
3432,0
3433,28
3434,19
3435,27
3436,27
3437,18
3438,28
3439,13
3440,24
3441,13
3442,10
3443,8
3444,21
3445,3
3446,25
3447,28
3448,21
3449,25
3450,3
3451,0
3452,25
3453,14
3454,11
3455,12
3456,10
3457,17
3458,26
3459,4
3460,29
3461,29
3462,13
3463,16
3464,1
3465,23
3466,18
3467,29
3468,29
3469,29
3470,13
3471,21
3472,3
3473,22
3474,14
3475,4
3476,27
3477,24
3478,4
3479,8
3480,24
3481,14
3482,2
3483,25
3484,17
3485,4
3486,8
3487,14
3488,26
3489,2
3490,9
3491,21
3492,1
3493,14
3494,12
3495,2
3496,21
3497,11
3498,9
3499,21
3500,16
3501,3
3502,11
3503,4
3504,5
3505,20
3506,24
3507,29
3508,7
3509,15
3510,29
3511,4
3512,13
3513,21
3514,22
3515,16
3516,28
3517,6
3518,6
3519,0
3520,0
3521,4
3522,24
3523,11
3524,6
3525,0
3526,28
3527,17
3528,18
3529,18
3530,0
3531,25
3532,24
3533,14
3534,2
3535,16
3536,3
3537,3
3538,9
3539,20
3540,5
3541,25
3542,3
3543,25
3544,2
3545,0
3546,24
3547,26
3548,26
3549,21
3550,23
3551,17
3552,23
3553,24
3554,16
3555,7
3556,24
3557,5
3558,13
3559,8
3560,14
3561,25
3562,16
3563,5
3564,29
3565,11
3566,3
3567,25
3568,12
3569,5
3570,19
3571,28
3572,17
3573,16
3574,16
3575,18
3576,11
3577,9
3578,21
3579,17
3580,24
3581,11
3582,15
3583,11
3584,2
3585,2
3586,24
3587,27
3588,18
3589,10
3590,23
3591,17
3592,0
3593,11
3594,6
3595,0
3596,24
3597,29
3598,11
3599,17
3600,15
3601,20
3602,0
3603,17
3604,1
3605,21
3606,26
3607,27
3608,11
3609,25
3610,25
3611,3
3612,11
3613,26
3614,21
3615,10
3616,24
3617,17
3618,5
3619,4
3620,11
3621,9
3622,4
3623,0
3624,0
3625,0
3626,28
3627,14
3628,10
3629,0
3630,15
3631,0
3632,0
3633,5
3634,17
3635,27
3636,27
3637,18
3638,25
3639,14
3640,29
3641,5
3642,0
3643,0
3644,11
3645,15
3646,27
3647,24
3648,11
3649,20
3650,20
3651,24
3652,7
3653,25
3654,26
3655,20
3656,3
3657,11
3658,11
3659,4
3660,22
3661,10
3662,29
3663,2
3664,0
3665,11
3666,29
3667,16
3668,29
3669,10
3670,29
3671,29
3672,8
3673,22
3674,20
3675,27
3676,5
3677,10
3678,20
3679,22
3680,29
3681,5
3682,2
3683,10
3684,24
3685,14
3686,24
3687,17
3688,15
3689,27
3690,7
3691,20
3692,23
3693,5
3694,16
3695,8
3696,27
3697,11
3698,26
3699,28
3700,14
3701,7
3702,27
3703,23
3704,17
3705,16
3706,15
3707,29
3708,5
3709,1
3710,3
3711,9
3712,3
3713,6
3714,11
3715,22
3716,4
3717,16
3718,10
3719,22
3720,29
3721,16
3722,28
3723,4
3724,4
3725,2
3726,0
3727,29
3728,25
3729,24
3730,29
3731,24
3732,3
3733,5
3734,17
3735,24
3736,25
3737,18
3738,29
3739,23
3740,11
3741,14
3742,21
3743,16
3744,3
3745,16
3746,3
3747,16
3748,11
3749,11
3750,4
3751,16
3752,28
3753,26
3754,6
3755,11
3756,17
3757,3
3758,27
3759,20
3760,11
3761,24
3762,12
3763,10
3764,17
3765,16
3766,15
3767,7
3768,0
3769,10
3770,25
3771,5
3772,3
3773,4
3774,11
3775,16
3776,20
3777,4
3778,21
3779,20
3780,15
3781,9
3782,20
3783,26
3784,15
3785,5
3786,23
3787,7
3788,9
3789,28
3790,14
3791,19
3792,21
3793,3
3794,16
3795,20
3796,16
3797,2
3798,0
3799,21
3800,20
3801,22
3802,25
3803,14
3804,24
3805,2
3806,29
3807,2
3808,3
3809,17
3810,6
3811,1
3812,12
3813,5
3814,4
3815,5
3816,27
3817,20
3818,29
3819,29
3820,11
3821,16
3822,0
3823,24
3824,0
3825,14
3826,6
3827,18
3828,15
3829,14
3830,23
3831,15
3832,17
3833,14
3834,7
3835,10
3836,8
3837,2
3838,11
3839,17
3840,24
3841,9
3842,15
3843,14
3844,1
3845,26
3846,16
3847,26
3848,15
3849,5
3850,11
3851,18
3852,3
3853,21
3854,5
3855,8
3856,5
3857,21
3858,3
3859,17
3860,17
3861,16
3862,4
3863,4
3864,21
3865,11
3866,2
3867,4
3868,20
3869,15
3870,11
3871,18
3872,15
3873,15
3874,15
3875,17
3876,3
3877,24
3878,26
3879,4
3880,16
3881,6
3882,28
3883,8
3884,11
3885,19
3886,4
3887,15
3888,10
3889,18
3890,24
3891,11
3892,8
3893,4
3894,9
3895,11
3896,26
3897,12
3898,23
3899,27
3900,4
3901,5
3902,1
3903,1
3904,29
3905,12
3906,28
3907,6
3908,8
3909,7
3910,15
3911,23
3912,11
3913,12
3914,15
3915,26
3916,29
3917,29
3918,12
3919,10
3920,7
3921,28
3922,5
3923,12
3924,0
3925,25
3926,26
3927,18
3928,26
3929,21
3930,11
3931,19
3932,5
3933,20
3934,21
3935,28
3936,15
3937,6
3938,17
3939,11
3940,15
3941,27
3942,22
3943,3
3944,4
3945,4
3946,22
3947,29
3948,10
3949,9
3950,27
3951,15
3952,24
3953,6
3954,25
3955,4
3956,4
3957,4
3958,8
3959,28
3960,12
3961,11
3962,15
3963,20
3964,20
3965,11
3966,15
3967,4
3968,20
3969,4
3970,2
3971,11
3972,6
3973,16
3974,3
3975,25
3976,20
3977,21
3978,3
3979,20
3980,1
3981,28
3982,9
3983,6
3984,11
3985,11
3986,11
3987,15
3988,29
3989,16
3990,19
3991,15
3992,3
3993,20
3994,16
3995,29
3996,20
3997,20
3998,21
3999,19
4000,19
4001,1
4002,28
4003,28
4004,28
4005,28
4006,28
4007,18
4008,4
4009,28
4010,28
4011,28
4012,28
4013,6
4014,10
4015,28
4016,19
4017,28
4018,28
4019,25
4020,6
4021,28
4022,28
4023,28
4024,28
4025,28
4026,12
4027,28
4028,28
4029,28
4030,18
4031,5
4032,28
4033,13
4034,28
4035,13
4036,28
4037,28
4038,28
4039,28
4040,28
4041,28
4042,28
4043,19
4044,28
4045,28
