0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.00083349115,0.090244316,0.00083349115,0.00083349115,0.00083349115,0.00083349115,0.00083349115,0.00083349115,0.00083349115,0.00083349115,0.00083349115,0.09283521,0.00083349115,0.00083349115,0.00083349115,0.00083349115,0.00083349115,0.28384227,0.00083349115,0.00083349115,0.00083349115,0.00083349115,0.24383146,0.00083349115,0.00083349115,0.00083349115,0.00083349115,0.00083349115,0.00083349115,0.00083349115,0.00083349115,0.00083349115,0.00083349115,0.00083349115,0.00083349115,0.00083349115,0.089264825,0.13481313,0.037663568,0.00083349115
0.00058147276,0.00058147276,0.00058147276,0.00058147276,0.00058147276,0.00058147276,0.00058147276,0.00058147276,0.00058147276,0.050123524,0.00058147276,0.00058147276,0.00058147276,0.00058147276,0.051145785,0.00058147276,0.00058147276,0.34594744,0.00058147276,0.00058147276,0.00058147276,0.00058147276,0.13564017,0.00058147276,0.00058147276,0.00058147276,0.00058147276,0.00058147276,0.00058147276,0.00058147276,0.00058147276,0.00058147276,0.00058147276,0.00058147276,0.36075494,0.00058147276,0.00058147276,0.036618095,0.00058147276,0.00058147276
0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.84706837,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.029579127,0.058023315,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.00045461225,0.04896315,0.00045461225,0.00045461225
0.00034728614,0.00034728614,0.00034728614,0.00034728614,0.03903188,0.00034728614,0.00034728614,0.00034728614,0.00034728614,0.00034728614,0.00034728614,0.033486336,0.00034728614,0.00034728614,0.00034728614,0.00034728614,0.00034728614,0.00034728614,0.7092521,0.00034728614,0.00034728614,0.00034728614,0.00034728614,0.00034728614,0.00034728614,0.00034728614,0.00034728614,0.03563717,0.00034728614,0.00034728614,0.00034728614,0.00034728614,0.00034728614,0.00034728614,0.00034728614,0.00034728614,0.09893653,0.07184826,0.00034728614,0.00034728614
0.00043893736,0.00043893736,0.00043893736,0.015708955,0.00043893736,0.09985675,0.00043893736,0.021384887,0.00043893736,0.00043893736,0.00043893736,0.00043893736,0.042016026,0.00043893736,0.00043893736,0.00043893736,0.019550413,0.00043893736,0.3530363,0.00043893736,0.00043893736,0.00043893736,0.00043893736,0.021632709,0.00043893736,0.00043893736,0.00043893736,0.072699495,0.020264057,0.00043893736,0.00043893736,0.022327507,0.00043893736,0.00043893736,0.23106076,0.00043893736,0.00043893736,0.06817189,0.00043893736,0.00043893736
0.00043119612,0.031941615,0.00043119612,0.00043119612,0.00043119612,0.018404601,0.00043119612,0.00043119612,0.02621062,0.00043119612,0.00043119612,0.00043119612,0.4551802,0.00043119612,0.00043119612,0.00043119612,0.00043119612,0.00043119612,0.00043119612,0.03474475,0.00043119612,0.00043119612,0.00043119612,0.00043119612,0.00043119612,0.00043119612,0.00043119612,0.04824816,0.00043119612,0.00043119612,0.00043119612,0.00043119612,0.00043119612,0.00043119612,0.2822541,0.00043119612,0.00043119612,0.00043119612,0.0892177,0.00043119612
0.00022736487,0.00022736487,0.00022736487,0.00022736487,0.00022736487,0.020373885,0.07038284,0.00022736487,0.00022736487,0.0146582695,0.042536825,0.00022736487,0.00022736487,0.01126593,0.00022736487,0.00022736487,0.00022736487,0.00022736487,0.00022736487,0.012348818,0.00022736487,0.00022736487,0.00022736487,0.13099389,0.00022736487,0.012756465,0.03503087,0.1419208,0.010160874,0.04119017,0.11712673,0.00022736487,0.078457266,0.00022736487,0.00022736487,0.00022736487,0.00022736487,0.00022736487,0.00022736487,0.25511223
0.00023592303,0.00023592303,0.00023592303,0.00023592303,0.00023592303,0.00023592303,0.00023592303,0.00023592303,0.00023592303,0.00023592303,0.00023592303,0.00023592303,0.00023592303,0.00023592303,0.036272198,0.027178075,0.00023592303,0.00023592303,0.00023592303,0.00023592303,0.00023592303,0.00023592303,0.00023592303,0.00023592303,0.08979823,0.00023592303,0.00023592303,0.00023592303,0.061447307,0.00023592303,0.00023592303,0.00023592303,0.00023592303,0.046570543,0.7186171,0.00023592303,0.00023592303,0.00023592303,0.012331114,0.00023592303
0.000196895,0.000196895,0.000196895,0.000196895,0.000196895,0.000196895,0.024102543,0.000196895,0.000196895,0.000196895,0.11646016,0.09517631,0.000196895,0.000196895,0.000196895,0.12572607,0.000196895,0.000196895,0.000196895,0.19857103,0.000196895,0.000196895,0.000196895,0.22097102,0.000196895,0.000196895,0.000196895,0.05329324,0.000196895,0.000196895,0.021546615,0.000196895,0.13804932,0.000196895,0.000196895,0.000196895,0.000196895,0.000196895,0.000196895,0.000196895
0.0006580343,0.0006580343,0.0006580343,0.022615734,0.0006580343,0.0006580343,0.0006580343,0.0006580343,0.0006580343,0.31713212,0.0006580343,0.0006580343,0.0006580343,0.0006580343,0.0006580343,0.0006580343,0.0006580343,0.0006580343,0.0006580343,0.0006580343,0.0006580343,0.0006580343,0.0006580343,0.27757496,0.0006580343,0.0006580343,0.0006580343,0.0006580343,0.0006580343,0.0006580343,0.0006580343,0.0006580343,0.19270648,0.0006580343,0.04057446,0.0006580343,0.0006580343,0.0006580343,0.0006580343,0.12702306
