,0
2998,8
2999,28
3000,28
3001,34
3002,10
3003,3
3004,8
3005,8
3006,17
3007,21
3008,25
3009,13
3010,2
3011,3
3012,3
3013,33
3014,3
3015,13
3016,6
3017,7
3018,30
3019,8
3020,32
3021,17
3022,33
3023,8
3024,37
3025,22
3026,39
3027,33
3028,26
3029,8
3030,30
3031,36
3032,22
3033,25
3034,3
3035,30
3036,33
3037,29
3038,6
3039,20
3040,7
3041,15
3042,8
3043,16
3044,16
3045,8
3046,22
3047,20
3048,33
3049,24
3050,10
3051,9
3052,15
3053,3
3054,15
3055,17
3056,18
3057,33
3058,17
3059,15
3060,4
3061,4
3062,23
3063,23
3064,12
3065,14
3066,38
3067,10
3068,31
3069,10
3070,4
3071,14
3072,30
3073,31
3074,25
3075,3
3076,12
3077,4
3078,12
3079,38
3080,19
3081,8
3082,34
3083,24
3084,8
3085,35
3086,33
3087,18
3088,36
3089,15
3090,0
3091,8
3092,13
3093,14
3094,17
3095,22
3096,10
3097,32
3098,9
3099,9
3100,13
3101,3
3102,34
3103,23
3104,12
3105,33
3106,6
3107,3
3108,8
3109,10
3110,8
3111,13
3112,4
3113,30
3114,8
3115,33
3116,0
3117,24
3118,24
3119,10
3120,30
3121,4
3122,10
3123,32
3124,0
3125,8
3126,9
3127,39
3128,5
3129,12
3130,34
3131,15
3132,26
3133,14
3134,32
3135,33
3136,38
3137,25
3138,39
3139,18
3140,29
3141,26
3142,15
3143,13
3144,1
3145,3
3146,26
3147,0
3148,17
3149,12
3150,34
3151,32
3152,35
3153,16
3154,4
3155,10
3156,4
3157,21
3158,37
3159,2
3160,8
3161,4
3162,6
3163,12
3164,17
3165,31
3166,7
3167,22
3168,35
3169,32
3170,32
3171,0
3172,34
3173,23
3174,0
3175,19
3176,19
3177,19
3178,35
3179,18
3180,38
3181,18
3182,31
3183,36
3184,7
3185,18
3186,18
3187,23
3188,35
3189,39
3190,34
3191,34
3192,31
3193,30
3194,32
3195,5
3196,38
3197,22
3198,5
3199,25
3200,22
3201,32
3202,15
3203,11
3204,21
3205,21
3206,5
3207,34
3208,10
3209,8
3210,29
3211,39
3212,1
3213,22
3214,0
3215,34
3216,31
3217,37
3218,4
3219,5
3220,5
3221,5
3222,37
3223,37
3224,29
3225,36
3226,18
3227,29
3228,29
3229,21
3230,6
3231,17
3232,17
3233,25
3234,35
3235,28
3236,22
3237,11
3238,39
3239,28
3240,37
3241,39
3242,28
3243,28
3244,35
3245,15
3246,4
3247,17
3248,4
3249,37
3250,22
3251,0
3252,1
3253,1
3254,38
3255,32
3256,7
3257,7
3258,7
3259,3
3260,18
3261,14
3262,14
3263,4
3264,14
3265,9
3266,13
3267,8
3268,21
3269,36
3270,38
3271,24
3272,35
3273,35
3274,18
3275,10
3276,37
3277,37
3278,18
3279,16
3280,33
3281,17
3282,28
3283,7
3284,22
3285,33
3286,21
3287,13
3288,1
3289,23
3290,26
3291,3
3292,2
3293,35
3294,22
3295,14
3296,21
3297,35
3298,32
3299,30
3300,37
3301,21
3302,22
3303,4
3304,23
3305,5
3306,23
3307,37
3308,7
3309,15
3310,24
3311,22
3312,31
3313,32
3314,5
3315,4
3316,39
3317,12
3318,16
3319,17
3320,4
3321,1
3322,15
3323,15
3324,2
3325,14
3326,3
3327,34
3328,11
3329,11
3330,7
3331,12
3332,39
3333,39
3334,24
3335,28
3336,5
3337,10
3338,35
3339,37
3340,22
3341,0
3342,12
3343,17
3344,1
3345,35
3346,4
3347,12
3348,17
3349,33
3350,33
3351,11
3352,22
3353,11
3354,15
3355,10
3356,33
3357,32
3358,21
3359,11
3360,25
3361,32
3362,30
3363,32
3364,15
3365,8
3366,5
3367,23
3368,10
3369,11
3370,22
3371,30
3372,4
3373,8
3374,36
3375,39
3376,8
3377,35
3378,37
3379,14
3380,22
3381,13
3382,16
3383,4
3384,6
3385,35
3386,18
3387,3
3388,33
3389,22
3390,14
3391,1
3392,25
3393,15
3394,34
3395,8
3396,21
3397,0
3398,24
3399,14
3400,29
3401,11
3402,22
3403,9
3404,8
3405,25
3406,25
3407,25
3408,15
3409,34
3410,12
3411,33
3412,28
3413,33
3414,11
3415,12
3416,3
3417,5
3418,19
3419,13
3420,3
3421,16
3422,11
3423,3
3424,8
3425,16
3426,17
3427,7
3428,4
3429,1
3430,34
3431,30
3432,3
3433,38
3434,5
3435,9
3436,9
3437,24
3438,38
3439,12
3440,34
3441,12
3442,13
3443,15
3444,21
3445,26
3446,8
3447,38
3448,36
3449,8
3450,25
3451,34
3452,8
3453,18
3454,22
3455,21
3456,13
3457,30
3458,23
3459,32
3460,33
3461,17
3462,12
3463,31
3464,2
3465,7
3466,24
3467,17
3468,33
3469,33
3470,12
3471,36
3472,25
3473,38
3474,18
3475,7
3476,9
3477,17
3478,32
3479,15
3480,17
3481,11
3482,14
3483,8
3484,30
3485,32
3486,15
3487,18
3488,37
3489,14
3490,28
3491,36
3492,2
3493,18
3494,21
3495,14
3496,36
3497,23
3498,28
3499,36
3500,31
3501,25
3502,22
3503,32
3504,16
3505,21
3506,34
3507,33
3508,10
3509,30
3510,17
3511,32
3512,12
3513,36
3514,19
3515,11
3516,38
3517,1
3518,39
3519,3
3520,3
3521,32
3522,34
3523,22
3524,39
3525,3
3526,38
3527,30
3528,24
3529,24
3530,3
3531,8
3532,6
3533,18
3534,14
3535,11
3536,25
3537,25
3538,28
3539,1
3540,31
3541,8
3542,26
3543,8
3544,21
3545,3
3546,34
3547,37
3548,37
3549,36
3550,7
3551,30
3552,1
3553,34
3554,33
3555,10
3556,34
3557,16
3558,12
3559,15
3560,21
3561,8
3562,11
3563,16
3564,33
3565,22
3566,26
3567,8
3568,29
3569,16
3570,5
3571,38
3572,30
3573,0
3574,0
3575,24
3576,22
3577,28
3578,36
3579,30
3580,34
3581,22
3582,4
3583,23
3584,14
3585,14
3586,34
3587,26
3588,24
3589,13
3590,32
3591,0
3592,3
3593,35
3594,1
3595,3
3596,6
3597,33
3598,22
3599,11
3600,4
3601,35
3602,3
3603,30
3604,2
3605,36
3606,37
3607,9
3608,22
3609,8
3610,8
3611,26
3612,22
3613,37
3614,32
3615,13
3616,17
3617,0
3618,17
3619,7
3620,22
3621,28
3622,7
3623,3
3624,3
3625,3
3626,36
3627,18
3628,13
3629,3
3630,4
3631,3
3632,34
3633,16
3634,30
3635,9
3636,9
3637,24
3638,8
3639,21
3640,17
3641,16
3642,3
3643,3
3644,4
3645,4
3646,9
3647,34
3648,22
3649,35
3650,35
3651,34
3652,10
3653,8
3654,37
3655,1
3656,25
3657,22
3658,22
3659,7
3660,21
3661,6
3662,33
3663,14
3664,34
3665,35
3666,33
3667,0
3668,17
3669,6
3670,17
3671,33
3672,15
3673,21
3674,35
3675,9
3676,16
3677,6
3678,35
3679,21
3680,17
3681,16
3682,14
3683,6
3684,34
3685,18
3686,34
3687,30
3688,4
3689,9
3690,10
3691,35
3692,21
3693,17
3694,11
3695,15
3696,9
3697,22
3698,37
3699,38
3700,18
3701,10
3702,26
3703,7
3704,31
3705,11
3706,4
3707,33
3708,16
3709,2
3710,25
3711,22
3712,26
3713,1
3714,22
3715,23
3716,32
3717,31
3718,13
3719,21
3720,33
3721,11
3722,20
3723,32
3724,32
3725,14
3726,3
3727,33
3728,8
3729,34
3730,17
3731,34
3732,25
3733,16
3734,30
3735,34
3736,8
3737,24
3738,17
3739,7
3740,14
3741,18
3742,31
3743,0
3744,25
3745,11
3746,25
3747,11
3748,22
3749,22
3750,32
3751,0
3752,20
3753,37
3754,39
3755,21
3756,31
3757,25
3758,9
3759,35
3760,22
3761,34
3762,29
3763,6
3764,30
3765,0
3766,4
3767,10
3768,3
3769,13
3770,8
3771,16
3772,26
3773,36
3774,22
3775,0
3776,35
3777,32
3778,36
3779,35
3780,4
3781,22
3782,35
3783,37
3784,4
3785,16
3786,7
3787,10
3788,1
3789,20
3790,18
3791,5
3792,7
3793,25
3794,0
3795,21
3796,11
3797,14
3798,3
3799,32
3800,7
3801,23
3802,8
3803,18
3804,34
3805,14
3806,17
3807,14
3808,25
3809,30
3810,39
3811,2
3812,29
3813,16
3814,7
3815,16
3816,9
3817,35
3818,17
3819,6
3820,22
3821,31
3822,3
3823,34
3824,3
3825,11
3826,27
3827,24
3828,4
3829,18
3830,21
3831,22
3832,30
3833,18
3834,10
3835,6
3836,15
3837,14
3838,22
3839,30
3840,34
3841,28
3842,4
3843,18
3844,2
3845,37
3846,0
3847,25
3848,4
3849,16
3850,22
3851,24
3852,25
3853,19
3854,16
3855,15
3856,6
3857,31
3858,26
3859,30
3860,30
3861,11
3862,32
3863,32
3864,7
3865,22
3866,14
3867,32
3868,7
3869,4
3870,22
3871,24
3872,4
3873,4
3874,4
3875,30
3876,9
3877,34
3878,26
3879,32
3880,11
3881,39
3882,36
3883,15
3884,22
3885,5
3886,7
3887,22
3888,13
3889,24
3890,34
3891,22
3892,15
3893,7
3894,28
3895,22
3896,37
3897,29
3898,35
3899,26
3900,32
3901,16
3902,2
3903,2
3904,33
3905,29
3906,20
3907,27
3908,15
3909,10
3910,4
3911,7
3912,22
3913,21
3914,4
3915,26
3916,17
3917,17
3918,29
3919,13
3920,10
3921,20
3922,16
3923,29
3924,3
3925,8
3926,26
3927,24
3928,25
3929,36
3930,22
3931,5
3932,16
3933,21
3934,31
3935,38
3936,4
3937,39
3938,31
3939,23
3940,4
3941,26
3942,21
3943,26
3944,32
3945,32
3946,21
3947,17
3948,6
3949,28
3950,26
3951,4
3952,17
3953,39
3954,8
3955,32
3956,32
3957,20
3958,15
3959,38
3960,20
3961,22
3962,4
3963,35
3964,35
3965,22
3966,4
3967,7
3968,35
3969,32
3970,14
3971,22
3972,39
3973,31
3974,25
3975,8
3976,35
3977,7
3978,25
3979,35
3980,2
3981,38
3982,28
3983,39
3984,22
3985,22
3986,22
3987,4
3988,17
3989,0
3990,5
3991,4
3992,26
3993,35
3994,11
3995,33
3996,35
3997,1
3998,7
3999,5
4000,5
4001,2
4002,38
4003,38
4004,38
4005,38
4006,38
4007,24
4008,32
4009,20
4010,38
4011,38
4012,38
4013,39
4014,13
4015,38
4016,5
4017,20
4018,38
4019,8
4020,39
4021,38
4022,38
4023,38
4024,38
4025,38
4026,29
4027,38
4028,38
4029,38
4030,24
4031,16
4032,38
4033,12
4034,19
4035,12
4036,38
4037,38
4038,38
4039,38
4040,19
4041,38
4042,38
4043,5
4044,38
4045,38
