,0
1134,24
1135,4
1136,8
1137,15
1138,31
1139,8
1140,16
1141,15
1142,2
1143,35
1144,32
1145,4
1146,29
1147,18
1148,11
1149,38
1150,38
1151,3
1152,22
1153,14
1154,23
1155,32
1156,2
1157,32
1158,3
1159,29
1160,29
1161,18
1162,38
1163,35
1164,18
1165,38
1166,21
1167,8
1168,1
1169,32
1170,28
1171,22
1172,30
1173,27
1174,39
1175,22
1176,13
1177,14
1178,22
1179,5
1180,8
1181,3
1182,8
1183,35
1184,35
1185,8
1186,31
1187,29
1188,35
1189,0
1190,29
1191,29
1192,8
1193,28
1194,28
1195,9
1196,18
1197,28
1198,16
1199,14
1200,14
1201,38
1202,25
1203,15
1204,18
1205,18
1206,5
1207,3
1208,35
1209,23
1210,24
1211,23
1212,18
1213,36
1214,20
1215,27
1216,13
1217,26
1218,10
1219,31
1220,36
1221,17
1222,38
1223,37
1224,36
1225,13
1226,26
1227,30
1228,35
1229,4
1230,1
1231,4
1232,8
1233,30
1234,0
1235,0
1236,17
1237,34
1238,21
1239,36
1240,39
1241,6
1242,3
1243,35
1244,15
1245,20
1246,35
1247,10
1248,4
1249,9
1250,4
1251,28
1252,28
1253,20
1254,20
1255,8
1256,9
1257,33
1258,37
1259,5
1260,39
1261,39
1262,39
1263,1
1264,23
1265,7
1266,7
1267,35
1268,32
1269,3
1270,30
1271,17
1272,4
1273,35
1274,16
1275,39
1276,6
1277,30
1278,12
1279,7
1280,1
1281,35
1282,18
1283,34
1284,17
1285,17
1286,4
1287,26
1288,9
1289,34
1290,8
1291,3
1292,22
1293,4
1294,4
1295,4
1296,4
1297,22
1298,3
1299,33
1300,7
1301,33
1302,37
1303,10
1304,12
1305,7
1306,36
1307,4
1308,33
1309,23
1310,11
1311,10
1312,37
1313,33
1314,13
1315,32
1316,12
1317,10
1318,34
1319,12
1320,21
1321,6
1322,1
1323,32
1324,33
1325,39
1326,13
1327,15
1328,22
1329,28
1330,39
1331,29
1332,14
1333,22
1334,23
1335,23
1336,37
1337,12
1338,9
1339,22
1340,28
1341,23
1342,6
1343,3
1344,2
1345,10
1346,10
1347,0
1348,18
1349,21
1350,33
1351,24
1352,4
1353,32
1354,17
1355,33
1356,24
1357,24
1358,25
1359,26
1360,17
1361,21
1362,24
1363,22
1364,35
1365,28
1366,34
1367,26
1368,23
1369,22
1370,18
1371,17
1372,37
1373,6
1374,10
1375,6
1376,20
1377,7
1378,20
1379,18
1380,37
1381,18
1382,18
1383,11
1384,39
1385,1
1386,6
1387,2
1388,10
1389,21
1390,17
1391,14
1392,15
1393,21
1394,13
1395,10
1396,30
1397,31
1398,8
1399,3
1400,37
1401,13
1402,9
1403,14
1404,21
1405,6
1406,10
1407,23
1408,25
1409,14
1410,28
1411,4
1412,21
1413,38
1414,8
1415,26
1416,7
1417,18
1418,24
1419,7
1420,37
1421,30
1422,31
1423,18
1424,24
1425,29
1426,25
1427,21
1428,14
1429,3
1430,23
1431,28
1432,4
1433,9
1434,39
1435,17
1436,6
1437,4
1438,12
1439,7
1440,3
1441,0
1442,35
1443,4
1444,4
1445,15
1446,36
1447,35
1448,32
1449,18
1450,4
1451,4
1452,10
1453,23
1454,6
1455,17
1456,33
1457,33
1458,23
1459,25
1460,10
1461,26
1462,6
1463,11
1464,12
1465,6
1466,30
1467,25
1468,36
1469,31
1470,29
1471,9
1472,6
1473,29
1474,0
1475,6
1476,9
1477,26
1478,30
1479,25
1480,4
1481,23
1482,9
1483,26
1484,34
1485,31
1486,17
1487,39
1488,34
1489,38
1490,4
1491,24
1492,32
1493,32
1494,34
1495,5
1496,5
1497,21
1498,30
1499,18
1500,22
1501,4
1502,25
1503,0
1504,17
1505,13
1506,33
1507,13
1508,26
1509,28
1510,8
1511,33
1512,15
1513,4
1514,35
1515,9
1516,28
1517,28
1518,39
1519,33
1520,22
1521,39
1522,4
1523,35
1524,20
1525,7
1526,11
1527,0
1528,11
1529,12
1530,16
1531,3
1532,14
1533,32
1534,24
1535,10
1536,23
1537,4
1538,22
1539,4
1540,35
1541,4
1542,4
1543,26
1544,1
1545,26
1546,32
1547,5
1548,16
1549,16
1550,33
1551,11
1552,17
1553,33
1554,11
1555,16
1556,33
1557,17
1558,34
1559,8
1560,17
1561,2
1562,37
1563,10
1564,35
1565,21
1566,39
1567,28
1568,34
1569,16
1570,30
1571,29
1572,22
1573,33
1574,33
1575,0
1576,18
1577,28
1578,8
1579,10
1580,28
1581,30
1582,12
1583,7
1584,6
1585,15
1586,12
1587,4
1588,32
1589,32
1590,22
1591,11
1592,4
1593,4
1594,34
1595,33
1596,33
1597,16
1598,4
1599,31
1600,33
1601,0
1602,9
1603,2
1604,33
1605,23
1606,23
1607,8
1608,31
1609,17
1610,28
1611,30
1612,14
1613,14
1614,11
1615,30
1616,39
1617,35
1618,12
1619,5
1620,35
1621,30
1622,8
1623,3
1624,30
1625,36
1626,22
1627,22
1628,36
1629,36
1630,4
1631,26
1632,30
1633,19
1634,25
1635,31
1636,30
1637,2
1638,3
1639,0
1640,30
1641,38
1642,8
1643,24
1644,6
1645,1
1646,18
1647,5
1648,31
1649,31
1650,19
1651,18
1652,15
1653,15
1654,23
1655,10
1656,18
1657,33
1658,4
1659,28
1660,39
1661,3
1662,38
1663,3
1664,8
1665,24
1666,24
1667,25
1668,20
1669,33
1670,33
1671,33
1672,11
1673,17
1674,23
1675,7
1676,26
1677,32
1678,4
1679,10
1680,25
1681,24
1682,15
1683,39
1684,12
1685,1
1686,4
1687,26
1688,32
1689,33
1690,3
1691,5
1692,24
1693,14
1694,4
1695,7
1696,5
1697,9
1698,30
1699,25
1700,33
1701,0
1702,15
1703,33
1704,34
1705,18
1706,4
1707,22
1708,33
1709,34
1710,9
1711,24
1712,12
1713,8
1714,3
1715,1
1716,33
1717,32
1718,5
1719,26
1720,6
1721,31
1722,23
1723,13
1724,10
1725,38
1726,26
1727,3
1728,8
1729,26
1730,8
1731,6
1732,23
1733,4
1734,4
1735,34
1736,36
1737,15
1738,39
1739,7
1740,31
1741,23
1742,25
1743,21
1744,4
1745,30
1746,6
1747,18
1748,23
1749,33
1750,9
1751,36
1752,32
1753,10
1754,33
1755,12
1756,14
1757,1
1758,10
1759,4
1760,5
1761,4
1762,35
1763,32
1764,26
1765,20
1766,29
1767,3
1768,15
1769,15
1770,11
1771,5
1772,13
1773,33
1774,16
1775,2
1776,21
1777,5
1778,5
1779,31
1780,17
1781,29
1782,29
1783,29
1784,26
1785,15
1786,1
1787,20
1788,35
1789,7
1790,12
1791,13
1792,16
1793,2
1794,21
1795,8
1796,3
1797,16
1798,14
1799,37
1800,14
1801,3
1802,4
1803,34
1804,39
1805,1
1806,22
1807,7
1808,6
1809,26
1810,14
1811,4
1812,30
1813,22
1814,15
1815,13
1816,3
1817,37
1818,30
1819,38
1820,22
1821,25
1822,36
1823,32
1824,10
1825,7
1826,1
1827,7
1828,35
1829,16
1830,36
1831,20
1832,4
1833,35
1834,5
1835,29
1836,2
1837,32
1838,15
1839,27
1840,30
1841,31
1842,15
1843,15
1844,31
1845,37
1846,3
1847,33
1848,4
1849,24
1850,3
1851,12
1852,3
1853,7
1854,15
1855,27
1856,1
1857,39
1858,36
1859,39
1860,4
1861,22
1862,22
1863,13
1864,38
1865,12
1866,5
1867,4
1868,35
1869,15
1870,3
1871,15
1872,33
1873,13
1874,3
1875,21
1876,39
1877,27
1878,28
1879,15
1880,26
1881,0
1882,17
1883,8
1884,36
1885,7
1886,17
1887,14
1888,28
1889,7
1890,35
1891,12
1892,15
1893,22
1894,35
1895,4
1896,17
1897,22
1898,15
1899,4
1900,21
1901,10
1902,1
1903,39
1904,4
1905,39
1906,39
1907,39
1908,22
1909,23
1910,23
1911,8
1912,14
1913,24
1914,17
1915,15
1916,21
1917,2
1918,33
1919,6
1920,36
1921,32
1922,23
1923,24
1924,4
1925,23
1926,16
1927,3
1928,34
1929,21
1930,18
1931,21
1932,36
1933,25
1934,6
1935,25
1936,10
1937,34
1938,33
1939,33
1940,0
1941,10
1942,21
1943,0
1944,33
1945,10
1946,11
1947,25
1948,23
1949,15
1950,5
1951,18
1952,38
1953,18
1954,36
1955,4
1956,32
1957,16
1958,16
1959,39
1960,17
1961,12
1962,28
1963,31
1964,17
1965,15
1966,35
1967,23
1968,15
1969,8
1970,13
1971,8
1972,32
1973,29
1974,12
1975,12
1976,15
1977,15
1978,30
1979,22
1980,18
1981,30
1982,30
1983,10
1984,6
1985,11
1986,15
1987,36
1988,13
1989,28
1990,21
1991,1
1992,39
1993,3
1994,34
1995,9
1996,9
1997,35
1998,10
1999,10
2000,37
2001,37
2002,3
2003,14
2004,17
2005,15
2006,11
2007,7
2008,20
2009,32
2010,4
2011,11
2012,21
2013,38
2014,4
2015,31
2016,14
2017,14
2018,14
2019,0
2020,14
2021,33
2022,14
2023,31
2024,14
2025,38
2026,22
2027,29
2028,3
2029,3
2030,5
2031,3
2032,37
2033,6
2034,36
2035,21
2036,1
2037,7
2038,14
2039,7
2040,25
2041,21
2042,16
2043,0
2044,28
2045,25
2046,3
2047,32
2048,15
2049,30
2050,26
2051,32
2052,31
2053,26
2054,36
2055,7
2056,3
2057,3
2058,4
2059,24
2060,37
2061,22
2062,4
2063,26
2064,22
2065,4
2066,22
2067,9
2068,17
2069,11
2070,30
2071,31
2072,21
2073,3
2074,3
2075,3
2076,3
2077,14
2078,14
2079,9
2080,9
2081,22
2082,22
2083,18
2084,14
2085,18
2086,18
2087,31
2088,21
2089,4
2090,14
2091,2
2092,18
2093,34
2094,25
2095,30
2096,18
2097,35
2098,22
2099,32
2100,21
2101,31
2102,18
2103,28
2104,29
2105,29
2106,21
2107,35
2108,3
2109,33
2110,12
2111,12
2112,34
2113,33
2114,15
2115,18
2116,15
2117,17
2118,13
2119,15
2120,33
2121,17
2122,14
2123,4
2124,34
2125,23
2126,9
2127,11
2128,34
2129,7
2130,18
2131,25
2132,19
2133,7
2134,10
2135,0
2136,26
2137,36
2138,37
2139,22
2140,22
2141,36
2142,22
2143,26
2144,22
2145,22
2146,7
2147,18
2148,32
2149,26
2150,15
2151,36
2152,7
2153,7
2154,2
2155,28
2156,12
2157,29
2158,39
2159,34
2160,21
2161,5
2162,23
2163,39
2164,24
2165,24
2166,1
2167,34
2168,16
2169,19
2170,22
2171,9
2172,9
2173,18
2174,10
2175,26
2176,9
2177,8
2178,39
2179,39
2180,8
2181,28
2182,0
2183,22
2184,21
2185,28
2186,38
2187,39
2188,8
2189,21
2190,36
2191,10
2192,4
2193,30
2194,3
2195,31
2196,31
2197,15
2198,34
2199,33
2200,22
2201,3
2202,8
2203,39
2204,34
2205,16
2206,3
2207,34
2208,24
2209,19
2210,25
2211,8
2212,20
2213,35
2214,32
2215,35
2216,25
2217,18
2218,33
2219,21
2220,30
2221,19
2222,20
2223,4
2224,22
2225,33
2226,13
2227,28
2228,31
2229,29
2230,7
2231,38
2232,29
2233,8
2234,10
2235,24
2236,30
2237,21
2238,23
2239,22
2240,7
2241,12
2242,22
2243,32
2244,39
2245,37
2246,39
2247,16
2248,34
2249,7
2250,1
2251,13
2252,36
2253,35
2254,18
2255,39
2256,5
2257,32
2258,33
2259,33
2260,2
2261,17
2262,28
2263,22
2264,22
2265,12
2266,35
2267,0
2268,4
2269,22
2270,23
2271,25
2272,7
2273,34
2274,28
2275,12
2276,3
2277,10
2278,5
2279,37
2280,29
2281,32
2282,13
2283,1
2284,22
2285,15
2286,5
2287,33
2288,13
2289,10
2290,3
2291,29
2292,13
2293,3
2294,8
2295,15
2296,24
2297,22
2298,14
2299,3
2300,8
2301,36
2302,32
2303,18
2304,30
2305,0
2306,4
2307,4
2308,2
2309,33
2310,37
2311,35
2312,13
2313,18
2314,32
2315,5
2316,4
2317,18
2318,12
2319,29
2320,30
2321,21
2322,0
2323,12
2324,30
2325,35
2326,4
2327,18
2328,7
2329,25
2330,17
2331,10
2332,34
2333,8
2334,2
2335,29
2336,12
2337,11
2338,35
2339,24
2340,18
2341,18
2342,14
2343,4
2344,28
2345,36
2346,3
2347,3
2348,35
2349,34
2350,30
2351,3
2352,19
2353,34
2354,39
2355,37
2356,21
2357,39
2358,7
2359,33
2360,24
2361,0
2362,0
2363,14
2364,20
2365,31
2366,3
2367,28
2368,32
2369,7
2370,12
2371,22
2372,21
2373,7
2374,32
2375,12
2376,10
2377,4
2378,38
2379,14
2380,32
2381,24
2382,33
2383,34
2384,31
2385,12
2386,8
2387,34
2388,21
2389,34
2390,28
2391,28
2392,7
2393,24
2394,12
2395,6
2396,35
2397,34
2398,19
2399,15
2400,17
2401,30
2402,22
2403,37
2404,32
2405,0
2406,30
2407,39
2408,36
2409,28
2410,38
2411,26
2412,33
2413,26
2414,22
2415,6
2416,23
2417,1
2418,15
2419,22
2420,33
2421,30
2422,16
2423,18
2424,27
2425,0
2426,34
2427,17
2428,21
2429,2
2430,33
2431,3
2432,33
2433,24
2434,22
2435,23
2436,21
2437,13
2438,14
2439,33
2440,8
2441,24
2442,8
2443,18
2444,4
2445,21
2446,35
2447,31
2448,35
2449,21
2450,7
2451,13
2452,8
2453,4
2454,32
2455,33
2456,16
2457,8
2458,10
2459,8
2460,37
2461,30
2462,15
2463,4
2464,15
2465,32
2466,0
2467,7
2468,0
2469,17
2470,16
2471,34
2472,4
2473,6
2474,16
2475,24
2476,30
2477,6
2478,32
2479,11
2480,16
2481,3
2482,15
2483,33
2484,39
2485,7
2486,14
2487,21
2488,18
2489,37
2490,28
2491,22
2492,4
2493,4
2494,26
2495,33
2496,30
2497,36
2498,0
2499,39
2500,36
2501,33
2502,33
2503,39
2504,23
2505,7
2506,38
2507,25
2508,14
2509,11
2510,4
2511,22
2512,1
2513,33
2514,32
2515,15
2516,39
2517,23
2518,23
2519,4
2520,4
2521,30
2522,32
2523,4
2524,0
2525,14
2526,29
2527,11
2528,5
2529,14
2530,14
2531,7
2532,16
2533,39
2534,16
2535,28
2536,4
2537,14
2538,39
2539,39
2540,23
2541,4
2542,17
2543,0
2544,30
2545,9
2546,21
2547,7
2548,33
2549,34
2550,22
2551,14
2552,17
2553,22
2554,31
2555,23
2556,22
2557,36
2558,22
2559,22
2560,3
2561,12
2562,2
2563,31
2564,7
2565,26
2566,14
2567,23
2568,6
2569,17
2570,17
2571,16
2572,13
2573,35
2574,26
2575,9
2576,25
2577,5
2578,37
2579,39
2580,27
2581,33
2582,2
2583,3
2584,2
2585,33
2586,4
2587,35
2588,8
2589,4
2590,7
2591,39
2592,15
2593,14
2594,9
2595,4
2596,7
2597,9
2598,4
2599,33
2600,37
2601,4
2602,32
2603,4
2604,14
2605,4
2606,4
2607,10
2608,4
2609,22
2610,5
2611,32
2612,36
2613,35
2614,14
2615,13
2616,9
2617,34
2618,39
2619,5
2620,7
2621,37
2622,25
2623,21
2624,39
2625,8
2626,37
2627,0
2628,4
2629,32
2630,6
2631,8
2632,24
2633,13
2634,12
2635,22
2636,6
2637,29
2638,33
2639,39
2640,39
2641,39
2642,39
2643,30
2644,1
2645,21
2646,8
2647,11
2648,22
2649,5
2650,8
2651,9
2652,25
2653,3
2654,4
2655,21
2656,28
2657,39
2658,11
2659,28
2660,30
2661,36
2662,4
2663,24
2664,6
2665,21
2666,3
2667,17
2668,30
2669,23
2670,24
2671,15
2672,1
2673,30
2674,4
2675,18
2676,26
2677,9
2678,26
2679,32
2680,6
2681,4
2682,32
2683,21
2684,33
2685,32
2686,35
2687,17
2688,31
2689,32
2690,7
2691,33
2692,21
2693,3
2694,15
2695,33
2696,34
2697,24
2698,17
2699,1
2700,10
2701,30
2702,3
2703,4
2704,39
2705,25
2706,30
2707,8
2708,33
2709,9
2710,9
2711,21
2712,22
2713,7
2714,32
2715,23
2716,37
2717,21
2718,21
2719,10
2720,39
2721,4
2722,6
2723,19
2724,5
2725,10
2726,14
2727,4
2728,33
2729,31
2730,4
2731,4
2732,12
2733,33
2734,32
2735,21
2736,7
2737,34
2738,0
2739,21
2740,25
2741,7
2742,34
2743,14
2744,21
2745,21
2746,14
2747,8
2748,28
2749,4
2750,3
2751,2
2752,8
2753,8
2754,37
2755,34
2756,2
2757,19
2758,3
2759,0
2760,18
2761,15
2762,30
2763,37
2764,15
2765,11
2766,22
2767,11
2768,8
2769,7
2770,32
2771,25
2772,33
2773,33
2774,22
2775,22
2776,17
2777,4
2778,9
2779,3
2780,16
2781,23
2782,39
2783,7
2784,28
2785,18
2786,11
2787,34
2788,10
2789,29
2790,9
2791,22
2792,11
2793,23
2794,15
2795,17
2796,18
2797,25
2798,0
2799,39
2800,12
2801,11
2802,35
2803,36
2804,14
2805,32
2806,15
2807,18
2808,33
2809,30
2810,6
2811,14
2812,0
2813,33
2814,30
2815,17
2816,1
2817,21
2818,9
2819,34
2820,34
2821,36
2822,28
2823,4
2824,29
2825,4
2826,12
2827,4
2828,39
2829,4
2830,28
2831,26
2832,8
2833,25
2834,12
2835,36
2836,12
2837,38
2838,3
2839,3
2840,30
2841,31
2842,21
2843,28
2844,33
2845,32
2846,19
2847,8
2848,17
2849,16
2850,28
2851,13
2852,15
2853,25
2854,32
2855,23
2856,39
2857,35
2858,21
2859,21
2860,21
2861,4
2862,20
2863,35
2864,34
2865,18
2866,0
2867,21
2868,30
2869,11
2870,13
2871,3
2872,34
2873,8
2874,39
2875,32
2876,39
2877,15
2878,5
2879,15
2880,35
2881,34
2882,34
2883,32
2884,34
2885,1
2886,27
2887,36
2888,39
2889,22
2890,14
2891,39
2892,28
2893,1
2894,28
2895,10
2896,37
2897,8
2898,35
2899,14
2900,12
2901,34
2902,13
2903,29
2904,13
2905,15
2906,23
2907,7
2908,3
2909,34
2910,2
2911,39
2912,4
2913,34
2914,17
2915,15
2916,3
2917,9
2918,1
2919,3
2920,17
2921,39
2922,37
2923,32
2924,7
2925,2
2926,20
2927,14
2928,0
2929,9
2930,9
2931,4
2932,4
2933,5
2934,10
2935,30
2936,39
2937,4
2938,31
2939,18
2940,22
2941,38
2942,5
2943,8
2944,12
2945,21
2946,8
2947,25
2948,12
2949,21
2950,29
2951,8
2952,16
2953,15
2954,34
2955,3
2956,3
2957,32
2958,36
2959,8
2960,33
2961,9
2962,12
2963,16
2964,0
2965,34
2966,33
2967,3
2968,14
2969,34
2970,4
2971,30
2972,9
2973,26
2974,9
2975,9
2976,9
2977,9
2978,26
2979,9
2980,33
2981,11
2982,17
2983,6
2984,4
2985,33
2986,14
2987,4
2988,13
2989,15
2990,8
2991,18
2992,33
2993,10
2994,18
2995,3
2996,12
2997,12
